sgRNA	Gene	NE_GFP_low
NUDT17_64645	NUDT17	886
NFE2L2_12520	NFE2L2	384
ABI3_38171	ABI3	1630
ST6GALNAC6_37082	ST6GALNAC6	664
RAB8A_11359	RAB8A	1711
IQSEC3_72863	IQSEC3	1689
LONP2_52474	LONP2	1025
EVI5_20956	EVI5	272
SNX22_50165	SNX22	371
FDX1_6194	FDX1	501
XRCC6_6714	XRCC6	40
ZSCAN29_61514	ZSCAN29	346
KDM8_50079	KDM8	977
C11orf88_72159	C11orf88	1400
STUB1_27590	STUB1	218
BEND7_65995	BEND7	839
GPATCH1_41548	GPATCH1	111
LHFPL1_69230	LHFPL1	2981
5-Mar_40423	5-Mar	155
PMM1_14257	PMM1	1198
GTF2IRD2B_71407	GTF2IRD2B	328
CHD5_34416	CHD5	239
OVOL1_13153	OVOL1	420
SDHAF1_73901	SDHAF1	973
PARK7_30731	PARK7	1528
NR1D2_26619	NR1D2	918
NHEJ1_50112	NHEJ1	508
ITM2B_24850	ITM2B	316
ALKBH6_54631	ALKBH6	814
DEFB133_72641	DEFB133	1438
DNAJA4_42530	DNAJA4	606
RAB36_25351	RAB36	626
SLCO6A1_60159	SLCO6A1	1059
TNFRSF13C_57524	TNFRSF13C	1080
CHSY3_68602	CHSY3	557
OR13C2_72025	OR13C2	1307
XIAP_927	XIAP	1155
SORCS1_57256	SORCS1	493
HOXB1_8680	HOXB1	1374
PPP1R3A_14582	PPP1R3A	1300
ANK1_793	ANK1	1286
CLCN7_3365	CLCN7	1178
IDUA_9168	IDUA	684
RHOXF2B_74522	RHOXF2B	879
HDHD2_52817	HDHD2	459
LRP12_36933	LRP12	682
MLLT4_11562	MLLT4	686
PFN3_69684	PFN3	890
CDR2_2967	CDR2	868
GALR1_6837	GALR1	242
MAP3K6_23747	MAP3K6	313
ZNF613_50305	ZNF613	373
TTC30A_56108	TTC30A	273
ARG2_1102	ARG2	589
A4GALT_39715	A4GALT	631
GPER1_7586	GPER1	734
GPAA1_22825	GPAA1	815
RIT2_16152	RIT2	431
TRIM58_34006	TRIM58	461
CHPF2_40040	CHPF2	1296
MTA1_23894	MTA1	555
DNAJC5G_68029	DNAJC5G	647
TMCO1_40084	TMCO1	543
DHRS4L2_68540	DHRS4L2	490
BAG1_1565	BAG1	429
C8orf33_48499	C8orf33	696
MED22_18525	MED22	432
COMMD2_37875	COMMD2	705
TRIM27_16056	TRIM27	425
OCM_74423	OCM	297
CSF2RA_4022	CSF2RA	1093
MTX2_28800	MTX2	560
TLR9_39782	TLR9	392
PRSS46_75614	PRSS46	445
LSM7_39299	LSM7	127
ARL6_52902	ARL6	652
RSU1_16672	RSU1	155
CRHR2_3895	CRHR2	1270
MAPK8_14903	MAPK8	562
SYVN1_53624	SYVN1	816
BAALC_50207	BAALC	1153
INTS6_35097	INTS6	364
KRT40_58913	KRT40	682
RNF167_34309	RNF167	482
ANKHD1-EIF4EBP3_72690	ANKHD1-EIF4EBP3	425
CNTNAP1_22134	CNTNAP1	603
DDC_4605	DDC	1211
CNN2_3513	CNN2	854
ARHGAP9_47648	ARHGAP9	871
TAOK2_24550	TAOK2	601
IL17F_56844	IL17F	267
GSG2_52671	GSG2	335
MCF2_11227	MCF2	1932
SOGA3_70727	SOGA3	555
FLT3LG_6477	FLT3LG	1793
ABI1_26705	ABI1	706
CHRNB3_3250	CHRNB3	283
LACC1_61378	LACC1	923
LIMK2_10666	LIMK2	1710
FOXO6_75417	FOXO6	1313
RNF17_44086	RNF17	524
DLGAP4_30962	DLGAP4	458
NFKBIB_12551	NFKBIB	182
TMPPE_73858	TMPPE	240
COASY_51201	COASY	519
PICK1_24906	PICK1	597
KRT3_10313	KRT3	658
ZNF367_64363	ZNF367	406
STK32C_67169	STK32C	229
SPATA17_59461	SPATA17	975
CLIC2_3387	CLIC2	2845
ZNF33A_20546	ZNF33A	1865
C2orf81_71240	C2orf81	451
PFAS_13709	PFAS	403
MRPS2_37861	MRPS2	157
PTAFR_15297	PTAFR	935
MOB3A_59111	MOB3A	387
LARP4_56980	LARP4	430
MON2_31555	MON2	821
TRNP1_71116	TRNP1	1405
CT47A6_74547	CT47A6	108
DEK_21064	DEK	627
NUB1_39267	NUB1	207
ECT2L_69720	ECT2L	283
TNIK_31566	TNIK	696
EFCAB9_68203	EFCAB9	393
SPATA4_60098	SPATA4	282
PTN_15406	PTN	1339
CLMN_49948	CLMN	2400
C22orf15_62287	C22orf15	1054
LCE3C_70098	LCE3C	1205
SMARCAD1_44567	SMARCAD1	2005
EFHB_62545	EFHB	918
C4orf26_62716	C4orf26	978
NKX2-3_63288	NKX2-3	747
CYB561A3_65525	CYB561A3	1014
NCKAP5_69592	NCKAP5	1584
GPM6B_7485	GPM6B	1576
GHSR_7126	GHSR	1331
RAB6C_52891	RAB6C	705
ZNF354C_37107	ZNF354C	737
MEF2D_11327	MEF2D	1234
PRDM6_56464	PRDM6	1067
GATM_6925	GATM	1071
CAPG_2284	CAPG	1112
NEU1_12464	NEU1	340
DCDC2B_62118	DCDC2B	353
ITIH4_9846	ITIH4	2217
PEBP1_13227	PEBP1	163
PCDHGB5_43892	PCDHGB5	694
LOXL1_10755	LOXL1	738
IL22_37265	IL22	237
POU3F4_14460	POU3F4	2038
PARD3B_57988	PARD3B	58
HELLS_8284	HELLS	1020
DHODH_4750	DHODH	569
CLDN7_3799	CLDN7	751
SRGAP3_26364	SRGAP3	567
DUSP3_5152	DUSP3	359
ATP6V0A4_37270	ATP6V0A4	393
LOC645382_74005	LOC645382	400
DES_4705	DES	323
IL13RA1_9515	IL13RA1	2085
PRDM16_47246	PRDM16	1840
TKFC_34326	TKFC	321
HHIP_47709	HHIP	187
ARPC4-TTLL3_76002	ARPC4-TTLL3	604
CT47A4_74556	CT47A4	2314
OR10K1_71929	OR10K1	1850
PPM1B_14549	PPM1B	931
OR5D13_71631	OR5D13	928
IFT57_41509	IFT57	1072
NFE2L2_12518	NFE2L2	319
C11orf40_61191	C11orf40	613
IDH2_9141	IDH2	542
MAP7_23710	MAP7	1345
SAMHD1_34146	SAMHD1	1520
DNAAF2_41802	DNAAF2	645
MAPK8_14904	MAPK8	191
R3HDM4_55791	R3HDM4	130
CYP3A4_4398	CYP3A4	433
RHOV_64273	RHOV	361
CHRM3_3205	CHRM3	436
C12orf4_44981	C12orf4	923
SLC22A18_13109	SLC22A18	1004
PSG4_15116	PSG4	506
SULT2B1_18481	SULT2B1	1909
NPIPB9_75985	NPIPB9	65
ARHGAP17_41613	ARHGAP17	438
MANEAL_62134	MANEAL	669
SELL_17128	SELL	227
Non-Targeting Control_76784	Non-Targeting Control	4066
NLRP6_64279	NLRP6	778
ZNF572_60471	ZNF572	1009
SCP2_16943	SCP2	687
NLRP14_68707	NLRP14	1093
EGF_5368	EGF	554
KDM2B_54007	KDM2B	614
ZNF747_48556	ZNF747	912
PLXNB1_14234	PLXNB1	330
ZFPM2_32750	ZFPM2	2152
CDC42BPA_22044	CDC42BPA	845
ERBB4_5737	ERBB4	366
TUBB3_27895	TUBB3	506
ANKDD1A_69913	ANKDD1A	158
MICALL2_49912	MICALL2	485
LYRM1_45129	LYRM1	1598
CNNM3_35077	CNNM3	526
OR56A1_58295	OR56A1	290
KISS1_10204	KISS1	191
CRLS1_40388	CRLS1	1456
MRPL23_16384	MRPL23	695
SREK1_61067	SREK1	889
PABPC5_61064	PABPC5	994
ZNF831_59577	ZNF831	585
M1AP_59898	M1AP	543
UBE2M_23667	UBE2M	367
R3HDM4_55792	R3HDM4	623
CACNG8_46746	CACNG8	232
RIPK4_39768	RIPK4	812
RUSC2_26191	RUSC2	1372
SNX7_38638	SNX7	311
KLK7_15057	KLK7	716
NAGK_42701	NAGK	278
F2RL3_23580	F2RL3	304
SLC25A47_67434	SLC25A47	1003
GIMAP4_42265	GIMAP4	1102
KRTAP25-1_75409	KRTAP25-1	707
FKBP9_30773	FKBP9	180
CDC42BPA_22043	CDC42BPA	398
PTPRE_15479	PTPRE	788
DENND4B_26393	DENND4B	1538
ORMDL1_56685	ORMDL1	662
TSPAN3_27004	TSPAN3	831
FAM127C_73151	FAM127C	354
THNSL1_50296	THNSL1	894
ZC3H11A_26276	ZC3H11A	180
CPA4_38117	CPA4	1492
FGF7_6259	FGF7	235
KIAA0368_32672	KIAA0368	301
ZMYM3_24172	ZMYM3	1078
PTPN7_15436	PTPN7	400
ELMO1_26162	ELMO1	794
KANK1_32013	KANK1	538
SGSM2_26379	SGSM2	97
ID3_9127	ID3	1349
SCGB2A2_11443	SCGB2A2	139
CHODL_60842	CHODL	812
TMEM200B_72086	TMEM200B	747
G2E3_42869	G2E3	315
XIRP1_63864	XIRP1	1389
RBM20_67177	RBM20	631
KCNJ12_10064	KCNJ12	281
NYAP1_66074	NYAP1	351
PURG_36847	PURG	528
PBX3_13365	PBX3	206
EIF1B_27651	EIF1B	1045
GALT_6858	GALT	203
TMEM247_71223	TMEM247	417
RANBP1_15790	RANBP1	484
CDH17_2890	CDH17	673
EME2_64521	EME2	669
KAT7_30253	KAT7	531
RTN4_45106	RTN4	466
PPARGC1B_60166	PPARGC1B	1200
TTC21B_50004	TTC21B	870
GALNT3_6853	GALNT3	817
RAD21L1_73706	RAD21L1	1097
C14orf159_50607	C14orf159	563
LYRM5_61315	LYRM5	344
RTN4_45104	RTN4	2942
ZNF780A_67743	ZNF780A	843
GLMP_56856	GLMP	461
AKT1_572	AKT1	352
SMYD3_47952	SMYD3	1123
MEIKIN_74747	MEIKIN	323
AKR1C2_4614	AKR1C2	114
MS4A2_6135	MS4A2	1457
PHF14_25583	PHF14	572
MDH1B_59865	MDH1B	2208
VPS18_46038	VPS18	553
ATP6V0B_1476	ATP6V0B	189
IFT122_43301	IFT122	279
CNTF_3534	CNTF	284
BIK_1732	BIK	1321
SHPK_33493	SHPK	1184
RNF157_57246	RNF157	545
TSPAN4_19313	TSPAN4	2090
TGFB3_19089	TGFB3	214
OIP5_30814	OIP5	526
LSP1_10819	LSP1	1250
AICDA_45387	AICDA	674
BBX_44785	BBX	337
PIWIL2_41639	PIWIL2	289
PFKP_13767	PFKP	242
KIF1B_31717	KIF1B	546
MRPL33_25193	MRPL33	49
CEBPG_3020	CEBPG	401
FEM1A_42607	FEM1A	584
BANK1_41354	BANK1	1272
ZNF337_34674	ZNF337	871
CYP21A2_4441	CYP21A2	689
CPT1C_59045	CPT1C	786
RALGAPB_45126	RALGAPB	984
LYPLA1_28066	LYPLA1	1790
CHPF_49330	CHPF	752
SYN2_18570	SYN2	722
GAL_37738	GAL	177
Non-Targeting Control_77158	Non-Targeting Control	3144
TRIM9_57091	TRIM9	74
SLC9A3R1_24622	SLC9A3R1	655
IL33_55663	IL33	335
C1orf115_49877	C1orf115	468
LINGO1_54396	LINGO1	271
CPLX1_29258	CPLX1	1741
ITPK1_9861	ITPK1	1205
OR10P1_58327	OR10P1	1190
CD5L_2578	CD5L	759
EIF2AK2_14946	EIF2AK2	605
DCHS2_40594	DCHS2	1324
AIM2_24857	AIM2	614
NXPE2_58260	NXPE2	760
C8orf87_71445	C8orf87	331
PRPF18_22319	PRPF18	138
XPNPEP3_47165	XPNPEP3	458
NBEAL1_48389	NBEAL1	242
ACADL_99	ACADL	392
HLA-DQB1_8425	HLA-DQB1	714
KRIT1_2473	KRIT1	453
PXDNL_60521	PXDNL	1478
SLC25A24_36903	SLC25A24	1112
RFK_42280	RFK	364
EPB41L4A_47362	EPB41L4A	1173
ARMC5_49972	ARMC5	515
IGF1_9289	IGF1	415
TLR1_19274	TLR1	106
CST3_4130	CST3	2831
OR4C15_51539	OR4C15	495
DDX43_42580	DDX43	721
FTSJ2_36916	FTSJ2	635
C12orf80_67350	C12orf80	126
ETV6_5867	ETV6	1152
ZNF555_61994	ZNF555	355
SLC22A11_43619	SLC22A11	995
TTC24_63752	TTC24	235
SLC43A1_22115	SLC43A1	360
BRE_25268	BRE	160
CFAP53_65573	CFAP53	931
GDPD1_67670	GDPD1	1345
RABGEF1_36077	RABGEF1	533
OR5R1_65284	OR5R1	860
FAM173A_48563	FAM173A	771
C2orf83_44575	C2orf83	508
TXNDC12_37654	TXNDC12	699
SLC38A3_29780	SLC38A3	947
ZNF230_20874	ZNF230	820
GK_7180	GK	1230
PARK2_13309	PARK2	542
TMEM44_56445	TMEM44	768
B4GAT1_29932	B4GAT1	617
SHD_44717	SHD	202
UBR7_41721	UBR7	749
DFNA5_4725	DFNA5	681
TIGD1_64760	TIGD1	1055
RXRA_16683	RXRA	234
MCIDAS_69698	MCIDAS	837
HIST3H2A_56361	HIST3H2A	1276
ZNF37A_20559	ZNF37A	121
DLL1_36190	DLL1	553
HCN4_26761	HCN4	1341
USP17L7_72010	USP17L7	616
NIT1_12622	NIT1	748
CNPY1_68306	CNPY1	871
C10orf113_70789	C10orf113	1561
STEAP1B_66732	STEAP1B	568
SNCB_17838	SNCB	467
TUB_19711	TUB	742
DEPDC7_55913	DEPDC7	1310
C15orf40_58598	C15orf40	1065
RAB33A_24607	RAB33A	2524
ARHGAP25_26500	ARHGAP25	1341
TMEM33_41763	TMEM33	1413
AKR1C4_3137	AKR1C4	1269
NTN4_46742	NTN4	699
TCEAL7_44432	TCEAL7	967
PROX2_67414	PROX2	167
ADAM7_22893	ADAM7	1157
LHCGR_10626	LHCGR	1270
EFCAB3_61658	EFCAB3	849
IFNG_9265	IFNG	1092
MPLKIP_60451	MPLKIP	483
TRMT1L_51838	TRMT1L	569
ACTRT2_60864	ACTRT2	439
CD5L_2577	CD5L	1633
C8orf59_72444	C8orf59	779
ACO1_141	ACO1	541
TMEM185A_53790	TMEM185A	339
LDHAL6B_56258	LDHAL6B	574
DOHH_52160	DOHH	762
BRS3_1885	BRS3	870
PLIN5_72944	PLIN5	718
AGAP2_57872	AGAP2	344
SYT1_18581	SYT1	1303
PMS1_14276	PMS1	344
DNAJC22_50479	DNAJC22	518
FAM196B_75405	FAM196B	1339
NEK1_12444	NEK1	995
MYO1E_12103	MYO1E	623
RBPJL_30739	RBPJL	337
PTPRN2_15510	PTPRN2	932
HOXD1_8751	HOXD1	675
SCRG1_30819	SCRG1	350
OR13C4_60626	OR13C4	394
CAPN7_32895	CAPN7	1018
SRGAP2_32631	SRGAP2	292
HIST2H2AA3_21645	HIST2H2AA3	120
GPR1_7491	GPR1	1408
C8orf46_66498	C8orf46	1266
ZNF429_70044	ZNF429	238
LAPTM4A_25809	LAPTM4A	781
LIFR_10637	LIFR	869
EFCAB5_70325	EFCAB5	562
SLC35A1_28487	SLC35A1	565
ACY3_55965	ACY3	2028
TMEM56-RWDD3_76070	TMEM56-RWDD3	1185
EIF4EBP3_22517	EIF4EBP3	252
FCRL3_57472	FCRL3	456
TRMT11_46891	TRMT11	927
SPATA31E1_68406	SPATA31E1	596
SUN1_32548	SUN1	260
EPN2_31184	EPN2	862
DCAF16_40858	DCAF16	615
APBA3_25176	APBA3	593
MS4A12_40802	MS4A12	442
HUWE1_26918	HUWE1	815
USP36_45989	USP36	608
ZNF253_44127	ZNF253	177
SLC29A2_8570	SLC29A2	1515
ALG6_36818	ALG6	542
DYNC1I1_4924	DYNC1I1	974
ZBED9_57261	ZBED9	1414
REEP5_21059	REEP5	772
NME2_12661	NME2	464
ZNF641_58353	ZNF641	574
KRT9_10342	KRT9	330
ITGA3_9756	ITGA3	4687
FAT1_6094	FAT1	224
CCDC62_53961	CCDC62	394
UQCRC2_20027	UQCRC2	215
ZNF679_64003	ZNF679	1294
ATP2B3_1386	ATP2B3	392
ENAH_43210	ENAH	517
UBA3_23662	UBA3	706
EIF4B_5443	EIF4B	1347
MX1_11953	MX1	882
H2AFB1_73361	H2AFB1	99
NR2E3_26690	NR2E3	261
SYNRG_30677	SYNRG	241
ATP5G2_1435	ATP5G2	328
ADGRE3_53951	ADGRE3	874
OVCA2_58800	OVCA2	604
STRAP_30359	STRAP	1064
ZNF616_55398	ZNF616	1381
TMEM203_56698	TMEM203	222
SOCS6_24429	SOCS6	809
EYA4_5755	EYA4	1161
RWDD2A_56823	RWDD2A	801
NXN_47664	NXN	1440
NRG3_28974	NRG3	902
ERAP2_47483	ERAP2	681
LRIG3_58334	LRIG3	751
YDJC_62284	YDJC	354
ZNF408_49969	ZNF408	282
ATF4_1305	ATF4	767
NPTXR_32879	NPTXR	827
TXNDC11_37655	TXNDC11	230
Non-Targeting Control_76938	Non-Targeting Control	1626
EEF1E1_25091	EEF1E1	1084
CHST6_11221	CHST6	219
TLR6_27789	TLR6	864
BCO2_52576	BCO2	219
TTC24_63751	TTC24	293
CAPNS2_53370	CAPNS2	214
GTSF1L_62222	GTSF1L	224
SP1_18012	SP1	887
TRIM65_64874	TRIM65	3008
PRLHR_7526	PRLHR	1154
SHISA2_70904	SHISA2	389
NMS_59700	NMS	644
NPR3_12806	NPR3	498
DEFB125_66174	DEFB125	520
GBA_6932	GBA	1874
SNX2_17924	SNX2	285
SLC6A9_17547	SLC6A9	756
LOC728392_74675	LOC728392	514
ERLEC1_35878	ERLEC1	1377
FAM78A_68432	FAM78A	625
MCCC1_44590	MCCC1	395
OR8B4_67240	OR8B4	1033
BSPRY_40718	BSPRY	718
TMEM130_66065	TMEM130	240
SP110_9188	SP110	636
ZNF746_62966	ZNF746	78
MMP17_11640	MMP17	217
BCORL1_47037	BCORL1	2379
GCSAML_62084	GCSAML	518
STYK1_42449	STYK1	319
KRTAP4-3_54768	KRTAP4-3	896
CSTF2T_32332	CSTF2T	1090
EDRF1_34568	EDRF1	866
LRCOL1_75940	LRCOL1	33
SAMD3_62861	SAMD3	1475
FMNL2_57216	FMNL2	413
ENY2_44656	ENY2	473
DICER1_32715	DICER1	151
UNC45A_43683	UNC45A	493
VIPR1_20167	VIPR1	528
TMEM95_68860	TMEM95	321
PPP2R2B_14626	PPP2R2B	719
RAN_15788	RAN	2047
GLT1D1_61330	GLT1D1	1127
CCDC9_34553	CCDC9	319
CTSA_14522	CTSA	1043
BDH2_44503	BDH2	432
CAPN12_61924	CAPN12	808
BTBD7_43165	BTBD7	346
C4orf32_60085	C4orf32	898
KIF3B_24634	KIF3B	310
ID1_9118	ID1	1397
RQCD1_23939	RQCD1	373
ZNF707_68347	ZNF707	149
MNX1_8398	MNX1	781
SLX4_53669	SLX4	222
MTRNR2L6_75796	MTRNR2L6	130
CCNO_27705	CCNO	489
ASB1_39261	ASB1	1809
PLAC8_38480	PLAC8	1557
TAL2_18690	TAL2	391
LYZL6_45136	LYZL6	724
RD3L_74191	RD3L	372
QPRT_32903	QPRT	76
ZNF628_55220	ZNF628	586
DOLPP1_45192	DOLPP1	477
FAIM3_24205	FAIM3	365
UBE3D_55275	UBE3D	433
ZCWPW2_62614	ZCWPW2	378
NDNF_49424	NDNF	1023
CELA3B_32813	CELA3B	1054
SLC18A3_17671	SLC18A3	1203
HHEX_8332	HHEX	1644
OR52J3_58161	OR52J3	838
NCOA6_31596	NCOA6	932
SERPINH1_2440	SERPINH1	467
CT47A7_74282	CT47A7	405
DBNDD2_43608	DBNDD2	1065
CNP_3524	CNP	193
SH3D21_49771	SH3D21	480
MMEL1_49138	MMEL1	314
DLGAP1_24248	DLGAP1	218
FAM43B_63739	FAM43B	496
UBE2D2_19843	UBE2D2	121
AGPS_22255	AGPS	849
UFD1L_19930	UFD1L	467
GJA10_54058	GJA10	361
ZNF260_68909	ZNF260	971
ARPC2_27033	ARPC2	482
KCNV2_64074	KCNV2	580
C10orf131_75140	C10orf131	299
CIITA_11474	CIITA	192
NAV2_55132	NAV2	768
ZNF572_60470	ZNF572	249
GPR65_22046	GPR65	862
RFX3_16070	RFX3	1243
EFCAB3_61659	EFCAB3	520
P2RY14_26482	P2RY14	917
MINK1_37209	MINK1	255
ZNF33A_20547	ZNF33A	650
ZNF324B_71089	ZNF324B	417
MUC20_64808	MUC20	549
RAB32_29748	RAB32	532
PLAG1_14087	PLAG1	826
TRMT44_62735	TRMT44	225
FAM188A_50602	FAM188A	662
GS1-259H13.2_75713	GS1-259H13.2	831
C14orf105_41885	C14orf105	901
BAIAP2_28148	BAIAP2	543
VPS37C_41415	VPS37C	1231
HECTD3_49529	HECTD3	572
NET1_27600	NET1	582
CLEC14A_63402	CLEC14A	771
POU5F1_14476	POU5F1	58
ZNF225_20855	ZNF225	291
ZNF195_20799	ZNF195	1050
MYL4_12073	MYL4	721
UGT2B10_19963	UGT2B10	172
C10orf35_65357	C10orf35	596
CBY1_33682	CBY1	433
DNAAF3_70029	DNAAF3	1250
MET_11388	MET	682
NHLRC3_70908	NHLRC3	568
CXCL5_17052	CXCL5	1720
MIEF2_58922	MIEF2	1127
TBX6_18774	TBX6	644
FLYWCH1_53241	FLYWCH1	199
CPA5_56619	CPA5	659
ANKRD52_67331	ANKRD52	468
GPD2_7469	GPD2	1217
ROCK2_24950	ROCK2	1000
LDHD_64497	LDHD	977
IZUMO2_59043	IZUMO2	1084
CCS_26616	CCS	1118
CDCA5_56929	CDCA5	97
FGD3_55155	FGD3	156
ZFYVE28_46365	ZFYVE28	288
MAATS1_55200	MAATS1	575
COL4A4_3573	COL4A4	204
CERK_48040	CERK	1217
NMNAT3_70015	NMNAT3	896
BIVM_40733	BIVM	308
ZFX_20436	ZFX	880
MRPS22_44665	MRPS22	1355
PCM1_13425	PCM1	446
SEC16B_55182	SEC16B	560
WDR63_59235	WDR63	405
DCTN4_38014	DCTN4	135
CT45A10_76403	CT45A10	1809
PRRG4_48822	PRRG4	1909
TXNDC9_27293	TXNDC9	266
UBXN11_55882	UBXN11	387
RPP40_29202	RPP40	594
VIL1_20152	VIL1	996
STMN3_37438	STMN3	663
GBA2_46276	GBA2	630
PRSS35_63968	PRSS35	188
FLOT2_6466	FLOT2	1186
DYNC1I1_4921	DYNC1I1	303
RCOR2_67285	RCOR2	451
LRP10_34363	LRP10	582
SLC7A9_30227	SLC7A9	910
FUT6_6663	FUT6	491
BCL11A_39524	BCL11A	586
DLG1_4801	DLG1	553
PGA5_13783	PGA5	428
OR2M7_71972	OR2M7	748
CFAP61_34516	CFAP61	339
APP_996	APP	371
TMEM37_60958	TMEM37	1057
PPIL1_39207	PPIL1	332
ITPR1_9875	ITPR1	744
GAMT_6863	GAMT	244
RECK_21915	RECK	641
TAB3_66911	TAB3	898
ST7_21145	ST7	1012
UPK3A_20013	UPK3A	540
OCIAD1_41071	OCIAD1	565
PCSK6_13240	PCSK6	1033
HEATR5A_34140	HEATR5A	598
UBP1_19895	UBP1	1152
PARP3_26793	PARP3	484
PRR23B_71303	PRR23B	596
ST6GALNAC1_43446	ST6GALNAC1	314
KIFAP3_31235	KIFAP3	1216
MFAP2_11397	MFAP2	1132
FAM76B_61220	FAM76B	793
OR2L8_71951	OR2L8	614
BNC2_40584	BNC2	759
KCNC4_9989	KCNC4	475
CYP4F8_30706	CYP4F8	1049
GPSM3_47193	GPSM3	706
SLC30A5_48256	SLC30A5	110
AP1G1_466	AP1G1	538
C10orf128_64135	C10orf128	467
BTG4_40533	BTG4	1977
TF_18999	TF	343
TTC28_32482	TTC28	333
C1orf112_43181	C1orf112	338
ZFAND1_49847	ZFAND1	216
SLTM_50012	SLTM	786
TTLL4_25504	TTLL4	723
OR2J3_73237	OR2J3	993
FRAT2_32705	FRAT2	347
C5orf22_42317	C5orf22	1494
PAK6_44596	PAK6	251
ZCCHC24_65340	ZCCHC24	1139
SNX10_36699	SNX10	781
TTI1_25574	TTI1	35
KIAA0141_26052	KIAA0141	195
CEP295NL_76221	CEP295NL	706
HNRNPM_12181	HNRNPM	1275
NXT1_36501	NXT1	911
SET_17163	SET	14
TBC1D28_66456	TBC1D28	1219
JMJD6_32087	JMJD6	459
MRPS11_48298	MRPS11	344
TMEM8B_39436	TMEM8B	189
SDC4_17069	SDC4	944
B3GNT4_49198	B3GNT4	761
ADAM11_11268	ADAM11	193
SRPRB_46533	SRPRB	827
ANK3_802	ANK3	421
SZRD1_34572	SZRD1	907
MIER1_46293	MIER1	1729
NAAA_35726	NAAA	821
OR10K1_71931	OR10K1	695
ATG4B_32023	ATG4B	895
PFAS_13712	PFAS	762
PLCH2_25491	PLCH2	337
ZNF506_72945	ZNF506	194
ZMYM3_24170	ZMYM3	340
NPY5R_12827	NPY5R	1214
NEK1_12441	NEK1	1139
RAB14_39012	RAB14	624
ZW10_24118	ZW10	626
HRASLS2_41208	HRASLS2	1454
ELF2_5508	ELF2	827
LHX5_47528	LHX5	319
METTL22_48919	METTL22	1191
NCKAP5L_46269	NCKAP5L	237
INO80E_67535	INO80E	574
TTPA_19705	TTPA	889
KLHL35_67258	KLHL35	1622
CHD2_3128	CHD2	713
FAM71D_63390	FAM71D	193
VAC14_43066	VAC14	1871
RNF223_72520	RNF223	781
GAGE2B_73980	GAGE2B	1140
DXO_4973	DXO	711
GFI1_7067	GFI1	863
EXT2_5901	EXT2	1085
CRYBA4_3955	CRYBA4	1018
LY9_10888	LY9	290
MKKS_21390	MKKS	898
MAP4K4_24861	MAP4K4	178
GAS6_6899	GAS6	748
PRELID1_35737	PRELID1	484
ADCK2_55684	ADCK2	620
OR11G2_71791	OR11G2	1411
DTNBP1_52809	DTNBP1	286
SPTBN1_18148	SPTBN1	432
OR8U1_65227	OR8U1	803
MUS81_50885	MUS81	623
FNDC9_72726	FNDC9	550
CYP24A1_4445	CYP24A1	1109
NMBR_12655	NMBR	603
TXLNA_64651	TXLNA	555
DPP4_4995	DPP4	301
C18orf65_72235	C18orf65	765
GAR1_39907	GAR1	710
NXPE2_58259	NXPE2	681
TEX264_38616	TEX264	348
NIPAL4_69988	NIPAL4	459
ESYT1_32516	ESYT1	364
CER1_24564	CER1	576
Non-Targeting Control_76808	Non-Targeting Control	2857
TC2N_58575	TC2N	702
SEMA4B_28323	SEMA4B	465
MB21D1_57397	MB21D1	1433
WHSC1L1_40957	WHSC1L1	524
CDH20_36173	CDH20	1460
MFAP3L_26174	MFAP3L	413
SLC20A2_17684	SLC20A2	3353
HSP90AA1_8966	HSP90AA1	430
WDR6_30394	WDR6	708
IL12A_9496	IL12A	1163
TLE3_19252	TLE3	1173
SERINC2_69879	SERINC2	745
CRYGB_3976	CRYGB	1011
OR8G2_35045	OR8G2	719
ANGPT4_38645	ANGPT4	325
C7orf55-LUC7L2_76283	C7orf55-LUC7L2	253
IGFBP6_9331	IGFBP6	408
SCGB2B2_67830	SCGB2B2	282
GRIN2B_7764	GRIN2B	228
CCDC65_55028	CCDC65	303
NPBWR2_7519	NPBWR2	961
TRMT11_46893	TRMT11	857
COQ6_37501	COQ6	878
CRYBB3_3966	CRYBB3	787
SLC36A1_65188	SLC36A1	1108
TMEM63A_25750	TMEM63A	206
AKAP6_24939	AKAP6	1556
WDR17_57850	WDR17	332
MMP19_11643	MMP19	469
COX15_3753	COX15	235
TPRA1_59976	TPRA1	676
GATSL3_74223	GATSL3	763
FKBP3_6360	FKBP3	384
RGS7BP_72377	RGS7BP	554
KIR3DL3_57526	KIR3DL3	505
LAT_35465	LAT	320
C19orf84_61796	C19orf84	151
SRSF10_29124	SRSF10	1413
NOXRED1_58554	NOXRED1	729
SMIM1_71104	SMIM1	532
HBQ1_8218	HBQ1	452
GPER1_7587	GPER1	465
SERPINB4_16859	SERPINB4	1713
ARHGEF39_54434	ARHGEF39	331
GTF2H4_7963	GTF2H4	32
SLC25A21_55195	SLC25A21	1694
CATSPER2_57902	CATSPER2	707
ADGRL1_31021	ADGRL1	1061
PIGB_24988	PIGB	1355
MYOF_35087	MYOF	967
SMN1_17781	SMN1	232
CCDC109B_41320	CCDC109B	1038
GPAM_46192	GPAM	616
RAB2A_15638	RAB2A	399
RASGEF1A_65654	RASGEF1A	1101
SMARCA1_17738	SMARCA1	620
RGMB_68265	RGMB	551
NONO_12695	NONO	610
OR8K1_71657	OR8K1	605
ZNF419_49821	ZNF419	981
