sgRNA	Gene	Clip2_7_E8_control_BC21_IGO_09496_13_S13
HOXC5_8719	HOXC5	54
DNAJB4_30062	DNAJB4	65
Non-Targeting Control_76941	Non-Targeting Control	313
PFN3_69684	PFN3	41
RNF103-CHMP3_76028	RNF103-CHMP3	25
LEMD2_65830	LEMD2	67
ABL2_74	ABL2	36
TNFRSF12A_38525	TNFRSF12A	32
PODN_59358	PODN	52
PDGFA_13567	PDGFA	13
SERPINB13_13926	SERPINB13	70
FOXO4_11572	FOXO4	41
ARRDC3_45847	ARRDC3	129
DTX4_32127	DTX4	82
Non-Targeting Control_76516	Non-Targeting Control	179
ANAPC1_47886	ANAPC1	69
OTOS_62366	OTOS	72
FITM2_59553	FITM2	58
GGTLC2_55770	GGTLC2	33
CCDC112_62822	CCDC112	22
SERPINA4_13896	SERPINA4	99
ACACB_95	ACACB	7
C1orf210_62179	C1orf210	166
TGFBR2_19112	TGFBR2	25
ARHGAP35_7784	ARHGAP35	3
SUPT20HL2_64113	SUPT20HL2	89
FAM92B_68856	FAM92B	37
C1orf61_28251	C1orf61	140
C16orf90_74076	C16orf90	63
NME5_21790	NME5	24
EI24_25150	EI24	46
CRBN_38072	CRBN	98
ATP6AP1_1487	ATP6AP1	21
OR5T2_65265	OR5T2	36
GNAZ_7342	GNAZ	53
CNKSR2_31043	CNKSR2	47
VN1R5_68529	VN1R5	54
ZNF846_63600	ZNF846	60
UQCRQ_35541	UQCRQ	13
LOC100132146_75422	LOC100132146	27
CC2D1B_64637	CC2D1B	37
VCAN_4100	VCAN	17
TMEM158_34054	TMEM158	53
Non-Targeting Control_76680	Non-Targeting Control	201
BAZ2B_37005	BAZ2B	46
EIF2B2_23322	EIF2B2	17
PMS2_14288	PMS2	218
SLC13A5_67651	SLC13A5	76
LOC101929372_76387	LOC101929372	15
OR52R1_58181	OR52R1	190
HNMT_8567	HNMT	141
LCOR_53657	LCOR	63
MELK_26131	MELK	64
KRTAP4-11_74266	KRTAP4-11	66
FRY_27099	FRY	65
MAP3K11_11541	MAP3K11	82
C7orf66_62945	C7orf66	289
NOL4_22768	NOL4	96
DNAJC28_41084	DNAJC28	29
PRNP_14977	PRNP	36
C6_2015	C6	39
OR4P4_51538	OR4P4	79
EMC6_52135	EMC6	27
ITGA7_9766	ITGA7	59
LHX2_24583	LHX2	27
HAUS2_41698	HAUS2	59
ZNF512B_45561	ZNF512B	45
TMEM238_71078	TMEM238	17
LRCH1_31861	LRCH1	66
FAM189B_28950	FAM189B	6
ABCG4_47462	ABCG4	53
ARFGEF1_28512	ARFGEF1	38
KLHL33_58592	KLHL33	10
CCND2_2490	CCND2	122
MBD3L2_58997	MBD3L2	98
C10orf131_75143	C10orf131	74
ZNF606_50689	ZNF606	172
MAP4K4_24864	MAP4K4	26
EPHA6_68070	EPHA6	119
USP18_30669	USP18	7
DCHS2_40594	DCHS2	94
WDR7_32497	WDR7	106
OTX1_13144	OTX1	45
DYSF_21522	DYSF	129
SLC38A6_61414	SLC38A6	37
Non-Targeting Control_77083	Non-Targeting Control	237
Non-Targeting Control_76488	Non-Targeting Control	125
PCDHGB1_43904	PCDHGB1	110
MAGEA2B_67074	MAGEA2B	43
INAFM1_66664	INAFM1	74
TM4SF5_23643	TM4SF5	57
OR6M1_71733	OR6M1	21
HSD17B1_8886	HSD17B1	27
Non-Targeting Control_77222	Non-Targeting Control	194
SECTM1_17109	SECTM1	74
ZCCHC13_71523	ZCCHC13	134
FKRP_49006	FKRP	48
KLHDC8B_64802	KLHDC8B	44
RBM12_27127	RBM12	11
STRADB_42518	STRADB	54
TRA2B_17221	TRA2B	58
C1GALT1C1_36383	C1GALT1C1	83
KBTBD8_53774	KBTBD8	96
ARMC5_49972	ARMC5	1
AKT3_26682	AKT3	30
TMEM218_65394	TMEM218	21
GFPT1_7070	GFPT1	28
IGLL1_9353	IGLL1	90
CNIH1_27257	CNIH1	44
RBM24_65855	RBM24	67
NPAS2_12762	NPAS2	44
ESX1_51240	ESX1	136
CCER1_64430	CCER1	29
GTF2F2_7947	GTF2F2	84
RECQL_15978	RECQL	38
AZIN1_39075	AZIN1	4
ZNF35_20550	ZNF35	75
VCY_23812	VCY	134
PCK2_13422	PCK2	77
CACNG2_27871	CACNG2	59
MTAP_11846	MTAP	47
FZD6_21598	FZD6	58
HOXD11_8775	HOXD11	120
TNFAIP8_33788	TNFAIP8	11
GPX5_7680	GPX5	47
CASKIN2_45692	CASKIN2	43
CASD1_48249	CASD1	30
ALPPL2_697	ALPPL2	127
EPHA4_5653	EPHA4	108
CLMP_50066	CLMP	52
DIAPH3_51828	DIAPH3	17
CCDC68_51127	CCDC68	53
PREP_14729	PREP	17
HIST2H3A_68594	HIST2H3A	5
TECTA_18964	TECTA	84
SLAMF7_46442	SLAMF7	44
ZNF93_52056	ZNF93	98
EIF4G3_22640	EIF4G3	32
FAM185A_65975	FAM185A	203
NCOR2_25361	NCOR2	91
ASPA_1274	ASPA	103
SPOCK3_37431	SPOCK3	54
DHRS12_49864	DHRS12	46
ZNF587_54463	ZNF587	15
CD48_2716	CD48	45
FLJ44635_72049	FLJ44635	60
AUP1_1519	AUP1	96
IFNL2_67122	IFNL2	33
MYO18B_54076	MYO18B	41
MKRN1_33306	MKRN1	126
CITED4_63709	CITED4	42
ZNF593_37611	ZNF593	299
TATDN3_59540	TATDN3	34
ADD3_327	ADD3	41
QTRTD1_49644	QTRTD1	96
KRCC1_38475	KRCC1	17
CTCFL_60901	CTCFL	38
LRRC2_49234	LRRC2	29
TOMM22_44796	TOMM22	9
ZNF106_47701	ZNF106	52
DNAL1_52207	DNAL1	29
ARL16_68885	ARL16	10
MESP1_43682	MESP1	41
TSPAN7_19299	TSPAN7	131
SOAT2_21917	SOAT2	43
TAF11_18670	TAF11	31
C11orf21_36560	C11orf21	55
MRPL9_48342	MRPL9	131
GABARAPL2_30836	GABARAPL2	27
GOLM1_38339	GOLM1	33
KRT34_10397	KRT34	43
C11orf73_38887	C11orf73	95
Non-Targeting Control_77151	Non-Targeting Control	389
TRPV4_46785	TRPV4	105
UHRF1BP1L_31649	UHRF1BP1L	36
MLIP_55514	MLIP	62
RAD54B_33701	RAD54B	65
FAM83E_40777	FAM83E	88
THOC6_49129	THOC6	1
SIGLEC11_57102	SIGLEC11	107
C11orf71_40064	C11orf71	105
CRNN_37183	CRNN	132
PRR12_45585	PRR12	79
TATDN2_26010	TATDN2	47
ZNF438_65627	ZNF438	95
ADAT1_33087	ADAT1	127
MTMR1_22942	MTMR1	108
ZEB2_26143	ZEB2	64
Non-Targeting Control_77203	Non-Targeting Control	265
AVPR1B_1531	AVPR1B	24
WIPI2_34575	WIPI2	28
LRCH1_31860	LRCH1	72
TBKBP1_25868	TBKBP1	27
JRKL_22695	JRKL	52
SPOCD1_55651	SPOCD1	93
OR51A2_72511	OR51A2	35
DLG2_4807	DLG2	73
LRRC45_64868	LRRC45	16
DENND5A_32257	DENND5A	16
COL4A6_3582	COL4A6	105
TMEM257_24003	TMEM257	118
H1FOO_60048	H1FOO	59
KIAA2026_63154	KIAA2026	36
BBC3_35602	BBC3	89
TRIP13_24469	TRIP13	47
TCF7L2_18840	TCF7L2	148
TAS2R30_67001	TAS2R30	78
CDHR4_71279	CDHR4	27
PPM1K_62725	PPM1K	80
TXNIP_28722	TXNIP	206
ZNF705G_75414	ZNF705G	30
NAGS_63515	NAGS	63
SLC15A1_17637	SLC15A1	39
PAGE5_55614	PAGE5	120
ZNF138_20681	ZNF138	92
CHURC1_55911	CHURC1	34
AFF4_35629	AFF4	50
KCNQ1_10118	KCNQ1	19
TOPORS_27368	TOPORS	21
VSTM2B_69427	VSTM2B	78
PLCD3_56920	PLCD3	8
PRDM2_20927	PRDM2	71
TAF3_52548	TAF3	26
BCL6_1655	BCL6	62
ASPG_70299	ASPG	22
TLR4_19287	TLR4	26
OR4X1_71627	OR4X1	116
CR2_3842	CR2	14
Non-Targeting Control_77013	Non-Targeting Control	128
TYMS_19785	TYMS	63
SIGLEC11_57104	SIGLEC11	95
ZNF592_25451	ZNF592	43
GCC1_49285	GCC1	14
PLA2G2D_34933	PLA2G2D	51
IKZF3_30879	IKZF3	47
TAL1_18687	TAL1	67
CADM2_66315	CADM2	25
MAN2C1_11079	MAN2C1	93
SNRPB2_17876	SNRPB2	11
VHLL_71921	VHLL	60
FAM24B_64465	FAM24B	78
PGK1_13809	PGK1	36
IQSEC3_72864	IQSEC3	118
WFDC9_66963	WFDC9	103
Non-Targeting Control_77105	Non-Targeting Control	150
SLC6A8_17544	SLC6A8	59
STX7_21883	STX7	66
LPAR5_45043	LPAR5	178
DEFB121_66161	DEFB121	86
VAX2_33770	VAX2	85
CFI_9171	CFI	47
CNKSR1_27537	CNKSR1	73
CENPQ_41779	CENPQ	54
FBXO25_34867	FBXO25	32
MYL7_46602	MYL7	20
URGCP_42971	URGCP	28
ZNF527_53698	ZNF527	13
OR2A25_72004	OR2A25	68
PDZRN4_36883	PDZRN4	70
UNC5D_60530	UNC5D	60
SETD1B_31633	SETD1B	59
USP17L3_74040	USP17L3	117
ZNF2_20456	ZNF2	12
ITGA4_9758	ITGA4	118
PSG1_15101	PSG1	65
OR5A1_65499	OR5A1	59
COL19A1_3664	COL19A1	38
CAPSL_60192	CAPSL	38
MAD2L1BP_25302	MAD2L1BP	9
ZMAT2_62789	ZMAT2	18
MPP6_39290	MPP6	37
WBSCR27_62983	WBSCR27	125
SNTG1_39831	SNTG1	52
EVC_5871	EVC	12
ALDH18A1_15601	ALDH18A1	38
HMGCL_8498	HMGCL	77
PRMT3_27311	PRMT3	62
CDC42EP2_28070	CDC42EP2	46
ZNF534_61804	ZNF534	52
GPR137B_19318	GPR137B	150
6-Sep_31901	6-Sep	138
SERPINA1_13885	SERPINA1	15
OXGR1_35791	OXGR1	53
Non-Targeting Control_77309	Non-Targeting Control	341
FIBP_24053	FIBP	96
COG8_53540	COG8	4
ANKRD62_69422	ANKRD62	62
SIX6_13071	SIX6	38
MAGIX_50348	MAGIX	49
H2BFWT_63257	H2BFWT	55
MTAP_11847	MTAP	131
NUDT9_39545	NUDT9	9
PROKR1_29435	PROKR1	124
LYZL1_53818	LYZL1	131
YIPF6_68458	YIPF6	61
SH3D19_62671	SH3D19	86
AK4_568	AK4	68
GDF9_7036	GDF9	75
ENTPD1_2680	ENTPD1	21
ARHGDIB_1147	ARHGDIB	113
CAAP1_50262	CAAP1	17
TNNC2_19362	TNNC2	96
OSBP2_33536	OSBP2	136
LRRCC1_54940	LRRCC1	57
TDRD7_32779	TDRD7	43
Non-Targeting Control_77280	Non-Targeting Control	379
HTRA1_15076	HTRA1	47
RP9_16264	RP9	23
Non-Targeting Control_76833	Non-Targeting Control	211
HAX1_28138	HAX1	30
AHR_544	AHR	145
CDHR5_39668	CDHR5	23
Non-Targeting Control_76722	Non-Targeting Control	315
ZNF737_75243	ZNF737	13
PANX3_57726	PANX3	28
BBS10_49802	BBS10	51
TRIM2_32449	TRIM2	24
PFDN5_13729	PFDN5	12
UNC13A_31498	UNC13A	61
WNT6_20276	WNT6	75
DEFB135_73611	DEFB135	51
GPR135_47840	GPR135	56
GPR183_5235	GPR183	94
ARPP21_29142	ARPP21	55
CSNK1G2_4079	CSNK1G2	21
ARMCX2_26089	ARMCX2	46
TBL2_35216	TBL2	34
SPON1_28014	SPON1	44
A1BG_2	A1BG	62
SLC35E2B_74758	SLC35E2B	41
OR8B3_71747	OR8B3	140
TCF21_18869	TCF21	10
UHRF1BP1_40900	UHRF1BP1	22
PILRA_36998	PILRA	143
NRN1_38414	NRN1	92
ZNF174_20751	ZNF174	19
SH3RF2_62833	SH3RF2	30
SFTA3_66375	SFTA3	25
RILPL1_70050	RILPL1	65
ARL14_50722	ARL14	75
COL23A1_55865	COL23A1	34
MAP4K4_24861	MAP4K4	28
F2RL3_23579	F2RL3	29
OR2J3_73238	OR2J3	129
LURAP1L_68434	LURAP1L	23
AP5Z1_26388	AP5Z1	150
SPATA21_70402	SPATA21	18
LANCL2_43731	LANCL2	27
SIPA1_17386	SIPA1	157
SLMAP_21031	SLMAP	28
RASSF4_52691	RASSF4	43
NGFRAP1_35410	NGFRAP1	28
TMF1_19330	TMF1	61
MIPOL1_61407	MIPOL1	24
NDP_12264	NDP	91
PARK2_13311	PARK2	18
DGKH_63375	DGKH	40
IPO13_25553	IPO13	15
EGLN3_56783	EGLN3	47
PAF1_40335	PAF1	20
ACOX3_21560	ACOX3	51
15-Sep_24731	15-Sep	27
TM2D3_50930	TM2D3	70
RCC2_43745	RCC2	69
CCDC158_69058	CCDC158	43
OR10P1_58328	OR10P1	30
SLC17A5_35070	SLC17A5	31
LENEP_43670	LENEP	15
TMEM156_50584	TMEM156	43
SEC14L1_17105	SEC14L1	64
AP1G1_466	AP1G1	22
FOXO6_75416	FOXO6	4
OR5W2_71638	OR5W2	49
DYTN_71990	DYTN	65
OR1L4_66538	OR1L4	68
MMEL1_49135	MMEL1	44
A3GALT2_59380	A3GALT2	92
C2orf48_69965	C2orf48	116
FLYWCH1_53239	FLYWCH1	33
AES_476	AES	71
HPSE_29327	HPSE	27
WFDC11_66960	WFDC11	117
INSM2_54024	INSM2	29
CLDN22_39671	CLDN22	104
RDH13_56838	RDH13	26
SLC9A3R1_24624	SLC9A3R1	21
CATIP_70464	CATIP	37
ZFAND1_49847	ZFAND1	15
C3orf56_68097	C3orf56	83
MAEL_54565	MAEL	81
NT5DC2_48276	NT5DC2	66
SGCE_23381	SGCE	59
CHEK1_3141	CHEK1	46
C11orf70_54733	C11orf70	111
SNAPC2_17831	SNAPC2	44
3-Mar_57421	3-Mar	38
C16orf95_75903	C16orf95	84
ACADSB_110	ACADSB	112
DZIP3_25540	DZIP3	24
MYOCD_56577	MYOCD	193
GNA14_25413	GNA14	106
PLA2G6_21831	PLA2G6	29
TRIM60_63899	TRIM60	66
PYHIN1_62208	PYHIN1	19
KCNJ5_10044	KCNJ5	81
TTC38_41339	TTC38	24
CNTNAP5_59723	CNTNAP5	42
GAS7_22191	GAS7	165
FFAR4_68743	FFAR4	45
TCEAL5_69207	TCEAL5	44
PPFIA2_22106	PPFIA2	64
CXCR4_21001	CXCR4	111
PRKAR1A_14803	PRKAR1A	41
CRYBA1_3948	CRYBA1	27
PRR21_73875	PRR21	23
GDPD2_40790	GDPD2	105
LRP3_10795	LRP3	89
ARNTL_1177	ARNTL	85
Non-Targeting Control_76993	Non-Targeting Control	45
TMEM27_45401	TMEM27	188
AKR1C1_4611	AKR1C1	16
KCTD13_66377	KCTD13	63
FBXO15_64892	FBXO15	58
DCAF12L1_60667	DCAF12L1	110
Non-Targeting Control_77010	Non-Targeting Control	195
EOGT_68067	EOGT	26
RNF146_51952	RNF146	51
PPP2CB_14610	PPP2CB	143
ADAMTSL2_25727	ADAMTSL2	18
CHCHD4_59949	CHCHD4	5
FAM163B_73733	FAM163B	73
MARCO_22679	MARCO	16
WISP1_23161	WISP1	55
GFY_75929	GFY	107
PRKCZ_14868	PRKCZ	83
FOXP3_37464	FOXP3	116
ITPR2_9879	ITPR2	80
PSAPL1_75101	PSAPL1	53
SLFN12_41581	SLFN12	90
DNAJC12_44271	DNAJC12	119
EPX_21509	EPX	185
TFAP2E_68972	TFAP2E	91
SRSF4_17201	SRSF4	124
OTOA_61533	OTOA	45
LOC400736_72260	LOC400736	218
RAX2_54269	RAX2	41
VPS26A_25214	VPS26A	46
BCL3_1651	BCL3	140
CD27_2621	CD27	74
APBB3_27698	APBB3	62
SLC24A1_24131	SLC24A1	76
STAMBPL1_45840	STAMBPL1	46
CST9_59609	CST9	98
TGIF2LY_55582	TGIF2LY	74
CD96_27423	CD96	43
GH1_7105	GH1	64
IGFBP1_9312	IGFBP1	44
ARHGAP11A_26094	ARHGAP11A	10
SIGLEC1_17815	SIGLEC1	49
LYZ_10911	LYZ	24
KRTAP10-8_70686	KRTAP10-8	115
GJC2_45178	GJC2	152
SPEG_27655	SPEG	12
NFATC2_12496	NFATC2	136
IFI30_28077	IFI30	28
SPPL3_58432	SPPL3	55
ZNF878_74973	ZNF878	67
BCAN_47049	BCAN	15
TDGF1_18934	TDGF1	76
Non-Targeting Control_76697	Non-Targeting Control	332
C2CD2L_26193	C2CD2L	105
CLHC1_59787	CLHC1	57
SAP30_23088	SAP30	57
LPCAT2_41091	LPCAT2	42
CDV3_42692	CDV3	62
FYCO1_49237	FYCO1	95
CYP26B1_44285	CYP26B1	71
ZNF629_32577	ZNF629	89
MICU2_65710	MICU2	137
PIGP_38181	PIGP	30
PCYOX1L_48640	PCYOX1L	100
CDH23_47296	CDH23	23
SERAC1_54575	SERAC1	90
SERHL2_66287	SERHL2	13
CDV3_42693	CDV3	77
NXPH4_30583	NXPH4	40
KRTAP9-7_75845	KRTAP9-7	90
ZNFX1_45189	ZNFX1	28
CPLX2_29254	CPLX2	12
ZP2_20903	ZP2	39
LEO1_58593	LEO1	6
TTPA_19708	TTPA	36
CRYBA1_3947	CRYBA1	44
KDM5B_29102	KDM5B	131
BBS7_41948	BBS7	107
RNF14_25337	RNF14	48
CD70_2742	CD70	70
NLRX1_49586	NLRX1	58
PYGO1_34583	PYGO1	40
MDK_11287	MDK	37
TYMSOS_73448	TYMSOS	79
C10orf76_49339	C10orf76	78
TCEAL1_24532	TCEAL1	170
GOSR1_25110	GOSR1	23
DFNB59_73441	DFNB59	48
SPINK6_72658	SPINK6	43
SF3A2_21361	SF3A2	6
ERH_5784	ERH	51
SETD9_60148	SETD9	41
KPNA7_72565	KPNA7	181
GRIN3A_57759	GRIN3A	21
JPH2_45161	JPH2	118
SMAD2_10957	SMAD2	127
GSPT2_33486	GSPT2	112
C1orf194_59267	C1orf194	29
UHMK1_59441	UHMK1	20
CDR2_2965	CDR2	126
BLOC1S5_47124	BLOC1S5	44
CLEC3B_19354	CLEC3B	15
AHSP_38515	AHSP	335
CNTNAP5_59724	CNTNAP5	48
BEND5_49531	BEND5	74
WDFY3_31429	WDFY3	11
FAM13C_65634	FAM13C	15
GTPBP2_40394	GTPBP2	50
LRGUK_60438	LRGUK	33
SNX25_52629	SNX25	37
BCL2L15_72984	BCL2L15	98
CPSF1_36722	CPSF1	22
HAS3_8184	HAS3	60
CARHSP1_33248	CARHSP1	160
ABLIM1_10660	ABLIM1	14
SHKBP1_56355	SHKBP1	97
ZNF480_61799	ZNF480	80
LOC389602_71421	LOC389602	180
RBBP7_15898	RBBP7	43
FAM53B_25586	FAM53B	123
H2BFM_68454	H2BFM	72
NPAS1_12760	NPAS1	82
ERCC8_3306	ERCC8	39
ACSM2A_58668	ACSM2A	61
PROP1_14995	PROP1	47
SERF1A_21531	SERF1A	72
DISP1_54663	DISP1	27
MBOAT4_73644	MBOAT4	113
IFT27_29873	IFT27	84
Non-Targeting Control_76482	Non-Targeting Control	406
ZNF699_70360	ZNF699	71
REEP5_21059	REEP5	71
RAB3D_25169	RAB3D	71
UPP2_62523	UPP2	20
BRPF1_21013	BRPF1	15
SWAP70_31651	SWAP70	114
ANKRD10_42778	ANKRD10	20
P3H4_28654	P3H4	51
SLC15A4_58343	SLC15A4	24
ZFP62_73853	ZFP62	43
CWF19L1_42180	CWF19L1	16
TUBG2_35746	TUBG2	180
UMOD_19980	UMOD	86
LHX6_35020	LHX6	48
SLC43A3_36346	SLC43A3	45
DBT_4557	DBT	114
GRIN1_7753	GRIN1	33
KAZN_32244	KAZN	100
SPAG8_34749	SPAG8	24
RNF103_20982	RNF103	76
TNFSF10_22863	TNFSF10	36
NWD2_45634	NWD2	60
TNFRSF25_22773	TNFRSF25	118
HIST1H1A_8139	HIST1H1A	25
NLK_39329	NLK	63
SLC8A2_17569	SLC8A2	32
EPB41L4A_47359	EPB41L4A	90
Non-Targeting Control_76914	Non-Targeting Control	251
LMOD2_73278	LMOD2	73
FXYD5_39627	FXYD5	144
ACY3_55965	ACY3	104
YPEL2_71019	YPEL2	37
C11orf45_65387	C11orf45	64
PRUNE2_63184	PRUNE2	11
IFNA16_9243	IFNA16	58
SEC31A_31066	SEC31A	35
MTMR6_23880	MTMR6	73
C16orf70_51017	C16orf70	56
TP63_22482	TP63	86
PATL1_65511	PATL1	28
SLITRK6_53086	SLITRK6	53
YAF2_27129	YAF2	115
IQCE_32351	IQCE	21
MPLKIP_60452	MPLKIP	32
ZAN_20220	ZAN	6
ZNF28_20534	ZNF28	45
SLC46A3_67406	SLC46A3	72
GALNT9_37256	GALNT9	22
STARD8_25862	STARD8	46
STX4_18446	STX4	32
HAGHL_53270	HAGHL	102
SYP_18574	SYP	70
CRBN_38074	CRBN	63
CCDC166_75256	CCDC166	167
VENTX_35930	VENTX	79
SLC6A16_36246	SLC6A16	43
C1orf186_72997	C1orf186	93
C2orf50_59870	C2orf50	65
CHCHD6_53411	CHCHD6	136
ZACN_70113	ZACN	25
AASS_27195	AASS	68
DCDC2B_62118	DCDC2B	31
KLRC3_10235	KLRC3	48
TMEM217_65806	TMEM217	17
CCNYL1_62458	CCNYL1	61
PSMF1_24993	PSMF1	59
WSCD1_32386	WSCD1	32
C16orf58_47957	C16orf58	47
PRKAB1_14771	PRKAB1	63
ACOT2_29701	ACOT2	66
NPAS3_47291	NPAS3	39
ZNF705G_75413	ZNF705G	25
FXYD6-FXYD2_76168	FXYD6-FXYD2	52
GBP5_57484	GBP5	82
ITGB4_9812	ITGB4	62
MMACHC_34232	MMACHC	28
TENM3_43122	TENM3	166
CTSO_4271	CTSO	69
PFDN4_13727	PFDN4	50
MAPT_11122	MAPT	20
CCBL2_44193	CCBL2	122
IREB2_9694	IREB2	25
C17orf77_61645	C17orf77	100
GJB2_7165	GJB2	42
APTX_40729	APTX	55
ZNF772_72252	ZNF772	87
TAS2R3_37366	TAS2R3	113
OR10H2_35159	OR10H2	73
C12orf49_49962	C12orf49	79
CYP1A1_4333	CYP1A1	58
IRGM_69693	IRGM	56
NOL4L_60895	NOL4L	18
PEF1_73556	PEF1	65
THY1_19178	THY1	23
EFCAB12_55379	EFCAB12	26
PTGS2_15366	PTGS2	75
COPS7A_37356	COPS7A	23
METTL5_36407	METTL5	120
NR1D2_26617	NR1D2	21
INPP5J_35623	INPP5J	36
SCPEP1_46789	SCPEP1	27
MFAP3_11403	MFAP3	22
DMRT3_46663	DMRT3	47
SMIM20_71325	SMIM20	18
HIC1_8333	HIC1	35
ZNF316_75347	ZNF316	62
Non-Targeting Control_77316	Non-Targeting Control	210
NASP_12209	NASP	55
NME8_38474	NME8	124
COX5B_3708	COX5B	17
VKORC1L1_62928	VKORC1L1	46
PRKCI_14844	PRKCI	9
LRRTM1_69857	LRRTM1	59
SLC51A_64794	SLC51A	53
ITGB3BP_32772	ITGB3BP	22
TRAF3IP3_51181	TRAF3IP3	8
MED12_26596	MED12	117
Non-Targeting Control_77020	Non-Targeting Control	136
TGFBR3L_75980	TGFBR3L	24
SLC13A4_34884	SLC13A4	83
PRKX_14958	PRKX	131
IER3_23245	IER3	142
NEK1_12442	NEK1	45
RBFOX3_61638	RBFOX3	216
CBFA2T3_2409	CBFA2T3	49
MEF2BNB_75023	MEF2BNB	55
ZNF547_67726	ZNF547	70
OR4S2_65240	OR4S2	60
GNG7_7371	GNG7	59
RERG_54710	RERG	18
C11orf94_61214	C11orf94	28
KIAA0355_25697	KIAA0355	42
LURAP1_73504	LURAP1	142
HES1_8861	HES1	130
GRIN3B_57764	GRIN3B	23
FKBP3_6360	FKBP3	22
NUDT15_42146	NUDT15	124
MAOB_11100	MAOB	31
KRT3_10315	KRT3	46
CTSW_4277	CTSW	28
SDC4_17070	SDC4	49
TOM1L1_26797	TOM1L1	60
IL17D_39540	IL17D	38
ERV3-1_5789	ERV3-1	33
WFDC11_66957	WFDC11	187
ADGRG3_66002	ADGRG3	59
SP5_71250	SP5	75
POLR3GL_53273	POLR3GL	20
ATAD3A_41941	ATAD3A	85
MYOZ1_46683	MYOZ1	127
RGS16_16122	RGS16	28
WDR44_40146	WDR44	59
ERCC1_5744	ERCC1	3
KIAA1755_54951	KIAA1755	116
ARID5B_53015	ARID5B	47
CYB561A3_65525	CYB561A3	81
HERC3_23405	HERC3	129
TLDC1_46290	TLDC1	46
SKAP1_22493	SKAP1	123
TCHHL1_59194	TCHHL1	33
Non-Targeting Control_76650	Non-Targeting Control	156
PCSK4_40514	PCSK4	44
C22orf23_53922	C22orf23	87
Non-Targeting Control_76792	Non-Targeting Control	231
RGL3_45098	RGL3	50
TRAPPC6A_48917	TRAPPC6A	42
DCTN1_4591	DCTN1	71
MMP12_11620	MMP12	43
LHCGR_10625	LHCGR	59
HECTD1_33846	HECTD1	40
SMIM21_67714	SMIM21	74
Non-Targeting Control_77228	Non-Targeting Control	246
PRKCB_14822	PRKCB	37
MS4A2_6134	MS4A2	63
SLC6A12_17554	SLC6A12	69
MYEF2_37333	MYEF2	22
TMEM106B_40377	TMEM106B	105
TNRC6B_31764	TNRC6B	84
CREM_3880	CREM	45
STIL_17374	STIL	10
KIF26A_34675	KIF26A	75
ECT2L_69717	ECT2L	43
ASB13_49856	ASB13	50
MTCL1_32250	MTCL1	169
THNSL2_42112	THNSL2	73
TMEM40_42210	TMEM40	52
OR13C2_72026	OR13C2	52
BAAT_1553	BAAT	41
KLHL4_43867	KLHL4	90
STK17A_24348	STK17A	23
INA_23909	INA	118
ASL_1257	ASL	33
ZFP92_60747	ZFP92	187
SLC25A13_27225	SLC25A13	87
IL5RA_9430	IL5RA	76
DNAJC25_73536	DNAJC25	56
EBF4_45961	EBF4	25
NRBP2_69158	NRBP2	77
IQCA1_49922	IQCA1	42
UBE2B_19835	UBE2B	86
MAP7_23711	MAP7	62
VPS13A_32155	VPS13A	35
RBMS2_15928	RBMS2	30
RAX2_54267	RAX2	123
FRS2_29268	FRS2	186
MAP3K7_18684	MAP3K7	63
CHD1_3122	CHD1	123
CITED1_11751	CITED1	35
ATF7IP2_50673	ATF7IP2	132
TGOLN2_28691	TGOLN2	72
SLC24A4_58577	SLC24A4	285
GAS1_6889	GAS1	37
GBP3_6949	GBP3	46
AP3D1_23478	AP3D1	48
PCDHAC2_43999	PCDHAC2	24
KCNN3_10111	KCNN3	88
TADA1_57882	TADA1	67
PDE1C_13499	PDE1C	20
CD1E_2548	CD1E	32
PCDHB2_43996	PCDHB2	57
SPAG7_25190	SPAG7	38
DPEP3_47510	DPEP3	70
KIAA1257_45648	KIAA1257	57
DDX39A_27374	DDX39A	9
SLC2A2_17461	SLC2A2	17
TNFSF10_22861	TNFSF10	22
C17orf59_40563	C17orf59	4
ZNF48_64533	ZNF48	60
SCML1_16871	SCML1	196
FAM135A_45911	FAM135A	46
ST8SIA1_17367	ST8SIA1	52
L3MBTL3_53649	L3MBTL3	81
P2RX6_23947	P2RX6	58
UGT2A3_49978	UGT2A3	40
SYP_18575	SYP	97
RNASET2_22511	RNASET2	27
ERVFRD-1_72704	ERVFRD-1	21
C14orf142_53731	C14orf142	87
CBR1_2443	CBR1	19
TMSB4Y_23824	TMSB4Y	55
MBP_11192	MBP	39
PTPRR_15519	PTPRR	39
HMGA2_21282	HMGA2	16
TAF7L_39960	TAF7L	27
OR11H4_71796	OR11H4	85
STX7_21882	STX7	148
AZI2_47656	AZI2	83
WDR20_56021	WDR20	79
SPPL2C_63546	SPPL2C	39
SPG20_31760	SPG20	34
TAF9_18662	TAF9	33
NAMPT_27117	NAMPT	24
RCAN1_5084	RCAN1	99
FAM132B_62446	FAM132B	51
GABRR1_6799	GABRR1	121
SPATA45_62212	SPATA45	93
METTL13_39120	METTL13	54
EVI2A_5879	EVI2A	136
PPARG_14498	PPARG	26
Non-Targeting Control_77039	Non-Targeting Control	192
FAM209B_71196	FAM209B	34
TBKBP1_25867	TBKBP1	60
ZNF700_55549	ZNF700	117
SLC2A13_57107	SLC2A13	72
