sgRNA	Gene	Clip2_8_IN8_treatment_BC24_IGO_09496_16_S16
PPP2R5A_14642	PPP2R5A	23
SNRPE_17893	SNRPE	2
STXBP5L_25066	STXBP5L	11
TVP23B_37598	TVP23B	27
ADGRE1_5557	ADGRE1	9
MRPL49_2047	MRPL49	15
DAAM2_32959	DAAM2	16
ABCC9_26874	ABCC9	22
MS4A6A_47573	MS4A6A	12
ZNF410_46478	ZNF410	25
ZNF74_20594	ZNF74	19
SAXO1_63145	SAXO1	9
ACR_145	ACR	6
TTC9C_67280	TTC9C	8
LIPI_62245	LIPI	20
ARHGEF10L_41760	ARHGEF10L	21
DENND2D_50475	DENND2D	14
SIX4_39495	SIX4	16
EIF3F_22615	EIF3F	31
PPARGC1A_29448	PPARGC1A	11
ANKRD35_62062	ANKRD35	6
OLFM3_58012	OLFM3	6
ETAA1_39987	ETAA1	14
POU2F1_14443	POU2F1	7
KLF10_19183	KLF10	37
PDLIM1_23933	PDLIM1	10
SEC24A_29212	SEC24A	3
POLH_14359	POLH	15
FAM227A_74138	FAM227A	9
CBLN2_61773	CBLN2	20
GJB6_29220	GJB6	24
PKLR_14045	PKLR	18
OSCP1_59406	OSCP1	29
RNF146_51952	RNF146	33
UNC93A_39866	UNC93A	13
CUL1_21987	CUL1	35
OAS3_12968	OAS3	18
TREH_30397	TREH	3
EPN3_41408	EPN3	20
CCDC67_63303	CCDC67	11
AP3S1_3332	AP3S1	25
TESK2_28021	TESK2	14
ZNF536_25827	ZNF536	22
C9orf50_70555	C9orf50	3
MROH8_60911	MROH8	17
CD93_31228	CD93	22
RALYL_60542	RALYL	11
ZNF608_45669	ZNF608	15
PDE4D_13525	PDE4D	19
PLA2G3_37204	PLA2G3	8
MTAP_11846	MTAP	29
ALDH1B1_616	ALDH1B1	32
HOXB4_8692	HOXB4	11
ANP32B_28431	ANP32B	5
KLHL7_43824	KLHL7	10
THOC6_49129	THOC6	16
TMPRSS4_44316	TMPRSS4	26
C21orf140_76365	C21orf140	16
RPUSD4_54355	RPUSD4	17
MARCKS_10942	MARCKS	30
SPINT4_71978	SPINT4	35
UQCR10_36625	UQCR10	19
MMEL1_49138	MMEL1	33
SLC37A3_53237	SLC37A3	13
SPTBN2_18149	SPTBN2	8
CT47A12_75948	CT47A12	17
NUP214_21184	NUP214	7
QSOX2_64085	QSOX2	16
DCAF17_50675	DCAF17	25
NCAPH2_36612	NCAPH2	10
TRAPPC2L_39313	TRAPPC2L	18
HACD2_64909	HACD2	10
CLEC11A_16865	CLEC11A	16
PRKCZ_14866	PRKCZ	24
CLNS1A_3414	CLNS1A	6
VSIG8_71942	VSIG8	5
MRPL1_48344	MRPL1	3
CEACAM5_2997	CEACAM5	7
PTGER4_15340	PTGER4	5
LRIT2_69256	LRIT2	5
PUF60_30926	PUF60	35
FSHR_6604	FSHR	22
DYNLT1_18925	DYNLT1	10
KRTAP16-1_75846	KRTAP16-1	36
NDUFAF2_56060	NDUFAF2	12
SPX_51329	SPX	19
TFPT_36664	TFPT	6
RNASET2_22509	RNASET2	15
ZZEF1_31847	ZZEF1	59
TRHR_19579	TRHR	18
SSTR3_18292	SSTR3	50
PP2D1_62544	PP2D1	51
ADSL_443	ADSL	7
WDR91_36366	WDR91	23
PPTC7_63362	PPTC7	18
IL1B_9380	IL1B	10
CCNL2_51854	CCNL2	9
SPATA6_40248	SPATA6	15
ANKRD20A4_74779	ANKRD20A4	4
PAQR6_50459	PAQR6	9
PLEKHG5_45476	PLEKHG5	42
UCHL5_38641	UCHL5	9
MYL5_12080	MYL5	8
PARP10_54341	PARP10	7
TTC30B_62395	TTC30B	48
C1orf204_67959	C1orf204	35
INO80D_40911	INO80D	15
OR9Q1_65457	OR9Q1	13
NOTCH4_12739	NOTCH4	7
NRIP3_44376	NRIP3	13
ZNF57_59093	ZNF57	45
A2M_7	A2M	6
DMAP1_43758	DMAP1	15
DAPK2_33296	DAPK2	27
PDLIM1_23935	PDLIM1	22
ADGRE1_5558	ADGRE1	6
MS4A5_47577	MS4A5	41
PRR23D1_75391	PRR23D1	30
HS3ST3A1_26556	HS3ST3A1	5
TSACC_59479	TSACC	4
TSSC4_26931	TSSC4	15
CLDN25_73942	CLDN25	8
ABCA13_62908	ABCA13	23
MTERF1_21134	MTERF1	14
PAIP1_28638	PAIP1	9
GCNT3_24290	GCNT3	2
MOV10_11687	MOV10	30
FOXP1_35532	FOXP1	13
HIST2H3A_68596	HIST2H3A	12
TM7SF2_19321	TM7SF2	9
PRPF4B_23351	PRPF4B	5
BCAT2_1616	BCAT2	26
LAMB1_10477	LAMB1	48
ACAA1_85	ACAA1	14
C14orf79_58488	C14orf79	30
CSK_4050	CSK	26
GGH_23145	GGH	17
MYO6_12113	MYO6	30
TDRD9_58462	TDRD9	27
MXD3_52144	MXD3	18
JMJD6_32090	JMJD6	19
KIAA1456_45991	KIAA1456	22
EXTL1_5905	EXTL1	26
SEC23IP_30445	SEC23IP	9
ADO_54379	ADO	18
KRTCAP2_64675	KRTCAP2	14
C12orf74_68814	C12orf74	17
HMHA1_33053	HMHA1	13
RGL1_31985	RGL1	16
TCEA1_18790	TCEA1	15
EIF4ENIF1_44263	EIF4ENIF1	13
MT1G_11823	MT1G	18
KRTAP12-2_70147	KRTAP12-2	17
PI4KB_14002	PI4KB	24
PPP1R3F_55136	PPP1R3F	19
MYOD1_12144	MYOD1	4
ELMO3_49883	ELMO3	24
MARVELD3_56035	MARVELD3	25
METTL8_50068	METTL8	17
COL4A3BP_26961	COL4A3BP	16
ASAP3_42810	ASAP3	9
EIF4E1B_66296	EIF4E1B	13
TMEM87A_34214	TMEM87A	15
TMEM242_74937	TMEM242	18
COLQ_21528	COLQ	22
CRCP_35967	CRCP	36
FAM213A_53378	FAM213A	29
PAF1_40337	PAF1	11
DNPH1_28604	DNPH1	11
KLHL40_59935	KLHL40	16
TYRP1_19802	TYRP1	14
MTNR1B_11885	MTNR1B	11
MMP25_47683	MMP25	9
ENPEP_5603	ENPEP	23
SEC14L3_67058	SEC14L3	30
ENTHD1_62311	ENTHD1	13
LILRB3_29894	LILRB3	28
DNAJB12_40569	DNAJB12	21
TCEB3_18810	TCEB3	15
GATA5_60866	GATA5	33
PHF13_62034	PHF13	9
SH3BGRL3_52093	SH3BGRL3	47
FAAH_5993	FAAH	18
CRYBB1_3959	CRYBB1	2
TECTB_18906	TECTB	21
STK32A_64999	STK32A	27
FAM151A_68695	FAM151A	7
PLA2G15_33440	PLA2G15	13
NDUFAF4_36397	NDUFAF4	6
SAFB_16792	SAFB	5
CWF19L2_61239	CWF19L2	2
RIN2_39946	RIN2	11
PRR5_42805	PRR5	17
C1orf95_70435	C1orf95	40
FAXC_53802	FAXC	15
MAP3K6_23746	MAP3K6	13
PCGF6_52930	PCGF6	45
PDZD8_58108	PDZD8	13
SEC24C_25424	SEC24C	3
INTU_35696	INTU	31
GSG2_52671	GSG2	9
PRKRA_22374	PRKRA	32
RFPL4AL1_75018	RFPL4AL1	10
C2orf88_53333	C2orf88	29
KRTAP9-9_51992	KRTAP9-9	29
CCNYL1_62458	CCNYL1	11
PIGU_59637	PIGU	18
KIAA1671_54863	KIAA1671	13
CRLF1_24287	CRLF1	11
TRIP11_24480	TRIP11	31
MAP4K5_30405	MAP4K5	33
DHFRL1_64784	DHFRL1	7
RNF38_62596	RNF38	30
SESN1_35861	SESN1	9
BTBD6_55317	BTBD6	18
RBKS_47312	RBKS	27
TRAF3_19561	TRAF3	20
DCST2_59383	DCST2	29
CCR9_29216	CCR9	16
OR5I1_29195	OR5I1	5
ANKRD53_50553	ANKRD53	26
IDO2_64065	IDO2	20
GJB4_59367	GJB4	16
RPUSD1_56913	RPUSD1	26
TMEM45A_41498	TMEM45A	18
KCNJ1_10027	KCNJ1	13
RHOC_1116	RHOC	4
SPPL2C_63545	SPPL2C	14
STAMBPL1_45840	STAMBPL1	17
CTAGE15_73098	CTAGE15	16
PARD6G_53797	PARD6G	9
CHAC1_48929	CHAC1	14
RIN3_50274	RIN3	48
BACH1_1557	BACH1	8
NIPAL4_69986	NIPAL4	17
ARF6_1095	ARF6	17
KIF19_58786	KIF19	24
MYEF2_37333	MYEF2	27
CPT1C_59048	CPT1C	1
AFF4_35628	AFF4	8
NKAPL_66058	NKAPL	27
KANK2_34197	KANK2	7
BCL7B_24374	BCL7B	8
TSHR_19648	TSHR	32
C2CD2L_26195	C2CD2L	29
SYT8_55272	SYT8	1
NRP2_23118	NRP2	28
SLC12A7_28983	SLC12A7	5
ST3GAL5_23241	ST3GAL5	12
SEC14L3_67060	SEC14L3	17
PTK2B_6057	PTK2B	5
HYAL2_22700	HYAL2	3
DUSP12_30643	DUSP12	29
C6orf48_37422	C6orf48	3
UFSP1_72583	UFSP1	12
ANKRD7_44227	ANKRD7	17
TNS4_54587	TNS4	24
ALPK3_45773	ALPK3	6
ZCCHC6_49582	ZCCHC6	16
SEC16A_26431	SEC16A	10
HLCS_8465	HLCS	19
DDOST_4628	DDOST	10
IL9R_9470	IL9R	16
MBD3_39598	MBD3	27
MAPK8_14903	MAPK8	21
AREG_1072	AREG	10
CGB2_57126	CGB2	7
TMC7_50325	TMC7	6
ANTXR1_53039	ANTXR1	28
KIF5A_10162	KIF5A	13
TXNL1_24570	TXNL1	16
WEE1_20242	WEE1	27
FRMPD1_30971	FRMPD1	20
STX1A_18438	STX1A	21
CDH3_2837	CDH3	13
HDAC10_52685	HDAC10	23
RNF187_62201	RNF187	45
ZNF792_59142	ZNF792	8
FAHD1_52024	FAHD1	31
DEPDC1B_43385	DEPDC1B	30
PTRF_67659	PTRF	39
BICC1_50712	BICC1	16
SPAG4_18039	SPAG4	11
SBF1_16832	SBF1	11
CD109_60339	CD109	8
CT47A10_74531	CT47A10	51
OR2V2_68247	OR2V2	7
ROS1_16259	ROS1	6
OR5H14_72606	OR5H14	19
WDFY2_57578	WDFY2	20
TRIM11_51694	TRIM11	5
JAG1_509	JAG1	27
CCDC74A_55533	CCDC74A	20
ESPN_52414	ESPN	7
CAMK2G_2268	CAMK2G	4
HOXC11_8739	HOXC11	11
MT1F_11817	MT1F	21
ADORA3_382	ADORA3	51
SLC4A9_52384	SLC4A9	9
AGBL2_50115	AGBL2	26
ZNF235_24437	ZNF235	10
CD27_2624	CD27	7
TET3_64719	TET3	18
STX3_18442	STX3	19
PRDM12_46764	PRDM12	12
CAV2_2390	CAV2	16
ASCL5_74189	ASCL5	45
TRIM49C_73701	TRIM49C	17
PHACTR3_57670	PHACTR3	10
ASTN2_32213	ASTN2	23
TMPRSS6_63786	TMPRSS6	7
BECN2_73215	BECN2	43
C19orf45_70356	C19orf45	11
SLA2_53055	SLA2	37
FLAD1_51076	FLAD1	21
MRPS18C_37568	MRPS18C	28
S1PR1_5266	S1PR1	18
C6orf203_38245	C6orf203	5
NDRG4_48350	NDRG4	49
FAM45A_72682	FAM45A	12
HHLA2_30273	HHLA2	5
NUP54_39579	NUP54	14
IL20RB_39647	IL20RB	9
KRT19_10378	KRT19	8
CD6_2581	CD6	12
SEMA3G_44584	SEMA3G	22
PTDSS1_25990	PTDSS1	14
CARTPT_25345	CARTPT	15
KRTAP9-2_52657	KRTAP9-2	51
CKLF_38094	CKLF	21
UGDH_19945	UGDH	24
RIPK4_39768	RIPK4	31
ZNF836_63566	ZNF836	28
RRH_28929	RRH	15
SLC43A1_22115	SLC43A1	12
ABCF1_58	ABCF1	18
SHOC2_21216	SHOC2	20
SYT12_55952	SYT12	15
TMEM192_64954	TMEM192	7
LIPJ_61129	LIPJ	10
ODAM_41137	ODAM	31
FBLN5_28340	FBLN5	29
TRPM4_40580	TRPM4	17
PRR20B_74853	PRR20B	26
KCNA3_9950	KCNA3	9
KLK8_30468	KLK8	28
RPL17-C18orf32_76057	RPL17-C18orf32	2
HMGCR_8503	HMGCR	20
GRXCR2_73757	GRXCR2	22
HNRNPD_8589	HNRNPD	17
TG_19070	TG	6
HAX1_28139	HAX1	2
WDR78_50045	WDR78	41
IRF2_9704	IRF2	6
KLRB1_10224	KLRB1	22
DLD_4799	DLD	1
EME2_64523	EME2	18
PVALB_15549	PVALB	23
ZNF512_53638	ZNF512	13
NBEAL2_32122	NBEAL2	24
TMEM236_74350	TMEM236	3
SLC30A2_20890	SLC30A2	21
SHROOM1_60286	SHROOM1	28
SRRM2_33047	SRRM2	5
ANKRD54_59670	ANKRD54	14
ABHD16B_60919	ABHD16B	28
BTNL10_75182	BTNL10	14
OR52I1_71547	OR52I1	25
CTAG2_37145	CTAG2	22
ABHD17A_52040	ABHD17A	14
TSC1_19632	TSC1	4
XAF1_40470	XAF1	26
ERVV-2_75562	ERVV-2	25
NHSL1_45321	NHSL1	19
FBLN5_28339	FBLN5	17
SCAND1_38348	SCAND1	18
LACC1_61379	LACC1	14
SPATA31A3_74483	SPATA31A3	1
TEX35_52824	TEX35	21
HDX_60694	HDX	29
ARSI_69089	ARSI	17
MZT2B_50693	MZT2B	23
C20orf195_48745	C20orf195	1
SLITRK5_34452	SLITRK5	23
OR51I1_71571	OR51I1	16
FDXACB1_56045	FDXACB1	12
TBCD_18746	TBCD	12
CCDC155_61882	CCDC155	13
CDY2A_24801	CDY2A	49
CD96_27424	CD96	4
CD101_24712	CD101	16
SNRNP35_30008	SNRNP35	8
NTRK2_12893	NTRK2	18
PASK_31981	PASK	22
HMSD_67718	HMSD	9
KIAA2013_55361	KIAA2013	6
ANO5_65136	ANO5	26
CTSF_22787	CTSF	19
CIB1_28352	CIB1	7
WRN_20319	WRN	5
PHF8_31823	PHF8	5
GIMAP1-GIMAP5_76065	GIMAP1-GIMAP5	5
ZNF211_28353	ZNF211	12
PIGS_56626	PIGS	15
SLC25A23_48896	SLC25A23	12
MXRA7_72826	MXRA7	3
RASGRF2_15872	RASGRF2	28
C14orf79_58485	C14orf79	13
RNF215_64692	RNF215	9
SRGAP3_26363	SRGAP3	43
HIST1H1T_8103	HIST1H1T	11
YPEL2_71020	YPEL2	19
OIT3_64144	OIT3	21
KIAA1147_45248	KIAA1147	30
SPTBN5_38530	SPTBN5	18
PODXL2_37235	PODXL2	26
CTCF_28850	CTCF	1
C8G_2032	C8G	8
SHPK_33491	SHPK	19
MAP3K2_29057	MAP3K2	6
IL20RA_39645	IL20RA	29
MRPS10_41803	MRPS10	13
SPINK5_29815	SPINK5	39
UBXN8_21161	UBXN8	4
COX5B_3708	COX5B	4
ANKRD9_58466	ANKRD9	22
PLA2G16_30260	PLA2G16	12
ZNF107_38734	ZNF107	30
POLQ_28980	POLQ	6
TEAD3_18954	TEAD3	13
SRA1_26728	SRA1	51
PRR14_48650	PRR14	25
KDM3B_39490	KDM3B	5
SOD1_17934	SOD1	5
BCAM_10870	BCAM	4
MEF2D_11328	MEF2D	9
TBX10_69894	TBX10	2
DIRAS2_40539	DIRAS2	24
P2RY6_13208	P2RY6	12
ATP5I_1444	ATP5I	10
GPR78_35797	GPR78	4
GMPS_23133	GMPS	9
PRH2_14752	PRH2	20
SHANK2_31300	SHANK2	11
TMEM56-RWDD3_76072	TMEM56-RWDD3	23
INTS10_41810	INTS10	15
LRRC41_28265	LRRC41	3
ARMS2_70821	ARMS2	24
OTOP2_56329	OTOP2	10
CEP76_50470	CEP76	11
PTPRC_15466	PTPRC	2
ADAM9_22890	ADAM9	12
NTRK3_12898	NTRK3	17
HMCN1_52564	HMCN1	30
CFL1_3065	CFL1	19
ABCG2_24810	ABCG2	14
VNN1_23267	VNN1	7
CPNE7_35652	CPNE7	33
PI4KB_14003	PI4KB	6
ABL2_73	ABL2	30
NDUFC2-KCTD14_76140	NDUFC2-KCTD14	5
DPH2_4990	DPH2	13
SRPK2_18227	SRPK2	6
FAM151B_63963	FAM151B	11
CIR1_25157	CIR1	23
PPFIBP2_22092	PPFIBP2	27
CLSPN_47226	CLSPN	10
ELF5_5520	ELF5	6
FAN1_31202	FAN1	16
GPHB5_58552	GPHB5	12
BST2_1898	BST2	16
SCFD2_62691	SCFD2	31
CHRNE_3263	CHRNE	14
MAPK15_66098	MAPK15	6
CYC1_4317	CYC1	1
UFC1_38902	UFC1	2
MTFP1_38981	MTFP1	1
PPP1R14B_35038	PPP1R14B	6
RABGEF1_36076	RABGEF1	2
CAPZA3_56592	CAPZA3	13
OR5P2_58210	OR5P2	2
DMRTC1_47209	DMRTC1	11
USP53_40161	USP53	10
ARRDC2_35581	ARRDC2	9
LOC102724862_76428	LOC102724862	8
SQRDL_46516	SQRDL	14
TRANK1_26289	TRANK1	35
OGDHL_43256	OGDHL	10
ARHGAP8_33567	ARHGAP8	13
GOLGA8A_31466	GOLGA8A	6
ZNF335_47151	ZNF335	12
KIAA1462_46004	KIAA1462	4
CLEC3B_19355	CLEC3B	20
SCHIP1_36943	SCHIP1	21
CETN2_3054	CETN2	23
C10orf54_47414	C10orf54	8
NSD1_47627	NSD1	9
PLEC_14146	PLEC	24
DAPK1_4516	DAPK1	41
C15orf39_44534	C15orf39	8
NCAPH_32688	NCAPH	7
ANK3_804	ANK3	8
OR51V1_67203	OR51V1	16
HIST2H2AA3_21645	HIST2H2AA3	5
MCM4_11242	MCM4	4
KRT1_10307	KRT1	13
AFAP1_46827	AFAP1	9
FERD3L_66071	FERD3L	13
PRPH2_15971	PRPH2	26
FSCN1_17855	FSCN1	9
MRPL52_58511	MRPL52	4
CLVS1_63065	CLVS1	17
ANKEF1_47155	ANKEF1	16
TENM2_45481	TENM2	24
PARD6G_53798	PARD6G	5
FAM98C_61919	FAM98C	13
PFKFB4_13751	PFKFB4	10
NCS1_32746	NCS1	18
DEFB130_66183	DEFB130	7
MCM3AP_23310	MCM3AP	11
GRXCR2_73754	GRXCR2	12
TNRC6C_46230	TNRC6C	16
MTCH1_33584	MTCH1	9
S1PR2_24417	S1PR2	31
GPR132_36824	GPR132	23
LRRC1_42005	LRRC1	20
SLC35E4_68995	SLC35E4	4
SMEK2_45318	SMEK2	11
ALOX15B_682	ALOX15B	8
RAD51AP2_74935	RAD51AP2	7
TMPRSS9_70213	TMPRSS9	6
SF3B6_39198	SF3B6	17
CREBBP_3865	CREBBP	14
BRD7_36534	BRD7	7
C10orf62_72754	C10orf62	37
TSGA10_51233	TSGA10	31
ZNF222_20643	ZNF222	18
SPRR1B_18102	SPRR1B	6
PLA2G5_14084	PLA2G5	10
ETS1_5838	ETS1	18
ARPC1A_28457	ARPC1A	19
NLRP2_42932	NLRP2	17
USP11_21454	USP11	22
DPYSL3_5019	DPYSL3	13
FITM2_59556	FITM2	7
MDM1_44474	MDM1	12
LHX3_21188	LHX3	109
DSCC1_48867	DSCC1	6
POLE3_39785	POLE3	18
NPTX2_12813	NPTX2	10
PYGO2_55615	PYGO2	3
DPY19L1_32489	DPY19L1	4
1-Mar_41333	1-Mar	15
AOAH_858	AOAH	9
NKX2-6_60503	NKX2-6	2
LOC388436_71029	LOC388436	28
TNPO3_33083	TNPO3	6
TUBGCP5_57206	TUBGCP5	2
CEP85L_70730	CEP85L	5
NUP35_59688	NUP35	18
KLHL33_58592	KLHL33	31
CYP2S1_36618	CYP2S1	23
ZNF235_24438	ZNF235	1
COX7A2_3731	COX7A2	6
CHAC1_48927	CHAC1	21
LYZ_10912	LYZ	24
HOXC9_8732	HOXC9	15
NT5DC2_48278	NT5DC2	24
GDI2_7046	GDI2	3
ZNF518B_54994	ZNF518B	23
DLEU7_65564	DLEU7	5
PIP5K1A_21818	PIP5K1A	12
RIN1_25355	RIN1	6
COL2A1_3556	COL2A1	19
GNMT_35817	GNMT	26
POTEH_33575	POTEH	15
HARBI1_67290	HARBI1	14
ENO4_70820	ENO4	9
NPDC1_44328	NPDC1	16
LOC100132146_75423	LOC100132146	6
GPI_7473	GPI	4
MAGEC3_60654	MAGEC3	32
DENND5A_32258	DENND5A	20
LIM2_10655	LIM2	31
GTF3C6_56809	GTF3C6	14
PRDM2_20926	PRDM2	8
MTOR_6584	MTOR	14
TGS1_56772	TGS1	26
MOCS3_35991	MOCS3	1
SAMD4A_31527	SAMD4A	10
NRG4_61512	NRG4	4
RILPL1_70049	RILPL1	7
LCE3A_70090	LCE3A	7
RNF135_53338	RNF135	17
C16orf93_55640	C16orf93	11
IL33_55663	IL33	25
LTBR_10856	LTBR	10
TCEB3_18809	TCEB3	17
MRC2_26367	MRC2	28
ZBP1_51485	ZBP1	29
BIRC6_45473	BIRC6	5
ZNF44_39351	ZNF44	10
NMUR2_44591	NMUR2	28
HLA-DRA_8434	HLA-DRA	5
ORC2_13097	ORC2	34
PSMD3_15246	PSMD3	2
H1F0_8083	H1F0	6
MUC12_26906	MUC12	9
SHISA2_70903	SHISA2	22
MLXIP_31086	MLXIP	4
ANKHD1-EIF4EBP3_72690	ANKHD1-EIF4EBP3	21
VWF_20205	VWF	28
COA1_43225	COA1	4
FNDC4_48133	FNDC4	27
MCMDC2_63061	MCMDC2	16
PPP1R15A_33405	PPP1R15A	9
OR1D5_21797	OR1D5	23
RNF31_41486	RNF31	23
SLIT1_17720	SLIT1	10
OR2T29_69553	OR2T29	9
ESYT2_45608	ESYT2	21
PIGL_24981	PIGL	42
KLHL38_69155	KLHL38	7
WDR66_61326	WDR66	37
ZBTB26_46208	ZBTB26	10
DLX5_4838	DLX5	27
SIRT7_39001	SIRT7	3
ZSCAN18_48538	ZSCAN18	21
CACTIN_46631	CACTIN	7
TNFSF15_26587	TNFSF15	30
CLASP1_32486	CLASP1	34
ZDHHC23_66524	ZDHHC23	1
KIR3DL3_57528	KIR3DL3	18
MCMBP_50281	MCMBP	17
TPH2_58362	TPH2	10
FOXN1_21995	FOXN1	6
PTCH1_15310	PTCH1	10
NBEAL1_48389	NBEAL1	6
ZNF79_20610	ZNF79	14
ZBTB2_46050	ZBTB2	19
PRRC2A_21070	PRRC2A	6
ZSWIM6_46220	ZSWIM6	15
MALL_20998	MALL	10
TMEM86B_66549	TMEM86B	17
ST8SIA1_17368	ST8SIA1	14
C15orf43_61457	C15orf43	2
PSEN2_15098	PSEN2	24
PRR4_30660	PRR4	22
ZNF28_20536	ZNF28	17
NDUFA12_43792	NDUFA12	20
LOC645382_74004	LOC645382	8
NIPAL3_45234	NIPAL3	8
DDX1_4635	DDX1	12
CLIC3_23609	CLIC3	13
OARD1_65798	OARD1	20
HCFC1R1_41229	HCFC1R1	3
C19orf43_48675	C19orf43	13
RND3_1118	RND3	31
HUWE1_26917	HUWE1	13
AKR7A2_22370	AKR7A2	9
SLC35D1_31946	SLC35D1	26
MGAT2_11429	MGAT2	77
C14orf119_41337	C14orf119	31
CD1D_2542	CD1D	8
TMEM126A_53182	TMEM126A	7
MRPL47_45072	MRPL47	16
KCNJ5_10042	KCNJ5	20
ANAPC10_27936	ANAPC10	17
PAIP2B_72319	PAIP2B	35
KIAA1958_63167	KIAA1958	40
PPP2R5C_14649	PPP2R5C	32
TARP_73305	TARP	10
CLCA2_25431	CLCA2	22
KLRC4-KLRK1_76087	KLRC4-KLRK1	21
TTC4_19692	TTC4	1
FAM160A2_52827	FAM160A2	13
ZNF804B_65323	ZNF804B	10
ATP7B_1499	ATP7B	5
ESRP1_40746	ESRP1	25
FOXC2_6410	FOXC2	22
CRHR2_3896	CRHR2	33
FECH_6202	FECH	12
COQ5_53310	COQ5	7
OSBPL1A_57294	OSBPL1A	9
TNFSF4_19762	TNFSF4	26
SMIM4_73038	SMIM4	14
CD300C_29381	CD300C	16
TMED5_37480	TMED5	21
ZNF600_63575	ZNF600	24
C11orf1_48022	C11orf1	4
DDX31_48083	DDX31	2
SRPR_18230	SRPR	17
CEP152_31409	CEP152	21
GPR32_7596	GPR32	9
LOC101928436_76368	LOC101928436	11
NDUFA5_12283	NDUFA5	6
MAP2K5_14934	MAP2K5	30
MSL3_29617	MSL3	13
NETO2_51927	NETO2	14
ZDHHC6_47789	ZDHHC6	38
MLH1_11527	MLH1	3
CPSF3_39307	CPSF3	1
MTRNR2L3_75783	MTRNR2L3	9
RCE1_26645	RCE1	38
CNOT8_24527	CNOT8	20
EMID1_59668	EMID1	16
DGKB_4496	DGKB	58
ZCCHC10_40659	ZCCHC10	2
GJB3_7170	GJB3	9
DDA1_48712	DDA1	36
AOC1_70	AOC1	2
ZSCAN9_20796	ZSCAN9	5
ME1_11297	ME1	20
STX1B_56851	STX1B	23
GPR85_39846	GPR85	14
SLC46A2_46484	SLC46A2	13
DLG1_4803	DLG1	18
GIPC1_29082	GIPC1	8
ZFR_39255	ZFR	12
ERCC6_5771	ERCC6	28
CTAGE1_47894	CTAGE1	8
BEST4_67061	BEST4	9
TMOD3_36594	TMOD3	15
FBXO11_50895	FBXO11	4
NDRG2_45469	NDRG2	12
SOX15_18002	SOX15	4
NOL10_50448	NOL10	1
ATAD1_54405	ATAD1	20
SEMA4A_47539	SEMA4A	3
PLG_14149	PLG	7
DDX18_23301	DDX18	2
CGB1_57123	CGB1	11
DLGAP1_24246	DLGAP1	4
SPNS2_58882	SPNS2	13
GSS_7869	GSS	31
MOCOS_41384	MOCOS	19
COG1_24678	COG1	20
AKAP5_25003	AKAP5	16
TNFRSF12A_38525	TNFRSF12A	8
PCDHGB2_43899	PCDHGB2	12
VPS72_18875	VPS72	4
B3GNTL1_61634	B3GNTL1	13
C19orf66_42377	C19orf66	1
TTC25_52188	TTC25	17
IRF2BP1_34647	IRF2BP1	5
DLL1_36187	DLL1	33
WDR11_43134	WDR11	15
LRRC52_72995	LRRC52	20
NCL_12256	NCL	2
ZNF93_52057	ZNF93	5
PLB1_62436	PLB1	13
NRAP_12833	NRAP	7
PPP3R1_14677	PPP3R1	39
DEXI_36205	DEXI	9
STXBP2_18458	STXBP2	24
MT1G_11821	MT1G	19
RCCD1_55843	RCCD1	20
SGPP2_59801	SGPP2	6
IL1RL2_23048	IL1RL2	5
CRYGB_3976	CRYGB	56
FOXP2_56621	FOXP2	39
WBP2_33168	WBP2	16
TMEM88B_73880	TMEM88B	32
KPNA4_10283	KPNA4	3
TM2D1_52703	TM2D1	10
ANKRD39_38218	ANKRD39	11
CRYGD_3984	CRYGD	25
TTC19_40948	TTC19	20
NDNF_49425	NDNF	13
DPCR1_60367	DPCR1	6
TRIML1_69065	TRIML1	7
MASTL_54516	MASTL	14
AP1S3_59793	AP1S3	5
HDAC11_50255	HDAC11	11
LENG1_49051	LENG1	27
CALML5_39503	CALML5	13
ZMYND10_38599	ZMYND10	4
LRRC26_71498	LRRC26	29
FBXW11_32357	FBXW11	28
ERBB2IP_43727	ERBB2IP	19
RPL3L_16301	RPL3L	5
CC2D2B_70816	CC2D2B	14
SMUG1_33224	SMUG1	19
NPAT_12765	NPAT	43
CRYGS_3986	CRYGS	3
EHMT2_29546	EHMT2	4
MLLT11_29688	MLLT11	3
RSRC2_48431	RSRC2	7
PSTK_58065	PSTK	8
MRAP_44143	MRAP	28
HIST1H1C_8085	HIST1H1C	11
SCGB1C2_74323	SCGB1C2	13
LRRC10_70572	LRRC10	4
DDOST_4625	DDOST	5
HMCN2_66724	HMCN2	14
COG3_52219	COG3	15
NEU1_12464	NEU1	19
STK16_22379	STK16	3
BLOC1S1_6995	BLOC1S1	21
LONRF1_55962	LONRF1	13
GAGE10_76418	GAGE10	24
MRPS21_39970	MRPS21	15
KBTBD13_71810	KBTBD13	19
GDA_25367	GDA	24
ZNF341_54437	ZNF341	6
FXR1_21274	FXR1	21
ZAN_20220	ZAN	31
LRP3_10794	LRP3	12
YLPM1_44150	YLPM1	11
TPSAB1_19528	TPSAB1	24
EOGT_68067	EOGT	16
NDRG1_27952	NDRG1	13
CNOT6_45556	CNOT6	30
ZMYM6_24176	ZMYM6	15
PEX5L_39021	PEX5L	3
ATP8B2_45267	ATP8B2	4
UFL1_32621	UFL1	11
TOR4A_40812	TOR4A	28
ESRP2_50570	ESRP2	6
CHRNB4_3255	CHRNB4	21
