sgRNA	Gene	Clip2_7_E8_control_BC22_IGO_09496_14_S14
TFB1M_37825	TFB1M	0
RDH11_37838	RDH11	0
SUV420H1_37843	SUV420H1	0
MRPS2_37861	MRPS2	0
MRPS2_37862	MRPS2	0
UTP11L_37865	UTP11L	0
UTP11L_37866	UTP11L	0
SBDS_37868	SBDS	0
RPL26L1_37873	RPL26L1	0
RPL26L1_37874	RPL26L1	0
NAA20_37892	NAA20	0
NAA20_37894	NAA20	0
COPS4_37935	COPS4	0
COPS4_37936	COPS4	0
COPS4_37937	COPS4	0
CHCHD2_37943	CHCHD2	0
HSD17B12_37951	HSD17B12	0
HSD17B12_37952	HSD17B12	0
HSD17B12_37954	HSD17B12	0
C5orf45_37970	C5orf45	0
MRTO4_37979	MRTO4	0
MRTO4_37980	MRTO4	0
MRTO4_37981	MRTO4	0
MRTO4_37982	MRTO4	0
VPS28_37995	VPS28	0
VPS28_37998	VPS28	0
DBR1_38007	DBR1	0
DBR1_38008	DBR1	0
DBR1_38010	DBR1	0
CYB5R4_38020	CYB5R4	0
TUBD1_38041	TUBD1	0
TUBE1_38046	TUBE1	0
GPN3_38069	GPN3	0
WBP5_38076	WBP5	0
RSL24D1_38081	RSL24D1	0
RSL24D1_38082	RSL24D1	0
SS18L2_38085	SS18L2	0
IPO11_38099	IPO11	0
IPO11_38100	IPO11	0
IPO11_38101	IPO11	0
IPO11_38102	IPO11	0
DDX47_38124	DDX47	0
DDX47_38125	DDX47	0
DDX47_38126	DDX47	0
TACO1_38133	TACO1	0
GLRX5_38161	GLRX5	0
GLRX5_38162	GLRX5	0
VRK3_38191	VRK3	0
COX16_38219	COX16	0
CCDC174_38226	CCDC174	0
TMEM69_38241	TMEM69	0
MRPL37_38255	MRPL37	0
MRPL37_38256	MRPL37	0
MRPL37_38258	MRPL37	0
MRPL51_38272	MRPL51	0
MRPL51_38274	MRPL51	0
MRPL30_38286	MRPL30	0
MRPL27_38288	MRPL27	0
MRPL27_38290	MRPL27	0
RASL12_38360	RASL12	0
CEND1_38366	CEND1	0
ERGIC2_38377	ERGIC2	0
TIMMDC1_38415	TIMMDC1	0
REEP2_38447	REEP2	0
ARMCX1_38452	ARMCX1	0
SLC25A37_38464	SLC25A37	0
MRPL35_38487	MRPL35	0
MRPL35_38490	MRPL35	0
ARL17A_38512	ARL17A	0
ZNF771_38534	ZNF771	0
DACT1_38552	DACT1	0
CRNKL1_38555	CRNKL1	0
CRNKL1_38556	CRNKL1	0
CRNKL1_38558	CRNKL1	0
MBTPS2_38583	MBTPS2	0
MBTPS2_38585	MBTPS2	0
ZMYND10_38599	ZMYND10	0
POP5_38611	POP5	0
POP5_38614	POP5	0
POMP_38621	POMP	0
TMA7_38623	TMA7	0
UCHL5_38640	UCHL5	0
CRLF3_38648	CRLF3	0
ATP6V1D_38655	ATP6V1D	0
ATP6V1D_38657	ATP6V1D	0
ZNF589_38663	ZNF589	0
NIP7_38671	NIP7	0
NIP7_38672	NIP7	0
NIP7_38674	NIP7	0
TRAPPC4_38696	TRAPPC4	0
TRAPPC4_38697	TRAPPC4	0
NOL7_38703	NOL7	0
NOL7_38705	NOL7	0
BIN2_38713	BIN2	0
ANAPC5_38747	ANAPC5	0
ANAPC5_38748	ANAPC5	0
LCMT1_38795	LCMT1	0
LCMT1_38796	LCMT1	0
REV1_38803	REV1	0
SFMBT1_38814	SFMBT1	0
GPR89B_38815	GPR89B	0
GPR89B_38817	GPR89B	0
HSD17B7_38849	HSD17B7	0
VCX2_38856	VCX2	0
VCX3A_38862	VCX3A	0
C9orf114_38863	C9orf114	0
C9orf114_38864	C9orf114	0
C9orf114_38865	C9orf114	0
NOP16_38869	NOP16	0
NOP16_38870	NOP16	0
RTCB_38871	RTCB	0
CTDSPL2_38878	CTDSPL2	0
NELFCD_38880	NELFCD	0
NELFCD_38881	NELFCD	0
NELFCD_38882	NELFCD	0
TRIAP1_38883	TRIAP1	0
TRIAP1_38886	TRIAP1	0
CWC15_38891	CWC15	0
TRMT112_38895	TRMT112	0
TRMT112_38897	TRMT112	0
UFC1_38899	UFC1	0
RTFDC1_38903	RTFDC1	0
RTFDC1_38906	RTFDC1	0
GTSE1_38913	GTSE1	0
DTL_38919	DTL	0
DTL_38922	DTL	0
NCKIPSD_38925	NCKIPSD	0
LARS_38927	LARS	0
LARS_38928	LARS	0
LARS_38929	LARS	0
LARS_38930	LARS	0
ANAPC11_38955	ANAPC11	0
ANAPC11_38957	ANAPC11	0
ANAPC11_38958	ANAPC11	0
MTFP1_38979	MTFP1	0
ZNF581_38996	ZNF581	0
ZNF581_38997	ZNF581	0
CINP_39010	CINP	0
NT5DC3_39030	NT5DC3	0
FAM49B_39062	FAM49B	0
GDE1_39063	GDE1	0
LARP7_39067	LARP7	0
ESF1_39074	ESF1	0
PCF11_39080	PCF11	0
SRRT_39098	SRRT	0
NBAS_39099	NBAS	0
NBAS_39100	NBAS	0
NBAS_39102	NBAS	0
NOP58_39115	NOP58	0
NOP58_39116	NOP58	0
NOP58_39117	NOP58	0
NOP58_39118	NOP58	0
TRMT6_39128	TRMT6	0
GET4_39136	GET4	0
GET4_39137	GET4	0
DPH5_39142	DPH5	0
RBMX2_39186	RBMX2	0
MRPL48_39201	MRPL48	0
MRPL48_39202	MRPL48	0
PPIL1_39209	PPIL1	0
FAM96B_39215	FAM96B	0
FAM96B_39216	FAM96B	0
FAM96B_39217	FAM96B	0
MRPS23_39219	MRPS23	0
MRPS23_39222	MRPS23	0
GINS2_39243	GINS2	0
GINS2_39246	GINS2	0
LSM7_39302	LSM7	0
LSM8_39304	LSM8	0
CPSF3_39307	CPSF3	0
CPSF3_39308	CPSF3	0
CPSF3_39310	CPSF3	0
SELT_39357	SELT	0
DNAJB11_39376	DNAJB11	0
CMPK1_39379	CMPK1	0
POLR3K_39386	POLR3K	0
WBP11_39390	WBP11	0
LUC7L3_39420	LUC7L3	0
LUC7L3_39422	LUC7L3	0
RTEL1_39423	RTEL1	0
RTEL1_39425	RTEL1	0
CDK12_39441	CDK12	0
C9orf78_39444	C9orf78	0
TM7SF3_39472	TM7SF3	0
MYOZ2_39484	MYOZ2	0
PHAX_39511	PHAX	0
PHAX_39512	PHAX	0
TM6SF1_39557	TM6SF1	0
ZFYVE1_39564	ZFYVE1	0
STX18_39592	STX18	0
STX18_39594	STX18	0
MBD3_39595	MBD3	0
PRKAG3_39610	PRKAG3	0
FXYD4_39632	FXYD4	0
PPIL3_39702	PPIL3	0
CPSF2_39719	CPSF2	0
CPSF2_39720	CPSF2	0
PCBP3_39738	PCBP3	0
SMIM11_39750	SMIM11	0
MIS18A_39752	MIS18A	0
MRPL39_39795	MRPL39	0
CYCS_39811	CYCS	0
CYCS_39812	CYCS	0
KCNK10_39821	KCNK10	0
ANLN_39941	ANLN	0
TAF7L_39961	TAF7L	0
PRR13_39964	PRR13	0
MRPS21_39968	MRPS21	0
NLE1_40023	NLE1	0
NLE1_40024	NLE1	0
NLE1_40025	NLE1	0
NLE1_40026	NLE1	0
UGT2B28_40051	UGT2B28	0
UGT2B28_40053	UGT2B28	0
EXOSC4_40119	EXOSC4	0
EXOSC4_40122	EXOSC4	0
MTRF1L_40130	MTRF1L	0
PUS7_40134	PUS7	0
APBB1IP_40137	APBB1IP	0
CCHCR1_40170	CCHCR1	0
NDUFB11_40184	NDUFB11	0
MTMR12_40209	MTMR12	0
DDX49_40236	DDX49	0
DDX49_40238	DDX49	0
ING3_40241	ING3	0
GNB1L_40285	GNB1L	0
GNB1L_40286	GNB1L	0
UGT1A9_40305	UGT1A9	0
DDX56_40311	DDX56	0
DDX56_40312	DDX56	0
INO80_40315	INO80	0
INO80_40316	INO80	0
INO80_40318	INO80	0
PAF1_40336	PAF1	0
TBC1D13_40368	TBC1D13	0
WDR74_40372	WDR74	0
WDR74_40373	WDR74	0
WDR74_40374	WDR74	0
TMEM106B_40376	TMEM106B	0
ZNHIT6_40400	ZNHIT6	0
MANSC1_40410	MANSC1	0
RRN3_40411	RRN3	0
RRN3_40413	RRN3	0
RRN3_40414	RRN3	0
GPN2_40419	GPN2	0
GPN2_40420	GPN2	0
GPN2_40421	GPN2	0
GPN2_40422	GPN2	0
5-Mar_40426	5-Mar	0
NUTM2F_40495	NUTM2F	0
NUTM2F_40498	NUTM2F	0
NSMCE4A_40557	NSMCE4A	0
HAUS6_40603	HAUS6	0
TRIT1_40607	TRIT1	0
TRIT1_40609	TRIT1	0
GATAD2A_40653	GATAD2A	0
ZCCHC10_40659	ZCCHC10	0
CDHR2_40680	CDHR2	0
ANKRD49_40764	ANKRD49	0
ANKRD49_40765	ANKRD49	0
ANKRD49_40766	ANKRD49	0
WDR55_40771	WDR55	0
WDR55_40772	WDR55	0
WDR55_40773	WDR55	0
ELP6_40797	ELP6	0
QRICH1_40837	QRICH1	0
TEX10_40875	TEX10	0
ALKBH5_40907	ALKBH5	0
ALKBH5_40908	ALKBH5	0
ALKBH5_40909	ALKBH5	0
ALKBH5_40910	ALKBH5	0
NCAPG2_40915	NCAPG2	0
NCAPG2_40916	NCAPG2	0
MKS1_40953	MKS1	0
SPDL1_40967	SPDL1	0
SPDL1_40968	SPDL1	0
SPDL1_40969	SPDL1	0
SPDL1_40970	SPDL1	0
RPP25_40977	RPP25	0
CHTF8_41004	CHTF8	0
CHCHD3_41019	CHCHD3	0
CHCHD3_41020	CHCHD3	0
HAUS4_41031	HAUS4	0
HAUS4_41033	HAUS4	0
TRMT10C_41036	TRMT10C	0
TRMT10C_41037	TRMT10C	0
KANSL2_41050	KANSL2	0
SARS2_41063	SARS2	0
SARS2_41064	SARS2	0
SARS2_41066	SARS2	0
MRPL16_41095	MRPL16	0
MRPL16_41096	MRPL16	0
MRPL16_41097	MRPL16	0
TRNAU1AP_41108	TRNAU1AP	0
C1orf27_41112	C1orf27	0
FAM120C_41117	FAM120C	0
C1orf109_41119	C1orf109	0
C1orf109_41122	C1orf109	0
TXNL4B_41128	TXNL4B	0
TXNL4B_41130	TXNL4B	0
GEMIN8_41141	GEMIN8	0
TIPIN_41147	TIPIN	0
TIPIN_41148	TIPIN	0
TIPIN_41150	TIPIN	0
BANP_41179	BANP	0
BANP_41181	BANP	0
BANP_41182	BANP	0
CPSF3L_41188	CPSF3L	0
THG1L_41192	THG1L	0
THG1L_41193	THG1L	0
THG1L_41194	THG1L	0
OXSM_41260	OXSM	0
OXSM_41261	OXSM	0
AURKAIP1_41274	AURKAIP1	0
TMCO3_41280	TMCO3	0
PAK1IP1_41283	PAK1IP1	0
PAK1IP1_41284	PAK1IP1	0
PAK1IP1_41285	PAK1IP1	0
PAK1IP1_41286	PAK1IP1	0
RMND1_41291	RMND1	0
RMND1_41294	RMND1	0
PHIP_41348	PHIP	0
NOL8_41387	NOL8	0
NOL8_41389	NOL8	0
NOL8_41390	NOL8	0
PTCD3_41397	PTCD3	0
MRPL20_41427	MRPL20	0
MRPL20_41428	MRPL20	0
MRPL20_41429	MRPL20	0
ZWILCH_41435	ZWILCH	0
ZWILCH_41436	ZWILCH	0
GPATCH1_41550	GPATCH1	0
WDR70_41561	WDR70	0
RALGPS2_41574	RALGPS2	0
AGGF1_41591	AGGF1	0
MAGOHB_41597	MAGOHB	0
PRPF38B_41628	PRPF38B	0
PRPF38B_41629	PRPF38B	0
PRPF38B_41630	PRPF38B	0
FANCL_41632	FANCL	0
FANCL_41634	FANCL	0
AKIRIN2_41635	AKIRIN2	0
CEP192_41643	CEP192	0
TRIM68_41653	TRIM68	0
RBM28_41664	RBM28	0
WRAP53_41675	WRAP53	0
WRAP53_41676	WRAP53	0
FAM90A1_41686	FAM90A1	0
ELP3_41691	ELP3	0
ELP3_41692	ELP3	0
ELP3_41693	ELP3	0
MTPAP_41723	MTPAP	0
MTPAP_41725	MTPAP	0
MTPAP_41726	MTPAP	0
SDAD1_41739	SDAD1	0
SDAD1_41740	SDAD1	0
SDAD1_41741	SDAD1	0
SDAD1_41742	SDAD1	0
MSTO1_41743	MSTO1	0
MSTO1_41744	MSTO1	0
MSTO1_41745	MSTO1	0
DARS2_41751	DARS2	0
DARS2_41752	DARS2	0
DARS2_41753	DARS2	0
RFWD3_41755	RFWD3	0
RFWD3_41757	RFWD3	0
SHQ1_41771	SHQ1	0
SHQ1_41774	SHQ1	0
MRPS18A_41787	MRPS18A	0
MRPS10_41805	MRPS10	0
INTS10_41808	INTS10	0
INTS10_41809	INTS10	0
RIF1_41844	RIF1	0
RIF1_41845	RIF1	0
SLC25A36_41852	SLC25A36	0
SLC25A36_41853	SLC25A36	0
VPS13D_41855	VPS13D	0
EVA1B_41881	EVA1B	0
FAM86C1_41899	FAM86C1	0
PLEKHG6_41905	PLEKHG6	0
SBNO1_41923	SBNO1	0
SBNO1_41925	SBNO1	0
SBNO1_41926	SBNO1	0
FANCI_41959	FANCI	0
FANCI_41961	FANCI	0
FANCI_41962	FANCI	0
C11orf57_41963	C11orf57	0
RAVER2_41996	RAVER2	0
NAT10_41999	NAT10	0
NAT10_42001	NAT10	0
SMU1_42028	SMU1	0
SMU1_42029	SMU1	0
SMU1_42030	SMU1	0
UBA6_42033	UBA6	0
VRTN_42037	VRTN	0
ELP2_42080	ELP2	0
ELP2_42081	ELP2	0
PRR34_42131	PRR34	0
IMP3_42147	IMP3	0
IMP3_42148	IMP3	0
IMP3_42150	IMP3	0
BRF2_42219	BRF2	0
BRF2_42220	BRF2	0
BRF2_42222	BRF2	0
PPP6R3_42223	PPP6R3	0
PPP6R3_42224	PPP6R3	0
PPP6R3_42225	PPP6R3	0
BRIX1_42251	BRIX1	0
BRIX1_42252	BRIX1	0
BRIX1_42254	BRIX1	0
DDX19A_42273	DDX19A	0
LIN7C_42336	LIN7C	0
SLC39A9_42365	SLC39A9	0
WDR33_42380	WDR33	0
LSG1_42387	LSG1	0
LSG1_42389	LSG1	0
HJURP_42435	HJURP	0
PI4K2A_42452	PI4K2A	0
MCM10_42488	MCM10	0
STRADB_42517	STRADB	0
CSGALNACT2_42524	CSGALNACT2	0
PARL_42536	PARL	0
H2AFY2_42565	H2AFY2	0
IL17RB_42637	IL17RB	0
ZNF821_42673	ZNF821	0
GALNT10_42681	GALNT10	0
FOXRED1_42688	FOXRED1	0
FOXRED1_42690	FOXRED1	0
VEZT_42733	VEZT	0
OTUB1_42787	OTUB1	0
TASP1_42811	TASP1	0
DOCK10_42818	DOCK10	0
TTC27_42827	TTC27	0
TTC27_42829	TTC27	0
TTC27_42830	TTC27	0
THUMPD1_42831	THUMPD1	0
ZDHHC7_42842	ZDHHC7	0
ZNF407_42851	ZNF407	0
OSGEP_42899	OSGEP	0
OSGEP_42900	OSGEP	0
LYAR_42905	LYAR	0
NHP2_42915	NHP2	0
INTS8_42935	INTS8	0
ZNF692_42942	ZNF692	0
PRPF40A_42953	PRPF40A	0
DDX27_42955	DDX27	0
DDX27_42957	DDX27	0
NPLOC4_42975	NPLOC4	0
NPLOC4_42978	NPLOC4	0
DENND4C_42980	DENND4C	0
SMEK1_42996	SMEK1	0
SMEK1_42998	SMEK1	0
IWS1_43005	IWS1	0
KANSL3_43020	KANSL3	0
YEATS2_43037	YEATS2	0
RBM22_43059	RBM22	0
RBM22_43061	RBM22	0
IARS2_43071	IARS2	0
IARS2_43072	IARS2	0
IARS2_43073	IARS2	0
CCDC94_43083	CCDC94	0
POLR3B_43088	POLR3B	0
POLR3B_43089	POLR3B	0
FAM178A_43141	FAM178A	0
TSR1_43144	TSR1	0
TSR1_43146	TSR1	0
DNAJC11_43191	DNAJC11	0
DNAJC11_43192	DNAJC11	0
DNAJC11_43193	DNAJC11	0
DNAJC11_43194	DNAJC11	0
VPS35_43198	VPS35	0
NUP133_43232	NUP133	0
AGK_43243	AGK	0
INTS9_43267	INTS9	0
INTS9_43268	INTS9	0
INTS9_43269	INTS9	0
WDR12_43282	WDR12	0
TTC17_43289	TTC17	0
NGLY1_43314	NGLY1	0
EXOC2_43322	EXOC2	0
DDX28_43399	DDX28	0
DDX28_43400	DDX28	0
PCID2_43404	PCID2	0
PCID2_43405	PCID2	0
FOXJ2_43453	FOXJ2	0
UTP6_43464	UTP6	0
UTP6_43465	UTP6	0
UTP6_43466	UTP6	0
DOK5_43478	DOK5	0
VPS11_43494	VPS11	0
PAG1_43497	PAG1	0
CENPN_43535	CENPN	0
CENPN_43536	CENPN	0
PPP2R2D_43551	PPP2R2D	0
BRK1_43558	BRK1	0
USE1_43571	USE1	0
USE1_43573	USE1	0
ACTR10_43606	ACTR10	0
CBWD1_43631	CBWD1	0
CBWD1_43633	CBWD1	0
WSB2_43647	WSB2	0
WSB2_43648	WSB2	0
WSB2_43650	WSB2	0
UNC45A_43684	UNC45A	0
DMAP1_43755	DMAP1	0
NSFL1C_43798	NSFL1C	0
ALG1_43862	ALG1	0
UBFD1_43865	UBFD1	0
PCDHGA7_43919	PCDHGA7	0
PCDHB10_43969	PCDHB10	0
PCDHB4_43990	PCDHB4	0
PCDHB3_43991	PCDHB3	0
NDNL2_44079	NDNL2	0
NDNL2_44081	NDNL2	0
NDNL2_44082	NDNL2	0
CRTAM_44154	CRTAM	0
RNF20_44156	RNF20	0
CTNNBL1_44171	CTNNBL1	0
C8orf44_44176	C8orf44	0
PRMT8_44237	PRMT8	0
PPAN_44239	PPAN	0
PPAN_44242	PPAN	0
BCCIP_44307	BCCIP	0
BCCIP_44309	BCCIP	0
C10orf2_44324	C10orf2	0
POLE4_44334	POLE4	0
TRIM39_44339	TRIM39	0
C21orf59_44388	C21orf59	0
C21orf59_44389	C21orf59	0
EMC7_44442	EMC7	0
KCMF1_44464	KCMF1	0
KCMF1_44465	KCMF1	0
MDM1_44471	MDM1	0
WRNIP1_44500	WRNIP1	0
PNO1_44522	PNO1	0
EXOSC5_44563	EXOSC5	0
MEIS3_44574	MEIS3	0
DHX33_44579	DHX33	0
DHX33_44580	DHX33	0
ENY2_44657	ENY2	0
ENY2_44658	ENY2	0
MRPS22_44664	MRPS22	0
SDR39U1_44677	SDR39U1	0
XAB2_44680	XAB2	0
XAB2_44681	XAB2	0
RGMA_44722	RGMA	0
FAM20C_44745	FAM20C	0
PSMG2_44772	PSMG2	0
PSMG2_44773	PSMG2	0
PSMG2_44774	PSMG2	0
ADPRM_44778	ADPRM	0
TOMM22_44797	TOMM22	0
YAE1D1_44830	YAE1D1	0
RARS2_44879	RARS2	0
RARS2_44880	RARS2	0
RARS2_44881	RARS2	0
UTP3_44896	UTP3	0
UTP3_44897	UTP3	0
TRIM49_44952	TRIM49	0
TRIM49_44954	TRIM49	0
TIGAR_44984	TIGAR	0
PDSS2_44999	PDSS2	0
NUP107_45048	NUP107	0
NUP107_45049	NUP107	0
PLXDC1_45055	PLXDC1	0
PLXDC1_45057	PLXDC1	0
LYRM4_45067	LYRM4	0
LYRM4_45069	LYRM4	0
MRPL47_45074	MRPL47	0
ATP13A1_45075	ATP13A1	0
ATP13A1_45076	ATP13A1	0
VARS2_45203	VARS2	0
VARS2_45204	VARS2	0
VARS2_45205	VARS2	0
VARS2_45206	VARS2	0
SEPN1_45251	SEPN1	0
THAP11_45297	THAP11	0
SMAGP_45329	SMAGP	0
SNX14_45331	SNX14	0
CSRP2BP_45345	CSRP2BP	0
JPH3_45371	JPH3	0
AICDA_45389	AICDA	0
SPC25_45420	SPC25	0
SPC25_45421	SPC25	0
SCYL1_45437	SCYL1	0
WDR18_45455	WDR18	0
WDR18_45457	WDR18	0
WDR18_45458	WDR18	0
ISY1_45511	ISY1	0
ISY1_45512	ISY1	0
ISY1_45513	ISY1	0
ISY1_45514	ISY1	0
AARS2_45662	AARS2	0
XPO5_45680	XPO5	0
RPTOR_45714	RPTOR	0
ALPK3_45774	ALPK3	0
MICAL3_45819	MICAL3	0
TRMT5_45876	TRMT5	0
RIC1_45945	RIC1	0
RIC1_45946	RIC1	0
WDFY1_45948	WDFY1	0
HOMEZ_45964	HOMEZ	0
WDR48_45981	WDR48	0
KIAA1462_46006	KIAA1462	0
DIP2B_46008	DIP2B	0
ZNF492_46027	ZNF492	0
EP400_46086	EP400	0
ZSWIM5_46101	ZSWIM5	0
DHX37_46115	DHX37	0
PHF12_46126	PHF12	0
BEND3_46179	BEND3	0
BEND3_46181	BEND3	0
CHD8_46201	CHD8	0
USP37_46244	USP37	0
DDX55_46247	DDX55	0
DDX55_46248	DDX55	0
FANCM_46252	FANCM	0
FANCM_46254	FANCM	0
CPNE5_46260	CPNE5	0
CWC22_46271	CWC22	0
CWC22_46273	CWC22	0
METTL14_46338	METTL14	0
LSM2_46423	LSM2	0
LSM2_46424	LSM2	0
HMHB1_46444	HMHB1	0
TRAPPC1_46548	TRAPPC1	0
TRAPPC1_46550	TRAPPC1	0
RPRD1B_46567	RPRD1B	0
ZNF71_46571	ZNF71	0
MYL7_46599	MYL7	0
OSTC_46620	OSTC	0
OSTC_46621	OSTC	0
OSTC_46622	OSTC	0
CACTIN_46632	CACTIN	0
CACTIN_46634	CACTIN	0
FAM60A_46656	FAM60A	0
FAM60A_46657	FAM60A	0
RBM25_46659	RBM25	0
RBM25_46660	RBM25	0
RBM25_46661	RBM25	0
MYOZ1_46685	MYOZ1	0
IL22RA1_46705	IL22RA1	0
HIVEP3_46726	HIVEP3	0
UBL5_46757	UBL5	0
UBL5_46758	UBL5	0
ZNF350_46805	ZNF350	0
AFAP1_46829	AFAP1	0
EXOC4_46862	EXOC4	0
ELOVL5_46875	ELOVL5	0
ELOVL5_46877	ELOVL5	0
ELOVL5_46878	ELOVL5	0
SAV1_46890	SAV1	0
MRPS35_46897	MRPS35	0
FASTKD5_46918	FASTKD5	0
AASDHPPT_46928	AASDHPPT	0
SPCS3_46955	SPCS3	0
DHX35_46977	DHX35	0
EEFSEC_47003	EEFSEC	0
EEFSEC_47004	EEFSEC	0
CHTF18_47140	CHTF18	0
CHTF18_47142	CHTF18	0
CIDEC_47148	CIDEC	0
ZNF335_47153	ZNF335	0
MRPS14_47169	MRPS14	0
PRDM14_47254	PRDM14	0
CENPK_47379	CENPK	0
CENPK_47382	CENPK	0
RBSN_47464	RBSN	0
RBSN_47466	RBSN	0
NCAPG_47479	NCAPG	0
OSGEPL1_47496	OSGEPL1	0
MMS19_47523	MMS19	0
MMS19_47525	MMS19	0
TFB2M_47536	TFB2M	0
MLST8_47559	MLST8	0
MLST8_47561	MLST8	0
ATL2_47567	ATL2	0
ATL2_47568	ATL2	0
ATL2_47569	ATL2	0
MS4A6A_47571	MS4A6A	0
PAPD5_47591	PAPD5	0
RHBDF1_47605	RHBDF1	0
NOC3L_47611	NOC3L	0
RNF25_47622	RNF25	0
POLR1E_47771	POLR1E	0
POLR1E_47772	POLR1E	0
SUDS3_47777	SUDS3	0
TTC31_47779	TTC31	0
NARFL_47784	NARFL	0
NARFL_47785	NARFL	0
ACTR6_47798	ACTR6	0
MRPS25_47799	MRPS25	0
MRPS25_47800	MRPS25	0
MRPS25_47801	MRPS25	0
MRPS25_47802	MRPS25	0
NOM1_47803	NOM1	0
TSPY2_47846	TSPY2	0
PLA2G2F_47858	PLA2G2F	0
VPS16_47860	VPS16	0
VPS16_47862	VPS16	0
ANAPC1_47884	ANAPC1	0
METTL17_47930	METTL17	0
1-Mar_47966	1-Mar	0
MEAF6_48001	MEAF6	0
MTHFSD_48034	MTHFSD	0
MICAL1_48038	MICAL1	0
GINS3_48058	GINS3	0
CEP85_48079	CEP85	0
DDX31_48086	DDX31	0
GNPNAT1_48145	GNPNAT1	0
GNPNAT1_48146	GNPNAT1	0
TUT1_48172	TUT1	0
TUT1_48174	TUT1	0
DCLRE1B_48195	DCLRE1B	0
DCLRE1B_48196	DCLRE1B	0
MRPL14_48271	MRPL14	0
MRPL14_48272	MRPL14	0
MRPL14_48273	MRPL14	0
MRPL14_48274	MRPL14	0
MRPS24_48288	MRPS24	0
MRPS15_48294	MRPS15	0
MRPS5_48308	MRPS5	0
MRPS5_48309	MRPS5	0
MRPS5_48310	MRPS5	0
MRPL41_48313	MRPL41	0
MRPL41_48314	MRPL41	0
MRPL38_48319	MRPL38	0
MRPL38_48320	MRPL38	0
MRPL38_48321	MRPL38	0
MRPL36_48323	MRPL36	0
MRPL32_48332	MRPL32	0
MRPL11_48338	MRPL11	0
SLC26A6_48351	SLC26A6	0
MRPL44_48395	MRPL44	0
MRPL44_48396	MRPL44	0
NOL6_48403	NOL6	0
NOL6_48405	NOL6	0
UPF3A_48430	UPF3A	0
RSRC2_48433	RSRC2	0
INTS3_48444	INTS3	0
COA7_48488	COA7	0
COA7_48489	COA7	0
UBE2Z_48496	UBE2Z	0
PLEKHA3_48521	PLEKHA3	0
MRPS34_48576	MRPS34	0
MRPS34_48578	MRPS34	0
MRPL57_48627	MRPL57	0
MRPL57_48628	MRPL57	0
MRPL57_48629	MRPL57	0
MRPL57_48630	MRPL57	0
COLEC11_48631	COLEC11	0
C17orf53_48651	C17orf53	0
C17orf53_48652	C17orf53	0
C17orf53_48653	C17orf53	0
AUNIP_48668	AUNIP	0
DBNDD1_48695	DBNDD1	0
DDA1_48713	DDA1	0
DDA1_48714	DDA1	0
CENPM_48724	CENPM	0
CENPM_48725	CENPM	0
CENPM_48726	CENPM	0
SPATA5L1_48756	SPATA5L1	0
SPATA5L1_48757	SPATA5L1	0
C7orf26_48769	C7orf26	0
NABP2_48774	NABP2	0
KXD1_48775	KXD1	0
KXD1_48777	KXD1	0
KXD1_48778	KXD1	0
DDX54_48787	DDX54	0
DDX54_48788	DDX54	0
NOC4L_48808	NOC4L	0
NOC4L_48809	NOC4L	0
NOC4L_48810	NOC4L	0
ALG8_48814	ALG8	0
TRPM8_48817	TRPM8	0
ATG9A_48837	ATG9A	0
METTL16_48842	METTL16	0
CCDC86_48882	CCDC86	0
WDR77_48891	WDR77	0
WDR77_48892	WDR77	0
CHAC1_48928	CHAC1	0
TRIM48_48939	TRIM48	0
TRIM48_48941	TRIM48	0
NDUFAF5_48963	NDUFAF5	0
PHF23_48987	PHF23	0
PHF23_48990	PHF23	0
NOL12_49044	NOL12	0
NOL12_49045	NOL12	0
NOL12_49046	NOL12	0
CENPO_49070	CENPO	0
ZNF343_49081	ZNF343	0
FBXL15_49085	FBXL15	0
HAUS3_49228	HAUS3	0
HAUS3_49229	HAUS3	0
OR52N1_49257	OR52N1	0
OR4F5_49259	OR4F5	0
OR4F5_49261	OR4F5	0
NKAP_49304	NKAP	0
CHPF_49327	CHPF	0
MRPL24_49338	MRPL24	0
CEP97_49358	CEP97	0
TANGO6_49397	TANGO6	0
RNASEH2B_49408	RNASEH2B	0
SNRNP25_49413	SNRNP25	0
EFTUD1_49448	EFTUD1	0
EFTUD1_49449	EFTUD1	0
FAT4_49455	FAT4	0
ARMC7_49468	ARMC7	0
ARMC7_49470	ARMC7	0
TMEM53_49471	TMEM53	0
CHMP6_49487	CHMP6	0
CHMP6_49488	CHMP6	0
EFCAB1_49497	EFCAB1	0
MCPH1_49508	MCPH1	0
RPAP3_49535	RPAP3	0
ICE2_49561	ICE2	0
DHX40_49564	DHX40	0
PARP8_49572	PARP8	0
SMC6_49608	SMC6	0
SMC6_49609	SMC6	0
PRKRIP1_49691	PRKRIP1	0
NOL9_49696	NOL9	0
NOL9_49697	NOL9	0
NOL9_49698	NOL9	0
IPO4_49709	IPO4	0
IGFLR1_49716	IGFLR1	0
TBL1XR1_49733	TBL1XR1	0
NARS2_49781	NARS2	0
TEFM_49797	TEFM	0
SNIP1_49854	SNIP1	0
GEMIN7_49872	GEMIN7	0
GEMIN7_49874	GEMIN7	0
ZNF552_50041	ZNF552	0
ZNF552_50042	ZNF552	0
KDM8_50081	KDM8	0
GEMIN6_50087	GEMIN6	0
GEMIN6_50088	GEMIN6	0
GEMIN6_50089	GEMIN6	0
PEAK1_50092	PEAK1	0
