sgRNA	Gene	DE_GFP_high
UIMC1_39370	UIMC1	664
CD302_26489	CD302	1066
Non-Targeting Control_77302	Non-Targeting Control	2075
ATF4_1306	ATF4	524
MDGA1_67069	MDGA1	2252
Non-Targeting Control_76718	Non-Targeting Control	3804
FXYD6-FXYD2_76168	FXYD6-FXYD2	608
SPG7_18053	SPG7	2264
ZER1_28097	ZER1	794
TGIF2LX_55394	TGIF2LX	1358
PCDHB1_36819	PCDHB1	220
SYCE1_56516	SYCE1	894
C9orf85_60572	C9orf85	2523
TEX9_70304	TEX9	1080
OR2M4_34826	OR2M4	690
CLTA_3428	CLTA	253
DGKD_22202	DGKD	989
CT47A8_74544	CT47A8	1780
RNF26_48951	RNF26	877
ZNF410_46478	ZNF410	608
CCDC186_41528	CCDC186	518
COX7B_3734	COX7B	1367
FAM193A_22409	FAM193A	2066
TSPAN12_33153	TSPAN12	724
CT45A10_76404	CT45A10	1298
RNF220_41842	RNF220	1965
AIFM3_62275	AIFM3	765
LIPN_73805	LIPN	941
SH3KBP1_37045	SH3KBP1	751
TDRD3_51655	TDRD3	462
NPRL2_28770	NPRL2	566
UGT1A1_40361	UGT1A1	495
ARL5C_71851	ARL5C	607
AQP3_1028	AQP3	726
DOLPP1_45191	DOLPP1	1414
PCDHGA11_43910	PCDHGA11	216
RHBDL1_23634	RHBDL1	235
TAL2_18692	TAL2	476
FZD6_21597	FZD6	652
AVL9_31668	AVL9	595
ZFP69_68992	ZFP69	223
NTNG2_53876	NTNG2	1035
HCCS_8225	HCCS	10587
FNDC3B_48030	FNDC3B	1283
Non-Targeting Control_76517	Non-Targeting Control	2943
C11orf1_48019	C11orf1	2413
KIAA2026_63153	KIAA2026	430
TMEM237_48384	TMEM237	885
TRIM26_20748	TRIM26	243
RAB43_68845	RAB43	2152
SMCO2_69306	SMCO2	689
RING1_16153	RING1	581
MAGEA2_11001	MAGEA2	775
CDC42EP3_28631	CDC42EP3	753
DEFB123_66167	DEFB123	843
USP35_45835	USP35	885
SLC25A27_24971	SLC25A27	990
DTYMK_5133	DTYMK	530
HIST1H2AC_21635	HIST1H2AC	1277
ZEB2_26143	ZEB2	422
CAP2_28254	CAP2	230
TMPRSS11B_60089	TMPRSS11B	503
TRPM5_36668	TRPM5	627
CCDC122_63378	CCDC122	1164
DEFA5_4691	DEFA5	878
RASGRP4_57552	RASGRP4	413
ZDHHC11_50128	ZDHHC11	808
GZMM_8077	GZMM	927
OR2T12_59283	OR2T12	1163
OR52W1_58288	OR52W1	2063
RAB44_72397	RAB44	546
Non-Targeting Control_76747	Non-Targeting Control	2459
CLEC12B_70869	CLEC12B	857
TRMT6_39127	TRMT6	91
OR52K1_71544	OR52K1	169
PSD3_32580	PSD3	2019
ANKDD1A_69916	ANKDD1A	167
PRAMEF1_48436	PRAMEF1	2087
DEFB103A_72774	DEFB103A	668
SPATA25_59564	SPATA25	502
SLC5A8_63358	SLC5A8	1370
LPAR4_7568	LPAR4	440
ARHGAP19_54682	ARHGAP19	466
FAM180B_72139	FAM180B	856
CTSV_4267	CTSV	1023
SRRM4_53760	SRRM4	1484
MYO9B_12132	MYO9B	1419
MLF1_11522	MLF1	874
C11orf98_76398	C11orf98	317
FAM3A_46841	FAM3A	622
CT47B1_73769	CT47B1	745
OR2G2_51583	OR2G2	540
ANKRD34A_67942	ANKRD34A	403
OR4N4_67472	OR4N4	107
SERPINB7_22750	SERPINB7	424
NUDT10_64207	NUDT10	922
RNF4_16208	RNF4	317
NKX1-1_40445	NKX1-1	1086
USP40_42016	USP40	848
CLEC2D_36545	CLEC2D	406
PNN_14309	PNN	218
DMRTA1_47219	DMRTA1	1141
ADORA1_372	ADORA1	163
OR6B3_62373	OR6B3	415
ZNF497_63581	ZNF497	929
Non-Targeting Control_76969	Non-Targeting Control	2989
SLC6A17_71143	SLC6A17	440
HTR7_9062	HTR7	207
MTX2_28799	MTX2	577
ATP8B4_50291	ATP8B4	750
CCDC22_36195	CCDC22	809
PLBD2_64424	PLBD2	433
TBL1X_18760	TBL1X	1611
ADHFE1_60516	ADHFE1	896
FLNB_6458	FLNB	2307
MKLN1_11518	MKLN1	1771
GABRB2_6768	GABRB2	567
SYNGR1_24016	SYNGR1	555
SENP3_34717	SENP3	433
ZNF225_20856	ZNF225	1086
C1orf111_67963	C1orf111	167
GAST_6634	GAST	302
CCNI2_73986	CCNI2	847
GPT_7659	GPT	541
Non-Targeting Control_76851	Non-Targeting Control	2957
MACROD2_60950	MACROD2	871
ILDR2_70781	ILDR2	531
USP33_31520	USP33	640
PDE6H_13546	PDE6H	965
Non-Targeting Control_77422	Non-Targeting Control	2158
MYO10_12133	MYO10	990
UBXN1_37608	UBXN1	367
RGS3_16097	RGS3	1274
ZNF823_42643	ZNF823	894
TTC19_40947	TTC19	836
SRXN1_60991	SRXN1	905
ZNF81_69801	ZNF81	963
ZIC2_20446	ZIC2	478
Non-Targeting Control_76945	Non-Targeting Control	1604
Non-Targeting Control_77121	Non-Targeting Control	4333
DMRTB1_47214	DMRTB1	667
SYNGR4_33122	SYNGR4	1629
IFNA16_9242	IFNA16	1040
COX10_3747	COX10	1840
PLP2_14204	PLP2	906
ATP1A2_1333	ATP1A2	450
INAFM2_75830	INAFM2	1447
CARTPT_25345	CARTPT	100
MIEF2_58922	MIEF2	784
Non-Targeting Control_76449	Non-Targeting Control	3687
Non-Targeting Control_77282	Non-Targeting Control	3644
RASAL1_21927	RASAL1	933
Non-Targeting Control_77064	Non-Targeting Control	2016
FAM91A1_63054	FAM91A1	2270
JAG2_9895	JAG2	377
Non-Targeting Control_76665	Non-Targeting Control	3904
UGT8_19975	UGT8	924
Non-Targeting Control_76642	Non-Targeting Control	3740
PCYOX1_38787	PCYOX1	423
DCDC2_38834	DCDC2	643
CLDN34_75704	CLDN34	1534
SMIM17_61816	SMIM17	326
OR4F6_71829	OR4F6	290
LZTFL1_40288	LZTFL1	606
FAM213A_53376	FAM213A	1269
RNF214_66869	RNF214	544
CCDC107_65082	CCDC107	189
BTBD1_39533	BTBD1	531
Non-Targeting Control_76874	Non-Targeting Control	1708
TMC2_57979	TMC2	212
MUM1L1_60679	MUM1L1	1512
ZNF25_65366	ZNF25	249
OR2G6_71976	OR2G6	650
TMEM209_54508	TMEM209	344
TEC_18958	TEC	159
MAPK10_14916	MAPK10	1008
EDN2_5281	EDN2	974
ACSS3_49387	ACSS3	637
OLIG1_57769	OLIG1	1195
FAM228A_74247	FAM228A	267
PIH1D3_60673	PIH1D3	263
RNF215_64691	RNF215	963
BSPRY_40717	BSPRY	1639
PKD2L2_35461	PKD2L2	663
HNRNPAB_8583	HNRNPAB	567
APOC1_964	APOC1	1266
CTSD_4243	CTSD	793
GMEB1_28924	GMEB1	221
C1orf56_41158	C1orf56	330
CCKBR_2470	CCKBR	474
PIWIL3_73016	PIWIL3	371
FNDC3B_48028	FNDC3B	351
LIN37_43774	LIN37	691
IBA57_64684	IBA57	694
CHL1_29074	CHL1	1235
ARHGDIA_1142	ARHGDIA	286
EIF4G3_22637	EIF4G3	272
PLA1A_38603	PLA1A	1746
GFRA2_7077	GFRA2	716
SULT1C4_35819	SULT1C4	756
TAF4_18640	TAF4	390
Non-Targeting Control_77418	Non-Targeting Control	4013
OR4K17_71784	OR4K17	1013
KRTAP12-2_70145	KRTAP12-2	2552
TRIM31_30037	TRIM31	445
COLCA2_58247	COLCA2	320
CREBL2_3876	CREBL2	434
ERO1LB_44289	ERO1LB	429
Non-Targeting Control_76685	Non-Targeting Control	2315
C3orf20_52869	C3orf20	1411
C15orf43_61460	C15orf43	637
ZNF436_51384	ZNF436	181
TET1_51094	TET1	1638
HDGF_8273	HDGF	517
CYB561A3_65525	CYB561A3	856
ZNF610_63569	ZNF610	595
ALDH1L2_63341	ALDH1L2	562
CEP57L1_68269	CEP57L1	442
CYSLTR2_44992	CYSLTR2	1142
TMX4_44161	TMX4	79
LCAT_10525	LCAT	407
PLEKHG4B_62787	PLEKHG4B	186
PTTG2_29047	PTTG2	630
MED27_24838	MED27	617
MPHOSPH8_40459	MPHOSPH8	339
Non-Targeting Control_77148	Non-Targeting Control	1980
TGIF2LY_55579	TGIF2LY	960
DYNLT3_18913	DYNLT3	2251
SLC35F2_40454	SLC35F2	1276
GABRG1_6782	GABRG1	2319
PHF14_25583	PHF14	554
CAV3_2394	CAV3	1069
CYLC1_4324	CYLC1	804
HIF1AN_42962	HIF1AN	723
VPRBP_25769	VPRBP	182
GAB4_59647	GAB4	1238
ARGLU1_41514	ARGLU1	361
RIBC1_63218	RIBC1	1282
HERC1_23413	HERC1	1426
USP17L8_72007	USP17L8	265
MTHFD2_29193	MTHFD2	114
GBP4_57479	GBP4	560
TIMM17B_27497	TIMM17B	217
ZNF575_67764	ZNF575	1288
FCGR2B_6158	FCGR2B	612
PBXIP1_45349	PBXIP1	684
RAB4A_15657	RAB4A	1102
TAF4B_18644	TAF4B	767
CPA4_38115	CPA4	841
ZKSCAN1_20553	ZKSCAN1	812
ZFP36L2_1883	ZFP36L2	469
BBS9_35850	BBS9	755
MED8_56905	MED8	79
A4GNT_37958	A4GNT	198
PRKRIP1_49692	PRKRIP1	2811
ST20_72201	ST20	695
RAMP1_27572	RAMP1	1237
SHROOM3_46039	SHROOM3	541
EIF4A2_5439	EIF4A2	561
AP1M1_23370	AP1M1	493
FASTKD1_49602	FASTKD1	1155
ASB17_59312	ASB17	672
MROH6_73682	MROH6	275
DNPEP_33132	DNPEP	666
ADPGK_52089	ADPGK	1746
PTPN14_15454	PTPN14	1302
ALAS2_587	ALAS2	863
TMEM53_49472	TMEM53	208
ERCC4_5761	ERCC4	803
TMEM92_63524	TMEM92	1125
NKX2-4_73930	NKX2-4	389
IPO8_28380	IPO8	1151
SNX16_47331	SNX16	2117
CSF2RA_4022	CSF2RA	812
BRCC3_49106	BRCC3	728
RHEBL1_58345	RHEBL1	1139
PRICKLE2_63873	PRICKLE2	170
RASSF6_63918	RASSF6	92
KRTAP5-9_10304	KRTAP5-9	2623
PTMS_15401	PTMS	703
ZNF80_20613	ZNF80	524
C9orf139_72485	C9orf139	1240
ZNF558_61962	ZNF558	1696
SPOP_21850	SPOP	1781
CH17-360D5.1_76281	CH17-360D5.1	963
UBAP2L_26349	UBAP2L	322
SECTM1_17109	SECTM1	809
Non-Targeting Control_76497	Non-Targeting Control	3923
ITGA3_9756	ITGA3	2822
MSL2_41784	MSL2	103
MAP4K2_15676	MAP4K2	176
Non-Targeting Control_76531	Non-Targeting Control	4383
MKRN2OS_75209	MKRN2OS	661
KAT5_28371	KAT5	314
MPZL1_23597	MPZL1	810
SLC22A18AS_13114	SLC22A18AS	541
GIMD1_75944	GIMD1	1077
CFAP43_50938	CFAP43	1905
LONRF1_55963	LONRF1	1406
Non-Targeting Control_77322	Non-Targeting Control	2072
PPP1R16B_34457	PPP1R16B	500
KIF13B_32389	KIF13B	639
NDUFAF6_60485	NDUFAF6	1028
PIK3CD_13982	PIK3CD	1172
NRAS_12839	NRAS	882
SLC35E3_42571	SLC35E3	1317
SPATA31C2_74061	SPATA31C2	1631
CCDC7_49814	CCDC7	1055
Non-Targeting Control_76722	Non-Targeting Control	3239
GIP_7136	GIP	422
TPGS2_34154	TPGS2	123
CBWD2_62352	CBWD2	365
ZNF883_64093	ZNF883	242
CACNG3_27865	CACNG3	1571
YDJC_62283	YDJC	1164
PRKCD_14825	PRKCD	947
C1orf146_71134	C1orf146	485
EIF3E_9672	EIF3E	155
Non-Targeting Control_76705	Non-Targeting Control	3984
CDK11A_74751	CDK11A	902
TMEM151B_73063	TMEM151B	1995
ST3GAL1_17349	ST3GAL1	348
KCNJ16_10077	KCNJ16	887
CSRP1_4109	CSRP1	395
RQCD1_23940	RQCD1	3004
ZNF227_20861	ZNF227	234
PLLP_37761	PLLP	293
ZNF124_20649	ZNF124	2437
ANXA8_74252	ANXA8	2585
PRR16_38535	PRR16	734
EVC2_60108	EVC2	1576
PRAMEF14_74940	PRAMEF14	1010
VDAC3_20123	VDAC3	340
FAM196A_73726	FAM196A	1262
POU4F1_14462	POU4F1	1132
APOC3_974	APOC3	405
HLA-DPA1_8411	HLA-DPA1	424
IRAK3_30481	IRAK3	513
Non-Targeting Control_76973	Non-Targeting Control	3870
VTI1B_28269	VTI1B	698
STRBP_42394	STRBP	246
MBOAT2_59718	MBOAT2	339
TRAPPC12_37850	TRAPPC12	605
ERI2_56798	ERI2	768
TNNI3K_37748	TNNI3K	658
PSMD9_15266	PSMD9	826
MC2R_11198	MC2R	669
ISG20L2_52008	ISG20L2	167
TOX_25883	TOX	1480
Non-Targeting Control_77364	Non-Targeting Control	2342
TAF5L_35564	TAF5L	281
Non-Targeting Control_76781	Non-Targeting Control	3293
CCR8_3466	CCR8	135
IL1A_9374	IL1A	804
MELK_26131	MELK	848
HUS1_9065	HUS1	7
TMEM106B_40378	TMEM106B	843
Non-Targeting Control_76988	Non-Targeting Control	1623
MIP_11497	MIP	944
LCE3B_70094	LCE3B	1736
Non-Targeting Control_77335	Non-Targeting Control	2004
ARHGAP18_56596	ARHGAP18	759
CHRNG_3265	CHRNG	389
ZNF253_44130	ZNF253	686
TMCC2_26403	TMCC2	739
FCGR2A_6153	FCGR2A	1194
MESDC1_46738	MESDC1	1106
INSL5_26767	INSL5	1634
A3GALT2_59378	A3GALT2	1063
KTN1_10431	KTN1	210
RECQL_15980	RECQL	379
RPP40_29199	RPP40	642
ATXN3L_56265	ATXN3L	1399
EFCAB14_26053	EFCAB14	855
TBC1D22B_42871	TBC1D22B	1083
TMEM38B_41734	TMEM38B	464
ADAMTS10_51915	ADAMTS10	822
DIABLO_44298	DIABLO	1092
LEFTY1_28760	LEFTY1	80
CDH19_36183	CDH19	728
MYO3B_60825	MYO3B	1302
NTRK1_12890	NTRK1	620
ZDHHC19_59953	ZDHHC19	532
VEGFA_20132	VEGFA	110
DNAJC25_73537	DNAJC25	117
TUSC1_68426	TUSC1	530
KIF15_44792	KIF15	199
SIN3B_32414	SIN3B	2185
ONECUT3_71858	ONECUT3	473
SNX27_51777	SNX27	2079
ASNS_1269	ASNS	774
KCTD12_57436	KCTD12	709
UMPS_19988	UMPS	1225
BCL11A_39526	BCL11A	719
CHDH_42418	CHDH	1318
OSBPL8_57310	OSBPL8	373
SLC6A1_17518	SLC6A1	1734
NRBP1_36911	NRBP1	601
PCED1A_48018	PCED1A	99
EGFL6_34236	EGFL6	593
PLAC8L1_62840	PLAC8L1	807
Non-Targeting Control_76474	Non-Targeting Control	2514
BTNL2_44138	BTNL2	655
SIRT1_32738	SIRT1	364
IQSEC2_31720	IQSEC2	841
THAP5_64012	THAP5	636
RGS2_16094	RGS2	950
ALS2CR12_59828	ALS2CR12	296
C14orf132_44733	C14orf132	892
KEAP1_26071	KEAP1	1690
EPHB4_5682	EPHB4	686
SEMA3F_17139	SEMA3F	588
CDKAL1_40946	CDKAL1	1133
Non-Targeting Control_77281	Non-Targeting Control	2335
PHACTR4_48525	PHACTR4	1235
ABCG2_24811	ABCG2	615
PTK2_15381	PTK2	88
PTK2B_6057	PTK2B	296
ADAM7_22895	ADAM7	1585
RPS26_16609	RPS26	32
COL5A1_3588	COL5A1	684
KIFAP3_31236	KIFAP3	1284
METTL2A_68864	METTL2A	1817
ATP1B1_1349	ATP1B1	498
DUS1L_47421	DUS1L	338
TSPAN2_27005	TSPAN2	177
HYPM_33654	HYPM	3037
NLRC3_64528	NLRC3	1115
EPB41L4A_47360	EPB41L4A	487
CDCA7L_42634	CDCA7L	1249
MTHFR_11865	MTHFR	603
YIPF4_53302	YIPF4	1020
FAM69B_60584	FAM69B	1112
UBAP1L_71814	UBAP1L	922
ADAD1_60070	ADAD1	346
GBX2_6959	GBX2	1026
LCE5A_66525	LCE5A	2150
HACL1_34492	HACL1	1381
CKLF_38094	CKLF	205
USP17L11_75589	USP17L11	1065
C10orf91_64145	C10orf91	960
LAMC2_10500	LAMC2	900
ZNF774_69375	ZNF774	962
FAM24B_64465	FAM24B	684
LHX6_35021	LHX6	858
ARMC10_52498	ARMC10	401
CD72_2747	CD72	1186
FTH1_6612	FTH1	433
TRAF1_19554	TRAF1	291
Non-Targeting Control_77252	Non-Targeting Control	1133
HAUS6_40604	HAUS6	294
HOXB1_8677	HOXB1	396
HOXA3_8637	HOXA3	973
HOXB3_8686	HOXB3	811
OARD1_65799	OARD1	274
BMP8B_1800	BMP8B	643
CCL13_16992	CCL13	547
TPTE2_56536	TPTE2	156
DCST2_59383	DCST2	419
AR_1049	AR	1770
TXNRD2_28585	TXNRD2	781
CCDC25_42066	CCDC25	1144
SIKE1_50772	SIKE1	2128
QPCTL_40649	QPCTL	435
CCND1_1632	CCND1	652
CPNE9_62564	CPNE9	111
VAX1_29885	VAX1	412
Non-Targeting Control_77440	Non-Targeting Control	1271
HARBI1_67292	HARBI1	641
CCSAP_59214	CCSAP	2406
GGT6_58880	GGT6	332
TGFBI_19098	TGFBI	528
MED9_41535	MED9	410
ZNF48_64533	ZNF48	146
MTMR8_42795	MTMR8	310
Non-Targeting Control_76696	Non-Targeting Control	1936
SLC2A4RG_44399	SLC2A4RG	1234
ANKH_44105	ANKH	303
RSPH10B_66083	RSPH10B	1486
LAMTOR3_22562	LAMTOR3	944
HVCN1_53500	HVCN1	325
COPS7A_37358	COPS7A	540
SPZ1_53944	SPZ1	392
PTGFR_15343	PTGFR	405
REST_16019	REST	123
CCDC152_75239	CCDC152	1054
IMMT_29772	IMMT	656
ETV1_5848	ETV1	310
TUBB1_51478	TUBB1	813
PSMD10_15272	PSMD10	1070
HRH1_8840	HRH1	724
HDDC3_70315	HDDC3	450
KLHDC8A_41982	KLHDC8A	700
SVIP_66925	SVIP	2658
SH2B1_34220	SH2B1	567
ARNTL2_44640	ARNTL2	781
VAV2_20096	VAV2	504
OR5T1_71654	OR5T1	385
CATSPER3_69868	CATSPER3	659
ACP5_166	ACP5	1738
FNBP1_31577	FNBP1	650
LZTS1_30383	LZTS1	1110
ZNF483_63157	ZNF483	817
NCKAP1L_8286	NCKAP1L	296
UBE4B_27604	UBE4B	405
MRPL51_38273	MRPL51	67
ESRRB_5815	ESRRB	719
OR6B1_60397	OR6B1	759
Non-Targeting Control_76910	Non-Targeting Control	3685
Non-Targeting Control_77380	Non-Targeting Control	2802
NOSTRIN_57531	NOSTRIN	843
CCDC159_59036	CCDC159	953
VIM_20159	VIM	491
Non-Targeting Control_77228	Non-Targeting Control	2460
Non-Targeting Control_77234	Non-Targeting Control	2428
PGK2_13815	PGK2	659
KLHL10_68536	KLHL10	296
Non-Targeting Control_77200	Non-Targeting Control	1776
ZAN_20219	ZAN	318
SYT10_69315	SYT10	822
SUPT20H_42705	SUPT20H	818
MOB1A_42026	MOB1A	1530
PBX2_13363	PBX2	897
ATXN7L3B_73543	ATXN7L3B	647
TFB1M_37826	TFB1M	1798
CD5L_2578	CD5L	218
PNPLA4_21445	PNPLA4	380
PROKR1_29435	PROKR1	721
C15orf59_70939	C15orf59	497
CASP6_2352	CASP6	1291
NR2F1_19027	NR2F1	550
SLC25A25_57201	SLC25A25	159
LRRIQ4_69614	LRRIQ4	364
FRMPD4_25873	FRMPD4	697
AHRR_45617	AHRR	1398
MOV10L1_39955	MOV10L1	818
ENPP3_13627	ENPP3	1575
LOC100129697_75235	LOC100129697	1233
CDK14_13777	CDK14	744
TUBB2A_19726	TUBB2A	131
DCAF10_49139	DCAF10	387
NR2F2_19032	NR2F2	247
C9orf135_60574	C9orf135	407
KLRC4-KLRK1_76087	KLRC4-KLRK1	313
BPIFB3_70196	BPIFB3	839
CPNE2_65717	CPNE2	1202
MRPS26_48283	MRPS26	404
MGAM_23502	MGAM	560
REPS1_54741	REPS1	1842
Non-Targeting Control_77310	Non-Targeting Control	2866
ZNF280C_42781	ZNF280C	442
C1orf100_64664	C1orf100	178
IGFBP1_9312	IGFBP1	777
SOCS4_58543	SOCS4	508
Non-Targeting Control_77361	Non-Targeting Control	4239
Non-Targeting Control_76800	Non-Targeting Control	3876
CLDN4_3789	CLDN4	1938
SPA17_39538	SPA17	1251
SV2A_26358	SV2A	908
PDE6A_13530	PDE6A	826
ZNF14_20488	ZNF14	456
IHH_9362	IHH	416
MAGEA2_11004	MAGEA2	706
LRP5L_55808	LRP5L	837
RNF216_40030	RNF216	282
TFCP2L1_36658	TFCP2L1	1273
ESD_5797	ESD	187
CAMK2D_2264	CAMK2D	345
MRGPRX3_57936	MRGPRX3	530
DST_1843	DST	327
RBM15B_36714	RBM15B	485
METTL22_48920	METTL22	499
SCNN1G_16933	SCNN1G	602
UFM1_39056	UFM1	677
GNA12_7300	GNA12	683
Non-Targeting Control_76726	Non-Targeting Control	2004
Non-Targeting Control_76828	Non-Targeting Control	2381
GSG1L_61579	GSG1L	1416
GATA3_6913	GATA3	1117
PLEKHG7_72883	PLEKHG7	1198
ASPG_70299	ASPG	330
CORIN_28943	CORIN	638
Non-Targeting Control_76791	Non-Targeting Control	2936
FAM9C_64299	FAM9C	672
SDC1_17063	SDC1	371
CT45A6_73499	CT45A6	1590
ZNF761_71075	ZNF761	839
TLDC2_60935	TLDC2	1855
KIF2C_29813	KIF2C	1251
CDC42EP1_30223	CDC42EP1	616
CEBPB_3005	CEBPB	995
GTF2H5_72686	GTF2H5	627
CT47B1_73766	CT47B1	929
C2orf72_66916	C2orf72	148
SOST_37475	SOST	939
Non-Targeting Control_76520	Non-Targeting Control	3791
MIER1_46294	MIER1	237
HNF4G_8558	HNF4G	691
BAX_1594	BAX	3623
IDH3G_9155	IDH3G	486
TSEN34_48795	TSEN34	1215
Non-Targeting Control_77189	Non-Targeting Control	1238
SLC16A4_23928	SLC16A4	1283
ZNF473_33992	ZNF473	1113
BTAF1_23676	BTAF1	300
ABCC4_27542	ABCC4	500
ERICH6B_65556	ERICH6B	729
C15orf43_61458	C15orf43	246
MTCH2_33587	MTCH2	476
Non-Targeting Control_76920	Non-Targeting Control	2272
VAT1L_46217	VAT1L	1592
Non-Targeting Control_77046	Non-Targeting Control	1921
RABEP1_23977	RABEP1	390
CCR9_29216	CCR9	243
SMC1B_35633	SMC1B	471
SPACA5B_74841	SPACA5B	1785
RTN4_45104	RTN4	2149
DCAF11_51187	DCAF11	911
CORIN_28944	CORIN	1583
FBXO22_34881	FBXO22	586
DPCD_34062	DPCD	959
Non-Targeting Control_76913	Non-Targeting Control	3497
CCT8_28937	CCT8	887
GSG1_52103	GSG1	450
RSPH3_52551	RSPH3	1181
ECHDC3_49828	ECHDC3	427
IL17RD_40500	IL17RD	2100
DYNC2H1_49543	DYNC2H1	555
PRM3_46693	PRM3	1127
Non-Targeting Control_77154	Non-Targeting Control	2493
SSX1_18304	SSX1	271
SLC17A2_27503	SLC17A2	944
PTCHD1_60705	PTCHD1	914
DDO_22206	DDO	499
PLEKHA1_46774	PLEKHA1	760
KLRC3_10235	KLRC3	903
DSC2_5070	DSC2	124
NBEAL1_48387	NBEAL1	406
FKBP8_33561	FKBP8	463
KIAA2018_65174	KIAA2018	119
SUN5_60946	SUN5	629
AEN_48043	AEN	1562
SLC4A3_17440	SLC4A3	956
LINGO2_63094	LINGO2	271
SEMG1_17144	SEMG1	1360
HTN1_9005	HTN1	1439
STK32C_67170	STK32C	1354
TPM3_19501	TPM3	2407
Non-Targeting Control_76630	Non-Targeting Control	1243
SCFD2_62690	SCFD2	651
USP22_32465	USP22	668
OR11H2_49166	OR11H2	1717
SPACA3_58845	SPACA3	850
PTPN13_15451	PTPN13	457
FCAMR_52716	FCAMR	1500
LRP11_54476	LRP11	1186
CTSB_4237	CTSB	1254
Non-Targeting Control_76725	Non-Targeting Control	1289
ZNF558_61963	ZNF558	580
WDFY2_57577	WDFY2	1224
Non-Targeting Control_76814	Non-Targeting Control	2278
Non-Targeting Control_76967	Non-Targeting Control	3301
LOC100130451_75291	LOC100130451	910
LAMB3_10485	LAMB3	1658
GAL3ST4_49639	GAL3ST4	1041
ITLN2_61101	ITLN2	641
SCAF11_24080	SCAF11	265
FCGR1A_6147	FCGR1A	196
MIXL1_52597	MIXL1	1926
TOR1AIP1_34548	TOR1AIP1	364
C7orf57_60425	C7orf57	348
Non-Targeting Control_77075	Non-Targeting Control	1674
TMEM151B_73062	TMEM151B	432
SPATA31D3_71470	SPATA31D3	1135
OTUD6A_60717	OTUD6A	650
TBC1D3_74999	TBC1D3	744
Non-Targeting Control_77081	Non-Targeting Control	2054
ALDH18A1_15601	ALDH18A1	331
IKBIP_58388	IKBIP	883
C17orf112_75913	C17orf112	603
IHH_9364	IHH	1155
KIR2DL4_10186	KIR2DL4	2179
YPEL4_65309	YPEL4	880
WDR31_57385	WDR31	462
ZDHHC16_53358	ZDHHC16	286
CYP4A11_4405	CYP4A11	970
MT1A_11808	MT1A	545
PER1_13666	PER1	1125
SLCO3A1_36164	SLCO3A1	578
ACBD7_72745	ACBD7	637
Non-Targeting Control_76528	Non-Targeting Control	3463
METAP1D_66392	METAP1D	348
BTBD6_55318	BTBD6	918
ADCY1_279	ADCY1	963
TNFRSF12A_38523	TNFRSF12A	1237
Non-Targeting Control_77391	Non-Targeting Control	2763
KPNA5_10288	KPNA5	745
CACNG2_27871	CACNG2	425
CEP250_30434	CEP250	69
C17orf99_75515	C17orf99	2039
CLEC19A_74621	CLEC19A	1057
C20orf78_75162	C20orf78	142
FOPNL_58660	FOPNL	604
GPR22_7563	GPR22	537
PRAMEF4_72254	PRAMEF4	1170
BRICD5_67522	BRICD5	1454
CYP19A1_4439	CYP19A1	646
VASN_57390	VASN	1572
NFATC1_12490	NFATC1	259
CDK19_31723	CDK19	1147
Non-Targeting Control_76796	Non-Targeting Control	942
CADM4_64573	CADM4	555
KCND2_9999	KCND2	977
ABTB1_51135	ABTB1	153
METTL2A_68861	METTL2A	36
Non-Targeting Control_77435	Non-Targeting Control	1494
DVL3_5191	DVL3	278
ACPP_171	ACPP	563
ELF3_5510	ELF3	118
FAM84B_63027	FAM84B	352
ACPT_56582	ACPT	317
Non-Targeting Control_77369	Non-Targeting Control	3345
NUBPL_50961	NUBPL	547
LURAP1L_68433	LURAP1L	136
ANGPTL5_66364	ANGPTL5	372
UGT1A1_40359	UGT1A1	1359
TXNRD3NB_74042	TXNRD3NB	735
PRSS41_70225	PRSS41	737
LOC100130357_75276	LOC100130357	971
ZMYM4_24168	ZMYM4	590
LFNG_10585	LFNG	257
MGP_11457	MGP	389
TRDN_27815	TRDN	838
SATB2_32430	SATB2	1354
YIPF7_68184	YIPF7	814
MUS81_50885	MUS81	363
LAIR1_10450	LAIR1	1089
GPR183_5235	GPR183	1629
CR1_3833	CR1	651
ACRV1_175	ACRV1	1094
EPS8L1_40832	EPS8L1	227
HECW1_31644	HECW1	100
PFKFB2_13742	PFKFB2	357
TNFSF12_22860	TNFSF12	316
PLN_14186	PLN	1974
ADCY5_289	ADCY5	518
ZNF618_57396	ZNF618	891
TMPRSS13_52770	TMPRSS13	1024
CT62_64478	CT62	394
RAB9A_24619	RAB9A	1757
Non-Targeting Control_76552	Non-Targeting Control	2449
HBZ_8223	HBZ	665
TRIM5_54834	TRIM5	1377
ZHX1-C8orf76_76154	ZHX1-C8orf76	1541
SBK1_70945	SBK1	338
TMEM179_70924	TMEM179	463
Non-Targeting Control_76816	Non-Targeting Control	2861
Non-Targeting Control_77051	Non-Targeting Control	3171
CCR1_3441	CCR1	766
ZNF324_33739	ZNF324	969
Non-Targeting Control_76825	Non-Targeting Control	1996
Non-Targeting Control_76551	Non-Targeting Control	3590
SCP2_16943	SCP2	665
TOMM40_28128	TOMM40	540
TCHH_19153	TCHH	394
PAGE5_55611	PAGE5	1283
GLRX_7259	GLRX	2002
ADAM17_18616	ADAM17	377
ALKBH3_65697	ALKBH3	279
NELL2_12454	NELL2	197
SNX7_38635	SNX7	186
