sgRNA	Gene	DE_GFP_low
Non-Targeting Control_76446	Non-Targeting Control	2802
ACBD3_47931	ACBD3	369
ADIPOR2_49365	ADIPOR2	724
ADORA3_382	ADORA3	443
ASRGL1_50797	ASRGL1	257
PACS1_43041	PACS1	108
LRRC37A2_73342	LRRC37A2	263
Non-Targeting Control_77344	Non-Targeting Control	3019
IKBIP_58386	IKBIP	1426
C6orf229_76379	C6orf229	486
IFT22_48075	IFT22	897
MUS81_50885	MUS81	216
NBPF3_53151	NBPF3	251
ADPGK_52089	ADPGK	1191
C1orf21_51700	C1orf21	387
PRR15L_49060	PRR15L	844
TRAPPC6A_48916	TRAPPC6A	196
C1orf228_68987	C1orf228	114
LRRC4B_56646	LRRC4B	415
FCER1A_6129	FCER1A	228
BZW2_36248	BZW2	367
SCAMP2_26889	SCAMP2	731
SECTM1_17111	SECTM1	627
SSBP2_33374	SSBP2	344
KIF4A_33591	KIF4A	93
C11orf63_50186	C11orf63	470
Non-Targeting Control_76575	Non-Targeting Control	2684
PCDHGA1_43946	PCDHGA1	458
OR2D3_58277	OR2D3	553
SAG_16794	SAG	182
NAGK_42701	NAGK	152
NDUFB7_12340	NDUFB7	230
IL1RAPL2_34935	IL1RAPL2	973
Non-Targeting Control_76535	Non-Targeting Control	2286
RFTN2_59784	RFTN2	216
ISG15_25434	ISG15	695
CSNK2A1_4086	CSNK2A1	347
KHDC1L_75185	KHDC1L	294
DARS2_41751	DARS2	290
GALNT13_57252	GALNT13	420
MORC4_49703	MORC4	737
PRR23C_71305	PRR23C	332
RNF13_30823	RNF13	422
IGFL4_73293	IGFL4	315
SLITRK2_53887	SLITRK2	392
C10orf55_72761	C10orf55	183
MAPK13_14919	MAPK13	374
SVOPL_60429	SVOPL	136
FRRS1L_33499	FRRS1L	984
OMA1_57440	OMA1	481
RCN1_15951	RCN1	181
CHEK2_30462	CHEK2	1862
PRKACA_14779	PRKACA	303
NEURL1B_40062	NEURL1B	449
SULT2A1_18491	SULT2A1	537
F5_5959	F5	205
PSMD9_15267	PSMD9	1031
FAM47A_63206	FAM47A	418
SSTR4_18296	SSTR4	1653
ATG4A_57431	ATG4A	1165
DDX60L_55805	DDX60L	752
ITGA6_9686	ITGA6	204
SH3BGRL3_52093	SH3BGRL3	447
HS6ST2_55327	HS6ST2	776
SMAD6_10974	SMAD6	260
NR2F6_5725	NR2F6	657
KIF19_58788	KIF19	493
MYO1G_47263	MYO1G	488
PRB2_74271	PRB2	1285
METTL6_60007	METTL6	914
ZBP1_51485	ZBP1	379
IZUMO4_56943	IZUMO4	144
PPP2R1B_14619	PPP2R1B	685
LAMB1_10478	LAMB1	235
AP2A1_451	AP2A1	422
SREBF1_18179	SREBF1	1047
KCNMB3_35558	KCNMB3	975
AMZ1_62977	AMZ1	137
P2RY13_39637	P2RY13	59
ZDHHC23_66521	ZDHHC23	253
CHST3_24930	CHST3	1022
C11orf91_75372	C11orf91	984
AIM1_553	AIM1	357
TMPRSS9_70215	TMPRSS9	284
CIC_31890	CIC	1272
C9orf78_39445	C9orf78	442
ABHD6_45424	ABHD6	1193
ACBD7_72747	ACBD7	758
ITGB1BP2_35168	ITGB1BP2	778
COMP_3667	COMP	213
TSNAX_19650	TSNAX	526
CHRM3_3206	CHRM3	444
TFF3_19053	TFF3	427
Non-Targeting Control_77348	Non-Targeting Control	1731
C12orf49_49960	C12orf49	967
UBR3_59819	UBR3	206
HTR3B_24097	HTR3B	332
SLC22A15_42441	SLC22A15	45
CORIN_28944	CORIN	1044
CPEB1_47822	CPEB1	383
MTR_11895	MTR	356
PANO1_76341	PANO1	841
AGMO_72063	AGMO	441
PARK7_30731	PARK7	736
FEZ1_25442	FEZ1	837
PRPS1L1_65892	PRPS1L1	545
SPEM1_70322	SPEM1	324
ARHGAP35_7783	ARHGAP35	113
ACSL4_6049	ACSL4	1803
IGFBP3_9319	IGFBP3	744
ZCCHC16_69225	ZCCHC16	342
MAFG_10990	MAFG	668
LRRC43_66398	LRRC43	181
ARSF_1213	ARSF	1332
SRSF3_17200	SRSF3	249
UBAC2_68599	UBAC2	728
CXorf58_66415	CXorf58	826
TMEM181_45923	TMEM181	550
ATMIN_32376	ATMIN	363
NAA35_46962	NAA35	109
ILVBL_29794	ILVBL	89
ATP13A3_49287	ATP13A3	845
STAG2_29020	STAG2	732
ACVR1_222	ACVR1	345
FAM69A_71139	FAM69A	285
OR10H5_67866	OR10H5	303
RLN1_16147	RLN1	722
MYO1A_12090	MYO1A	399
GPD2_7470	GPD2	793
PDE6H_13548	PDE6H	550
ANKRD13D_68781	ANKRD13D	154
MAGEB5_69850	MAGEB5	534
ARV1_48103	ARV1	623
MPC1_39249	MPC1	344
KIAA0226L_50860	KIAA0226L	892
SIMC1_70504	SIMC1	1040
ARHGAP12_56719	ARHGAP12	456
CLK1_3392	CLK1	138
TEX101_52304	TEX101	1012
MAP3K4_11352	MAP3K4	518
ATP2B1_1378	ATP2B1	394
ASB9_60815	ASB9	883
PHLDA3_33312	PHLDA3	237
FPR2_6568	FPR2	320
GMCL1_47696	GMCL1	1334
CCL11_16988	CCL11	76
TTC16_63139	TTC16	425
Non-Targeting Control_76472	Non-Targeting Control	1530
HGSNAT_60548	HGSNAT	1522
DMRT3_46663	DMRT3	700
PODXL_14327	PODXL	110
HS6ST1_24701	HS6ST1	156
CD48_2713	CD48	850
VN1R1_45255	VN1R1	733
GTF2IRD1_25242	GTF2IRD1	618
EPHA8_5667	EPHA8	457
IL27RA_24920	IL27RA	142
ZGPAT_53848	ZGPAT	674
SLC38A5_56339	SLC38A5	1639
DLC1_27941	DLC1	558
SLC7A14_46297	SLC7A14	927
TCEANC_64117	TCEANC	1027
ZNF627_64553	ZNF627	522
KMT2B_25869	KMT2B	346
WDR47_31205	WDR47	355
SNX19_72169	SNX19	513
ATP1B1_1350	ATP1B1	962
OR4K15_51521	OR4K15	200
SCX_73710	SCX	413
Non-Targeting Control_77433	Non-Targeting Control	1769
UQCC2_53401	UQCC2	340
LRRC26_71500	LRRC26	482
Non-Targeting Control_76544	Non-Targeting Control	2580
BEND4_71329	BEND4	1815
RAB26_33866	RAB26	506
NTN3_12903	NTN3	432
GRAMD4_31883	GRAMD4	800
ERGIC3_39143	ERGIC3	362
6-Sep_31900	6-Sep	324
PDHA2_13596	PDHA2	305
OR2W5_73218	OR2W5	249
NDST2_22145	NDST2	635
PRDM12_46763	PRDM12	549
DEFB134_73619	DEFB134	484
MTMR12_40210	MTMR12	196
TXNDC12_37652	TXNDC12	319
IPO8_28380	IPO8	817
PNRC1_29671	PNRC1	583
ARL14_50721	ARL14	862
NAPSA_24955	NAPSA	924
NSUN7_49776	NSUN7	153
ZCCHC6_49580	ZCCHC6	554
SPHKAP_51082	SPHKAP	857
COL5A2_3590	COL5A2	126
SLC45A3_54896	SLC45A3	436
CCDC186_41529	CCDC186	672
UHRF1BP1_40901	UHRF1BP1	266
TMEM242_74939	TMEM242	82
ANKRD11_36552	ANKRD11	271
MAMDC2_66800	MAMDC2	774
NR5A2_6606	NR5A2	400
LRRC46_55500	LRRC46	201
MLANA_6450	MLANA	339
FAM76A_64605	FAM76A	279
IQCD_57570	IQCD	737
APOLD1_51732	APOLD1	733
SLC35F2_40451	SLC35F2	517
Non-Targeting Control_76582	Non-Targeting Control	1774
IMPA1_9562	IMPA1	765
C12orf56_57556	C12orf56	340
RCVRN_15961	RCVRN	443
XKR4_57191	XKR4	204
THAP4_37720	THAP4	2036
STAC2_69420	STAC2	582
OPN1MW_7013	OPN1MW	1430
SPPL2B_44611	SPPL2B	680
BPNT1_27889	BPNT1	2029
SYT9_61173	SYT9	377
MEGF6_5379	MEGF6	406
SCML2_27918	SCML2	1004
PAGE1_22759	PAGE1	355
FAM20C_44744	FAM20C	397
UNC13D_64878	UNC13D	725
DEFA1B_74647	DEFA1B	908
NTSR1_12921	NTSR1	1021
Non-Targeting Control_76603	Non-Targeting Control	2874
TGM1_19121	TGM1	499
CDHR1_56149	CDHR1	690
SIRPA_61060	SIRPA	906
Non-Targeting Control_76837	Non-Targeting Control	1598
SFTA3_66376	SFTA3	230
C5_2005	C5	527
CYB561D2_30015	CYB561D2	134
BEND2_60659	BEND2	416
MTRF1_25376	MTRF1	508
CHN1_3188	CHN1	858
KCND2_9999	KCND2	732
ENPP5_46722	ENPP5	185
C2orf72_66915	C2orf72	668
LHCGR_10625	LHCGR	384
WIPI2_34576	WIPI2	590
CFAP53_65576	CFAP53	1561
ANAPC1_47886	ANAPC1	1425
BHLHA9_74500	BHLHA9	1191
ZFP42_60075	ZFP42	909
IQCF5_71292	IQCF5	1324
PLXNA4_55893	PLXNA4	308
ZBTB34_72647	ZBTB34	555
TRIM67_73001	TRIM67	258
TP53TG5_35965	TP53TG5	95
UBD_28415	UBD	253
ASTL_72815	ASTL	287
CXorf56_47173	CXorf56	968
NUDT2_875	NUDT2	274
LILRA6_49057	LILRA6	763
ZCCHC16_69228	ZCCHC16	797
MPPE1_48484	MPPE1	147
CDK16_13465	CDK16	466
F8A2_73366	F8A2	329
OR4F6_71831	OR4F6	327
PCBD1_13374	PCBD1	161
TRIB1_27412	TRIB1	566
CCDC169_74733	CCDC169	522
ZNF273_29180	ZNF273	591
CLEC3A_27148	CLEC3A	540
GSE1_32053	GSE1	494
AOC1_71	AOC1	510
DDX19B_30652	DDX19B	368
KLHL6_55174	KLHL6	368
INF2_47767	INF2	378
NPAP1_33509	NPAP1	308
CCL25_17038	CCL25	640
FOXO1_6431	FOXO1	2205
WDR7_32498	WDR7	428
SPG11_50912	SPG11	595
GLYCTK_60025	GLYCTK	665
RABGAP1_33379	RABGAP1	166
ADAM21_22875	ADAM21	1253
HOXB5_8693	HOXB5	324
FBXO30_52897	FBXO30	75
LIPF_22154	LIPF	447
SLC30A4_20897	SLC30A4	367
JAM2_46583	JAM2	628
OR52H1_71583	OR52H1	930
DNAJC3_14951	DNAJC3	878
APOC4_978	APOC4	468
TNFAIP8L1_59090	TNFAIP8L1	606
CREBZF_46558	CREBZF	74
PGM2_42165	PGM2	299
Non-Targeting Control_77372	Non-Targeting Control	1337
PRPS1_15010	PRPS1	592
SEC14L1_17106	SEC14L1	471
CHAD_3108	CHAD	314
SEMG1_17144	SEMG1	1426
EPPIN-WFDC6_76034	EPPIN-WFDC6	211
SNX27_51776	SNX27	394
TERT_18991	TERT	231
OR4N2_71770	OR4N2	2123
MB21D1_57399	MB21D1	680
CEP290_50866	CEP290	291
SPANXN4_73162	SPANXN4	549
TRIM65_64874	TRIM65	2047
Non-Targeting Control_77081	Non-Targeting Control	1230
PAMR1_33999	PAMR1	656
FOLR3_6544	FOLR3	221
KAZN_32246	KAZN	1208
SUSD2_44124	SUSD2	324
LRMP_10777	LRMP	827
SMAD1_10956	SMAD1	26
DCAF12_33911	DCAF12	516
ZSWIM1_55351	ZSWIM1	332
CYP2R1_58238	CYP2R1	895
SAA2-SAA4_76075	SAA2-SAA4	351
SF3B6_39196	SF3B6	1504
VEGFB_20134	VEGFB	838
SPCS1_36259	SPCS1	243
FAM120A_32042	FAM120A	600
MSANTD1_69669	MSANTD1	583
MPV17L_66548	MPV17L	796
C16orf92_61573	C16orf92	833
Non-Targeting Control_76802	Non-Targeting Control	2234
LY6G6F_66940	LY6G6F	649
ZNF334_43116	ZNF334	106
ADAMTSL4_40103	ADAMTSL4	311
SLC37A1_39730	SLC37A1	874
RELN_15053	RELN	493
CDHR4_71278	CDHR4	377
NPR1_12797	NPR1	495
KLRC3_10233	KLRC3	758
HBS1L_29107	HBS1L	549
DCN_4573	DCN	614
LDOC1L_53210	LDOC1L	880
AMN_51871	AMN	930
Non-Targeting Control_76755	Non-Targeting Control	3207
ABI3_38172	ABI3	2975
TAF2_18633	TAF2	102
PGM3_13823	PGM3	571
NDP_12261	NDP	1434
EVI2B_5883	EVI2B	97
RAB11B_24250	RAB11B	560
ARMS2_70821	ARMS2	524
C8orf4_44480	C8orf4	961
Non-Targeting Control_77071	Non-Targeting Control	3625
CXorf57_41524	CXorf57	684
FOXR1_67221	FOXR1	835
HMG20A_27854	HMG20A	607
ARRDC3_45847	ARRDC3	1631
Non-Targeting Control_77157	Non-Targeting Control	2148
ZNF431_64241	ZNF431	499
IFFO2_59250	IFFO2	230
ST8SIA2_21322	ST8SIA2	216
MAPK8IP3_31917	MAPK8IP3	418
C16orf47_70966	C16orf47	436
CEBPA_3001	CEBPA	851
MRAP_44145	MRAP	94
MRPS16_37560	MRPS16	117
ZNF652_30940	ZNF652	573
NIPA1_58626	NIPA1	321
ZNF682_55735	ZNF682	1219
NAIP_12187	NAIP	340
L3MBTL2_52467	L3MBTL2	489
RREB1_16643	RREB1	49
BHLHE23_59542	BHLHE23	607
GALNTL5_63996	GALNTL5	286
KLRD1_10238	KLRD1	665
CWF19L1_42179	CWF19L1	275
LGALS3_10598	LGALS3	373
TECRL_66271	TECRL	1278
HADHA_8153	HADHA	970
NRG1_8326	NRG1	335
ENDOU_23379	ENDOU	770
SCGB2B2_67831	SCGB2B2	672
GPR108_44607	GPR108	505
HHIPL1_53598	HHIPL1	439
C10orf82_61168	C10orf82	838
PIGP_38179	PIGP	555
TBC1D4_26296	TBC1D4	630
MAN1C1_45083	MAN1C1	2140
CDT1_51812	CDT1	445
WBP4_30435	WBP4	67
TPBGL_75937	TPBGL	695
CAPNS2_53367	CAPNS2	306
CYP27B1_4457	CYP27B1	422
PQBP1_26949	PQBP1	303
SLC32A1_60872	SLC32A1	298
IBTK_34298	IBTK	344
KRT75_23914	KRT75	1768
HPS6_49991	HPS6	426
ZNF384_64255	ZNF384	307
NVL_12949	NVL	644
ENG_5588	ENG	222
ACAD8_35444	ACAD8	512
MZF1_20570	MZF1	923
Non-Targeting Control_77008	Non-Targeting Control	1997
METAP1D_66390	METAP1D	385
TUBB4A_27899	TUBB4A	211
SDK1_65917	SDK1	689
HSBP1L1_72937	HSBP1L1	270
ZNF645_63188	ZNF645	558
Non-Targeting Control_77427	Non-Targeting Control	1894
DDX28_43402	DDX28	423
NT5DC3_39027	NT5DC3	379
CLEC18A_69925	CLEC18A	104
TMEM187_21487	TMEM187	1142
PTPRU_26924	PTPRU	385
GPSM3_47194	GPSM3	390
CT47A6_74546	CT47A6	1129
TYRP1_19803	TYRP1	376
CCNY_65376	CCNY	487
KCNT1_45921	KCNT1	192
FAM46A_42760	FAM46A	54
CWC27_27628	CWC27	712
GFRA2_7077	GFRA2	604
CMTR2_43361	CMTR2	1658
KIAA1958_63166	KIAA1958	432
NSUN3_47095	NSUN3	762
Non-Targeting Control_77353	Non-Targeting Control	1915
P2RY6_13205	P2RY6	941
ZNF134_20669	ZNF134	605
LOC100129697_75233	LOC100129697	394
PARM1_33897	PARM1	171
HAL_8166	HAL	101
CARD9_47492	CARD9	478
DTX4_32129	DTX4	633
CASK_22368	CASK	1084
S100A5_16732	S100A5	252
C4orf36_60122	C4orf36	301
FNDC3B_48027	FNDC3B	735
DXO_4973	DXO	428
SRPRB_46532	SRPRB	136
Non-Targeting Control_76815	Non-Targeting Control	1745
TGS1_56770	TGS1	62
FAT4_49458	FAT4	132
FOXP2_56623	FOXP2	471
CCDC33_50737	CCDC33	512
CST4_4133	CST4	98
GPR157_50659	GPR157	434
DGKD_22202	DGKD	1051
PITPNC1_34751	PITPNC1	588
CHCHD6_53411	CHCHD6	977
DPYSL5_44498	DPYSL5	1039
CCDC136_47947	CCDC136	194
C1orf116_48943	C1orf116	429
COIL_21345	COIL	345
IGLL5_75768	IGLL5	167
OTOG_69275	OTOG	201
CAPN13_56184	CAPN13	129
CCDC85A_57236	CCDC85A	807
POLL_36081	POLL	89
CPLX3_73599	CPLX3	601
NME4_12669	NME4	1356
CGA_3083	CGA	256
GPAT2_62397	GPAT2	514
KLHL33_58589	KLHL33	257
MAGEA10_11030	MAGEA10	1842
MME_11583	MME	860
TMX4_44162	TMX4	662
ISL1_9733	ISL1	1087
ANP32D_33029	ANP32D	747
ZNF280B_61054	ZNF280B	175
NBL1_12220	NBL1	1081
EPB41L3_31832	EPB41L3	573
GALNT11_47132	GALNT11	356
PPP1R3E_55592	PPP1R3E	497
CCNE1_2497	CCNE1	534
RNF216_40028	RNF216	485
VAMP5_29175	VAMP5	191
OR2A7_72435	OR2A7	92
MFSD6L_63506	MFSD6L	350
TAS2R39_66977	TAS2R39	905
ZNF805_71892	ZNF805	1326
OSBP_13126	OSBP	226
CLRN3_58140	CLRN3	799
ZNF367_64362	ZNF367	387
MMACHC_34231	MMACHC	235
CCL4_16972	CCL4	1276
NEUROG2_47236	NEUROG2	614
DOK4_43125	DOK4	521
LY86_24867	LY86	821
TMCO2_59348	TMCO2	348
TYMSOS_73448	TYMSOS	1322
PDZD7_50453	PDZD7	159
DGAT2L6_69838	DGAT2L6	393
HSD17B4_8899	HSD17B4	429
FOXQ1_56733	FOXQ1	1178
UGT2B7_19958	UGT2B7	1322
MED7_24841	MED7	97
TMEM119_68806	TMEM119	434
RGL1_31986	RGL1	133
PDK1_13603	PDK1	1101
KLF12_30684	KLF12	697
GYLTL1B_58217	GYLTL1B	786
LOC101928841_76384	LOC101928841	374
C20orf195_48743	C20orf195	406
CCDC62_53960	CCDC62	626
TRIM21_18238	TRIM21	791
ZSCAN31_47607	ZSCAN31	375
RIPK3_29917	RIPK3	233
PCYT1B_24928	PCYT1B	282
GPR158_45687	GPR158	218
TMEM265_76243	TMEM265	239
A4GALT_39715	A4GALT	513
CAPN6_2303	CAPN6	1115
FCRL5_52075	FCRL5	270
FJX1_33628	FJX1	241
TAS2R3_37366	TAS2R3	692
PCDHGA3_43935	PCDHGA3	1192
CCDC71_48262	CCDC71	789
POU3F4_14458	POU3F4	1375
PLA2G2C_71915	PLA2G2C	870
SLC35G1_63290	SLC35G1	571
GEMIN6_50088	GEMIN6	61
SLC1A1_17425	SLC1A1	362
UBXN2B_60517	UBXN2B	1393
PANX3_57727	PANX3	748
HOXB5_8695	HOXB5	192
TAL1_18687	TAL1	199
ACOT6_73655	ACOT6	919
BECN2_73216	BECN2	232
TMEM179_70922	TMEM179	1021
HTR2C_9043	HTR2C	679
FNBP1_31578	FNBP1	1058
FGFR1OP_30161	FGFR1OP	381
B4GALNT2_58841	B4GALNT2	226
BHLHA15_64031	BHLHA15	793
BCAS4_42926	BCAS4	786
PPP1R16B_34458	PPP1R16B	844
SOST_37475	SOST	730
SDCBP2_35591	SDCBP2	603
WWC1_32344	WWC1	470
CAMTA1_32265	CAMTA1	349
AGTR2_521	AGTR2	1752
ZNF486_55575	ZNF486	509
MYD88_12007	MYD88	768
ZSCAN5A_49014	ZSCAN5A	486
Non-Targeting Control_76502	Non-Targeting Control	1976
GSTM2_7895	GSTM2	709
CIB1_28352	CIB1	235
HIVEP1_8356	HIVEP1	1314
APOBEC4_72639	APOBEC4	364
ATAD1_54404	ATAD1	368
MRGPRE_57799	MRGPRE	482
CAPS2_54070	CAPS2	900
PSMC3IP_36716	PSMC3IP	122
CCR3_3445	CCR3	220
BATF_28418	BATF	451
SMPD1_17794	SMPD1	359
SMPD3_42589	SMPD3	503
PYDC2_62634	PYDC2	180
LIMD2_51344	LIMD2	199
TLX1_8622	TLX1	233
MNS1_42345	MNS1	595
MRC2_26367	MRC2	238
PTPN18_35024	PTPN18	1117
MAGED2_29537	MAGED2	1100
SRRM4_53762	SRRM4	472
SCN4B_16900	SCN4B	945
DND1_70240	DND1	715
ADARB2_274	ADARB2	537
Non-Targeting Control_77363	Non-Targeting Control	3054
TMEM132E_58835	TMEM132E	675
TNFRSF10A_23007	TNFRSF10A	792
APEX2_35982	APEX2	422
SRPK3_35180	SRPK3	836
SNURF_23419	SNURF	394
OR52D1_71579	OR52D1	395
STX12_33453	STX12	129
GNAI3_7316	GNAI3	444
MICA_75966	MICA	219
PIGF_13944	PIGF	626
EPHX2_5695	EPHX2	351
BMP7_1794	BMP7	415
THAP9_49755	THAP9	332
ST18_25684	ST18	125
EFCAB9_68204	EFCAB9	254
IGFALS_9306	IGFALS	500
CLN8_5703	CLN8	835
IL13RA1_9513	IL13RA1	832
Non-Targeting Control_76951	Non-Targeting Control	1421
S100A7_16740	S100A7	974
THEMIS_70762	THEMIS	604
PRG4_27391	PRG4	497
NACC1_56897	NACC1	389
SLC6A4_17529	SLC6A4	804
TTC3_19685	TTC3	36
GATS_70034	GATS	370
ITGB5_9820	ITGB5	217
PSMA3_15149	PSMA3	126
MAGEC1_26531	MAGEC1	1449
PLP1_14200	PLP1	645
BEX4_44205	BEX4	769
AP3M2_29634	AP3M2	720
PHPT1_36422	PHPT1	481
CACNA1G_23394	CACNA1G	205
C7orf55_62917	C7orf55	410
PIDD1_42476	PIDD1	730
RASL10B_55907	RASL10B	850
SIGLEC10_55118	SIGLEC10	242
ZNF250_46610	ZNF250	174
PIGL_24981	PIGL	347
FMR1NB_63196	FMR1NB	854
ADGRF2_66025	ADGRF2	779
SBK1_70948	SBK1	931
PPP3CB_14669	PPP3CB	1252
NUP210L_55765	NUP210L	879
IQUB_62935	IQUB	600
TAF4B_18643	TAF4B	400
ALKBH2_58421	ALKBH2	425
CECR5_36144	CECR5	150
BTN1A1_1929	BTN1A1	678
EPN2_31186	EPN2	775
SLC6A1_17519	SLC6A1	414
MICA_75967	MICA	297
PKD1_14038	PKD1	459
KRTAP19-7_68668	KRTAP19-7	573
CXCL12_17078	CXCL12	216
SLC10A1_17602	SLC10A1	18
Non-Targeting Control_77153	Non-Targeting Control	3586
WBP1_33173	WBP1	581
LOC400863_72294	LOC400863	471
ARSK_62810	ARSK	328
STYXL1_39239	STYXL1	544
DTNA_5120	DTNA	531
KHNYN_32541	KHNYN	479
DDX53_64000	DDX53	312
CPN2_3809	CPN2	660
FTMT_56658	FTMT	508
CDK19_31724	CDK19	628
BVES_30276	BVES	960
MRC1_11735	MRC1	2425
UGT3A2_63938	UGT3A2	397
STOML2_37159	STOML2	161
FEZ1_25443	FEZ1	1325
CD28_2627	CD28	1012
KRT222_58910	KRT222	304
VSTM2B_69428	VSTM2B	405
CBS_2449	CBS	442
WI2-2373I1.2_75686	WI2-2373I1.2	89
PPAP2C_22439	PPAP2C	527
ERLEC1_35876	ERLEC1	614
EML5_63431	EML5	313
OPN5_65767	OPN5	229
Non-Targeting Control_77158	Non-Targeting Control	1403
LOC100506388_75890	LOC100506388	537
ACBD4_49909	ACBD4	157
SLC44A4_51272	SLC44A4	736
IP6K2_38785	IP6K2	1027
FTO_48846	FTO	82
MCC_11220	MCC	388
SEC16B_55182	SEC16B	273
RP1_16267	RP1	155
SLC2A1_17458	SLC2A1	324
YAF2_27129	YAF2	1208
KCNE1_10006	KCNE1	715
DHCR7_4737	DHCR7	400
CCDC185_63754	CCDC185	1762
ZNF7_20465	ZNF7	521
NAPB_47115	NAPB	361
HMGXB4_26804	HMGXB4	307
R3HDM1_33023	R3HDM1	944
HPS6_49992	HPS6	258
RARS_15843	RARS	464
PHF12_46124	PHF12	114
WDR66_61328	WDR66	133
RARG_15839	RARG	302
OXER1_63819	OXER1	237
ARL6_52900	ARL6	451
PHF1_13854	PHF1	746
LYPLAL1_59269	LYPLAL1	1151
CLDN17_34949	CLDN17	732
LZTS3_25891	LZTS3	576
MUC5AC_11918	MUC5AC	429
AAED1_64359	AAED1	469
HIST1H2BE_21673	HIST1H2BE	329
FKBP7_39254	FKBP7	332
GOT1L1_60476	GOT1L1	777
C16orf58_47957	C16orf58	345
TCF21_18872	TCF21	378
ALOX12_661	ALOX12	898
BAX_1594	BAX	2306
CERCAM_37965	CERCAM	674
ANKRD42_68786	ANKRD42	560
PTP4A1_20933	PTP4A1	424
GPR135_47839	GPR135	628
OR1L1_35285	OR1L1	216
RASGEF1C_66623	RASGEF1C	136
EIF2B5_23326	EIF2B5	16
CIB1_28349	CIB1	979
DCC_4561	DCC	343
ETV3L_72990	ETV3L	643
RPUSD4_54357	RPUSD4	217
CBLN2_61776	CBLN2	230
MEGF9_5385	MEGF9	901
TMTC3_63333	TMTC3	777
TEX13A_44069	TEX13A	806
DIXDC1_54986	DIXDC1	580
FAM102A_72098	FAM102A	1078
MPPED2_2056	MPPED2	815
PIR_22270	PIR	1105
FOXJ3_31121	FOXJ3	1238
Non-Targeting Control_76593	Non-Targeting Control	2314
SMIM10_73934	SMIM10	1578
CIDEB_35669	CIDEB	336
CPSF6_29961	CPSF6	290
EGFR_5392	EGFR	187
MAGEE1_46237	MAGEE1	761
HIST2H4B_73580	HIST2H4B	474
HOXC9_8732	HOXC9	218
COQ2_35823	COQ2	495
FIGN_41681	FIGN	161
SMUG1_33224	SMUG1	180
XKR6_68337	XKR6	1045
CEP72_43153	CEP72	1117
FAM150B_68016	FAM150B	741
DDX28_43401	DDX28	183
CALCR_2224	CALCR	474
OR11G2_71791	OR11G2	653
PNCK_60742	PNCK	1433
CYP2D6_4381	CYP2D6	611
KLRB1_10221	KLRB1	447
ACYP2_249	ACYP2	1030
CLU_3377	CLU	224
MMAB_68577	MMAB	792
DRP2_5058	DRP2	398
THEM5_67900	THEM5	502
BLNK_36578	BLNK	338
MROH6_73683	MROH6	252
FAM111A_47101	FAM111A	236
EPYC_5106	EPYC	2278
CXCL16_46511	CXCL16	285
EFNB1_5354	EFNB1	689
SEPHS2_31260	SEPHS2	711
REEP6_56372	REEP6	471
GMEB2_34746	GMEB2	99
APEX1_915	APEX1	610
STEAP3_42049	STEAP3	1818
LY6K_40477	LY6K	1084
Non-Targeting Control_76671	Non-Targeting Control	2819
HS3ST3A1_26554	HS3ST3A1	502
MAGEB16_60732	MAGEB16	1774
MXRA5_33967	MXRA5	278
SNED1_34283	SNED1	229
NCSTN_32652	NCSTN	572
LEP_10576	LEP	548
HLTF_17747	HLTF	852
OR1L1_35284	OR1L1	339
FLCN_64829	FLCN	497
ORM1_13117	ORM1	513
WARS2_27839	WARS2	856
LRRC32_6878	LRRC32	717
ADD2_321	ADD2	880
SLC12A9_44808	SLC12A9	114
UBIAD1_36767	UBIAD1	304
FN1_6517	FN1	511
IL17C_35778	IL17C	444
TRIML1_69068	TRIML1	1066
MAGEA4_11012	MAGEA4	1122
KLRG2_69771	KLRG2	1164
FPGT-TNNI3K_76050	FPGT-TNNI3K	456
TOX_25882	TOX	1285
DRICH1_38201	DRICH1	1208
LY86_24868	LY86	711
VTI1A_61145	VTI1A	578
ENPP4_31077	ENPP4	226
ARMCX4_75394	ARMCX4	228
WDFY3_31427	WDFY3	202
WNT7B_20283	WNT7B	352
SLC25A41_67860	SLC25A41	573
ZSCAN5A_49011	ZSCAN5A	1001
GABRR1_6797	GABRR1	1938
OR10H1_35166	OR10H1	955
RMND5A_48089	RMND5A	253
TRAK1_31190	TRAK1	277
CELA3B_32811	CELA3B	1226
VNN1_23265	VNN1	380
PSG11_15134	PSG11	1061
ZC3HAV1L_56102	ZC3HAV1L	1003
MYO19_50855	MYO19	708
REL_15981	REL	726
Non-Targeting Control_76834	Non-Targeting Control	2121
ARNTL2_44642	ARNTL2	317
KPNA2_10274	KPNA2	178
DSCC1_48869	DSCC1	875
CPXM2_58155	CPXM2	782
NXF1_28237	NXF1	632
ECT2L_69717	ECT2L	631
WFDC10B_67118	WFDC10B	553
CARD10_36602	CARD10	401
PPOX_14559	PPOX	216
BCL3_1651	BCL3	1355
PLG_14151	PLG	1063
EMCN_39346	EMCN	808
LRIG3_58333	LRIG3	385
RGN_23876	RGN	634
ABCG4_47461	ABCG4	286
TST_19671	TST	781
SLC25A47_67434	SLC25A47	427
QTRTD1_49644	QTRTD1	262
KCNK1_10083	KCNK1	536
CCDC54_54048	CCDC54	703
CYP4F12_48595	CYP4F12	544
KBTBD8_53771	KBTBD8	355
ACAD8_35443	ACAD8	442
RIPK1_22839	RIPK1	615
HIST1H4D_21738	HIST1H4D	264
