sgRNA	Gene	E8_T0
BEAN1_61553	BEAN1	1367
METTL21A_62454	METTL21A	439
CXCL17_67760	CXCL17	297
H2AFX_8115	H2AFX	684
XXYLT1_62589	XXYLT1	791
ZNF618_57396	ZNF618	959
NCOR2_25361	NCOR2	773
SRP9_18198	SRP9	82
CCDC151_57600	CCDC151	1243
CBR1_2442	CBR1	999
TMED1_29863	TMED1	1502
KRTAP26-1_71201	KRTAP26-1	499
BARX1_43853	BARX1	637
Non-Targeting Control_76617	Non-Targeting Control	2976
CEBPA_3002	CEBPA	2315
CLDN16_28911	CLDN16	2634
SPPL2C_63546	SPPL2C	1207
HSBP1_8866	HSBP1	862
CCDC62_53960	CCDC62	1396
EPB41L2_5632	EPB41L2	426
PAQR5_40767	PAQR5	284
TAAR9_60310	TAAR9	3375
ZNF106_47700	ZNF106	251
NMNAT3_70014	NMNAT3	767
KRT75_23914	KRT75	2509
PRR23B_71304	PRR23B	1595
CYP3A7-CYP3A51P_76241	CYP3A7-CYP3A51P	427
SLC33A1_24154	SLC33A1	1342
OR52K2_58208	OR52K2	711
BBOX1_21892	BBOX1	213
Non-Targeting Control_76691	Non-Targeting Control	3654
SPATA31D1_71474	SPATA31D1	640
STAU1_18376	STAU1	944
LAMTOR2_36210	LAMTOR2	617
SYNGR4_33120	SYNGR4	1947
COL25A1_53822	COL25A1	152
TMEM8B_39435	TMEM8B	666
METTL6_60008	METTL6	441
Non-Targeting Control_76901	Non-Targeting Control	2232
SNX6_46697	SNX6	326
GNAT3_69755	GNAT3	887
TRAK2_48608	TRAK2	2272
DVL1_5183	DVL1	484
ZNF664_61312	ZNF664	321
SEPW1_17156	SEPW1	706
Non-Targeting Control_76499	Non-Targeting Control	6813
CORO7_49325	CORO7	580
BEND6_65757	BEND6	840
ZNF529_46304	ZNF529	1599
XAGE1B_74263	XAGE1B	460
TUBA4A_19720	TUBA4A	1087
PRR5-ARHGAP8_73560	PRR5-ARHGAP8	35
SLC15A5_74821	SLC15A5	1715
ZPLD1_59927	ZPLD1	2522
PAQR4_58705	PAQR4	2758
MAVS_45665	MAVS	55
Non-Targeting Control_77111	Non-Targeting Control	1923
TMEM39A_42098	TMEM39A	1457
SLC51B_58610	SLC51B	1549
TNFAIP3_19373	TNFAIP3	281
CNGA4_3504	CNGA4	871
RNF38_62595	RNF38	996
KRTAP19-4_68655	KRTAP19-4	275
VCX3A_38861	VCX3A	675
HIST1H2BN_21663	HIST1H2BN	147
IL1RAPL1_30243	IL1RAPL1	2586
CD1E_2547	CD1E	2348
SRPK3_35179	SRPK3	2790
TCAIM_68118	TCAIM	2243
GREB1L_50561	GREB1L	616
CLEC7A_47836	CLEC7A	466
VSTM2A_65942	VSTM2A	949
PIK3R2_13995	PIK3R2	246
CREB3L2_47990	CREB3L2	614
NPLOC4_42976	NPLOC4	50
FPGT_22982	FPGT	1083
KRT81_10406	KRT81	1623
COX6A1_3709	COX6A1	498
CDC42EP4_33213	CDC42EP4	1021
RFPL1_16060	RFPL1	1164
FAM131A_59944	FAM131A	625
PNPLA6_29508	PNPLA6	542
NME5_21789	NME5	1472
ZNF624_45804	ZNF624	1197
Non-Targeting Control_77315	Non-Targeting Control	4156
C11orf98_76400	C11orf98	449
FAHD2A_37524	FAHD2A	461
IL22RA2_57741	IL22RA2	2081
GFRA4_47358	GFRA4	2334
PAXIP1_31341	PAXIP1	4836
C9orf173_73134	C9orf173	1960
NAPSA_24953	NAPSA	1394
TRAPPC9_52380	TRAPPC9	48
MID1IP1_46671	MID1IP1	3571
PDIA2_47912	PDIA2	1476
PIP_14016	PIP	920
ESD_5799	ESD	1799
Non-Targeting Control_77231	Non-Targeting Control	4267
MSANTD1_69672	MSANTD1	588
RITA1_54530	RITA1	945
TCTEX1D4_69550	TCTEX1D4	1896
LRIG3_58335	LRIG3	416
SUPT3H_22020	SUPT3H	1808
AZGP1_1541	AZGP1	456
KRT79_68812	KRT79	691
SYT2_59435	SYT2	212
Non-Targeting Control_76875	Non-Targeting Control	3523
TEN1_75499	TEN1	175
AP3D1_23477	AP3D1	523
LIMS3L_75692	LIMS3L	333
FAM168B_59766	FAM168B	301
FOXD4L1_64704	FOXD4L1	1135
Non-Targeting Control_77116	Non-Targeting Control	2279
CDX4_2992	CDX4	1194
LOC102723859_76411	LOC102723859	2693
KLF1_28841	KLF1	1353
PHF2_13857	PHF2	445
KDM4E_71722	KDM4E	1172
LOC102723859_76410	LOC102723859	4800
OR6B1_60400	OR6B1	1061
HTRA1_15074	HTRA1	2278
KCNJ18_75492	KCNJ18	1437
ACSM2A_58667	ACSM2A	1486
ANKDD1B_74785	ANKDD1B	1143
MSR1_11781	MSR1	537
OR6F1_69511	OR6F1	959
Non-Targeting Control_76678	Non-Targeting Control	5115
Non-Targeting Control_76937	Non-Targeting Control	3155
GBX2_6957	GBX2	1552
AMN1_64401	AMN1	2089
EIF3CL_74765	EIF3CL	115
SMYD3_47951	SMYD3	1708
OSBPL11_57322	OSBPL11	1605
AP1AR_42513	AP1AR	1207
RASSF2_25913	RASSF2	983
DTWD1_44782	DTWD1	1630
FAM156A_36356	FAM156A	1655
PERP_47283	PERP	1538
GFY_75927	GFY	813
TSC22D3_5097	TSC22D3	502
ICOS_36672	ICOS	1069
EML5_63429	EML5	885
USP17L27_74679	USP17L27	1286
CALB2_2208	CALB2	1515
XIAP_925	XIAP	767
CCNL1_44852	CCNL1	1357
ZNF311_67153	ZNF311	359
ALS2CR11_62475	ALS2CR11	286
SRSF4_17204	SRSF4	867
CCDC169_74732	CCDC169	1017
Non-Targeting Control_76557	Non-Targeting Control	4810
Non-Targeting Control_77302	Non-Targeting Control	3000
Non-Targeting Control_77391	Non-Targeting Control	4045
Non-Targeting Control_77222	Non-Targeting Control	4027
IL20_37249	IL20	5113
TOR2A_36127	TOR2A	975
DCAF16_40858	DCAF16	450
NOMO2_67503	NOMO2	672
HAMP_46416	HAMP	1978
Non-Targeting Control_77420	Non-Targeting Control	3689
ITGA3_9755	ITGA3	445
HMGB2_8482	HMGB2	1889
CBLN1_2433	CBLN1	272
HSD3B1_8869	HSD3B1	899
CDKL1_23068	CDKL1	245
TAS2R38_15308	TAS2R38	336
SERPINB8_13909	SERPINB8	901
FNBP1_31578	FNBP1	1343
TRUB2_35369	TRUB2	331
MLLT1_11549	MLLT1	258
METTL18_56216	METTL18	393
CIART_62039	CIART	938
YY1_20388	YY1	548
NAT1_11	NAT1	233
MEGF8_5381	MEGF8	1010
ANAPC7_38751	ANAPC7	514
LZTS3_25889	LZTS3	901
OR5AU1_71804	OR5AU1	173
NEIL3_42069	NEIL3	309
RFX4_16075	RFX4	1279
GTPBP6_21435	GTPBP6	919
Non-Targeting Control_77137	Non-Targeting Control	3562
ZSWIM2_62440	ZSWIM2	683
SPANXN2_73421	SPANXN2	1849
RHAG_16128	RHAG	892
TMEM204_49524	TMEM204	1329
CMTM7_56827	CMTM7	371
MUC1_11905	MUC1	919
GP1BB_7445	GP1BB	903
GSTM3_7898	GSTM3	188
Non-Targeting Control_77058	Non-Targeting Control	3546
EML3_66760	EML3	1720
EVC_5870	EVC	1193
Non-Targeting Control_76963	Non-Targeting Control	3639
SAMD15_63422	SAMD15	412
SLC25A53_72494	SLC25A53	2601
IL22RA1_46706	IL22RA1	160
Non-Targeting Control_76938	Non-Targeting Control	1535
SNX27_51777	SNX27	2254
Non-Targeting Control_77132	Non-Targeting Control	3145
MRPL55_59494	MRPL55	1669
TMEM221_75292	TMEM221	709
PRR23A_74961	PRR23A	1619
TNFRSF9_9533	TNFRSF9	951
FAM127C_73152	FAM127C	1238
SYNPO_30839	SYNPO	248
SV2C_31383	SV2C	342
RNASEH2A_28406	RNASEH2A	198
Non-Targeting Control_76890	Non-Targeting Control	2689
EFCAB11_55325	EFCAB11	460
ACBD7_72747	ACBD7	674
NUDCD3_32655	NUDCD3	510
FERD3L_66069	FERD3L	1165
SPATA31D3_71470	SPATA31D3	1521
TMEM185A_53787	TMEM185A	407
COA7_48490	COA7	1303
CREB3L2_47989	CREB3L2	1377
TRIM58_34003	TRIM58	1898
Non-Targeting Control_76766	Non-Targeting Control	5979
Non-Targeting Control_76722	Non-Targeting Control	4102
OR10W1_51558	OR10W1	1313
SLC22A6_24586	SLC22A6	1070
UQCRC1_20022	UQCRC1	975
ZNF587B_75733	ZNF587B	1348
Non-Targeting Control_76443	Non-Targeting Control	3900
SPATA31E1_68407	SPATA31E1	210
TRIM22_27820	TRIM22	214
ZNF81_69804	ZNF81	2471
GUCY1A3_8007	GUCY1A3	400
NPIPA8_76300	NPIPA8	1277
RAB11A_22915	RAB11A	844
MXRA8_40297	MXRA8	1219
AGXT_529	AGXT	265
HAT1_22181	HAT1	2437
VSIG8_71944	VSIG8	758
DCUN1D3_58670	DCUN1D3	2707
INSL4_9653	INSL4	1077
UBL5_46757	UBL5	192
OR6C3_66506	OR6C3	686
CENPV_64827	CENPV	280
FZD5_21006	FZD5	1516
R3HDML_61082	R3HDML	208
LY6D_22389	LY6D	1550
OR6B1_60398	OR6B1	644
ST6GALNAC6_37082	ST6GALNAC6	379
ANKRD26_31000	ANKRD26	1722
CTAGE4_75165	CTAGE4	1016
CHD1_3124	CHD1	779
ING2_9593	ING2	1312
CD180_10889	CD180	1472
CLDN14_33179	CLDN14	441
GHSR_7125	GHSR	684
OR10A5_61271	OR10A5	824
ITGA4_9760	ITGA4	1107
Non-Targeting Control_76871	Non-Targeting Control	4201
MCOLN1_45262	MCOLN1	741
GLIPR2_62599	GLIPR2	1092
ZC3HC1_38960	ZC3HC1	1872
API5_22250	API5	2431
ZNF572_60471	ZNF572	1426
JARID2_9912	JARID2	351
ERMARD_43351	ERMARD	848
PPAPDC1B_53704	PPAPDC1B	743
PAGE3_60760	PAGE3	1503
CKS1B_3312	CKS1B	286
FRZB_6589	FRZB	2290
TRPV4_46783	TRPV4	115
YJEFN3_70365	YJEFN3	2293
C9orf131_60609	C9orf131	487
SLC35F4_69353	SLC35F4	1182
TEX264_38618	TEX264	1594
COBL_32201	COBL	669
PPM1N_61833	PPM1N	1997
RIMS1_31423	RIMS1	462
LRRC37B_57151	LRRC37B	188
ZBED5_46554	ZBED5	965
Non-Targeting Control_76594	Non-Targeting Control	6206
PHF10_42158	PHF10	744
C22orf23_53922	C22orf23	1217
GAB3_60738	GAB3	1316
RSPO3_54321	RSPO3	3399
ANKRD30A_55729	ANKRD30A	2357
BGLAP_1706	BGLAP	815
FOXJ1_6406	FOXJ1	1152
ADAMTS2_25045	ADAMTS2	1182
TRIM71_59938	TRIM71	2037
RPP40_29199	RPP40	740
VEZF1_20740	VEZF1	2791
SEL1L2_51183	SEL1L2	1244
BAG6_21076	BAG6	332
TTLL2_52612	TTLL2	846
NOTCH1_12722	NOTCH1	978
SPTBN5_38530	SPTBN5	293
Non-Targeting Control_76725	Non-Targeting Control	2945
RPUSD4_54356	RPUSD4	951
SCRT2_55043	SCRT2	1758
GOLGA8B_72908	GOLGA8B	204
SH2D4B_70802	SH2D4B	1205
USP42_52961	USP42	1131
C5orf46_71358	C5orf46	829
SAP30L_49634	SAP30L	1914
UBASH3A_39562	UBASH3A	451
ST6GALNAC4_35545	ST6GALNAC4	1628
MBD4_23435	MBD4	804
SPATA25_59564	SPATA25	173
FAM126A_53985	FAM126A	1234
MID1_11487	MID1	626
TNFSF13B_28883	TNFSF13B	678
SMR3A_35322	SMR3A	2823
GREB1_25613	GREB1	541
AKAP9_27143	AKAP9	1766
BEX4_44206	BEX4	1768
FGB_6225	FGB	686
ICAM1_9096	ICAM1	434
ITPRIP_54956	ITPRIP	1353
Non-Targeting Control_76622	Non-Targeting Control	4691
TSHR_19646	TSHR	1075
RSRP1_44874	RSRP1	1893
TRAF6_19570	TRAF6	467
FANCB_6067	FANCB	424
TMPRSS4_44317	TMPRSS4	421
PPCS_49729	PPCS	2345
DNAH3_42677	DNAH3	244
SLC27A2_29807	SLC27A2	929
RGS21_72812	RGS21	546
SH3BP5_24922	SH3BP5	986
Non-Targeting Control_77002	Non-Targeting Control	2704
VAV1_20089	VAV1	1732
ZNF614_50706	ZNF614	1188
Non-Targeting Control_77251	Non-Targeting Control	4606
MCAM_11214	MCAM	2061
HCCS_8226	HCCS	2005
NHLRC4_67545	NHLRC4	2394
UNCX_69128	UNCX	2031
SSX3_27383	SSX3	1978
ZNF524_61867	ZNF524	952
HIST1H2BO_21691	HIST1H2BO	1452
SLC25A38_41202	SLC25A38	992
KAT2A_6998	KAT2A	500
LY86_24867	LY86	1527
SEC24A_29213	SEC24A	178
ADAMTS18_64221	ADAMTS18	1540
NARR_76232	NARR	291
CASQ1_2372	CASQ1	345
Non-Targeting Control_77197	Non-Targeting Control	5521
ZBTB9_65833	ZBTB9	459
B3GALT5_27732	B3GALT5	639
6-Sep_31902	6-Sep	2298
ECSIT_38397	ECSIT	1691
PPP1CB_14568	PPP1CB	35
SCIN_55025	SCIN	2164
NSDHL_37361	NSDHL	1054
KATNAL1_52786	KATNAL1	909
FHOD3_50906	FHOD3	685
ADGRL3_32338	ADGRL3	793
YBEY_39743	YBEY	255
PCDH8_13407	PCDH8	937
OR1L1_35286	OR1L1	770
KANSL1L_62429	KANSL1L	2465
TIMP4_19215	TIMP4	660
PCYT1B_24926	PCYT1B	1307
CAMTA2_31795	CAMTA2	1203
CPN2_3809	CPN2	804
Non-Targeting Control_76451	Non-Targeting Control	4845
AXIN1_21562	AXIN1	1579
COX15_3754	COX15	708
SLC25A22_49843	SLC25A22	451
ARL1_1159	ARL1	986
TCEAL2_60845	TCEAL2	678
GPR18_7545	GPR18	744
ERI1_55485	ERI1	1206
PDE6A_13530	PDE6A	760
Non-Targeting Control_77108	Non-Targeting Control	1832
AMPD3_745	AMPD3	294
OR4P4_51538	OR4P4	746
FAM180B_72139	FAM180B	1203
SPRY4_51957	SPRY4	781
S1PR5_39611	S1PR5	2560
MEFV_11332	MEFV	299
HOXD1_8752	HOXD1	1855
PSPH_15293	PSPH	2465
CEBPG_3018	CEBPG	650
FAM96A_53091	FAM96A	916
Non-Targeting Control_77001	Non-Targeting Control	1913
HOXB6_8699	HOXB6	2405
POU3F2_14454	POU3F2	600
DRAXIN_70400	DRAXIN	124
OVOL3_74650	OVOL3	449
AAK1_30989	AAK1	545
C19orf67_74092	C19orf67	689
FAM69C_58946	FAM69C	447
DNAJC17_41872	DNAJC17	243
MOCOS_41386	MOCOS	1544
PRTN3_15082	PRTN3	799
DUT_5178	DUT	1230
TLDC2_60934	TLDC2	1757
CXCL6_17042	CXCL6	683
CARHSP1_33250	CARHSP1	2362
CWC22_46272	CWC22	218
STX3_18444	STX3	1823
Non-Targeting Control_76955	Non-Targeting Control	4644
MYO6_12116	MYO6	933
MYOD1_12141	MYOD1	2510
KIAA1841_53775	KIAA1841	477
FCER1G_6139	FCER1G	1389
NEUROD1_12469	NEUROD1	2667
TM9SF4_25940	TM9SF4	97
DBX1_58244	DBX1	671
MYO5B_12112	MYO5B	694
RTN2_16677	RTN2	596
P4HA1_13216	P4HA1	636
CD200_11690	CD200	1660
FAM216B_61376	FAM216B	440
C7orf66_62947	C7orf66	312
IMPG1_9577	IMPG1	414
PRR27_72361	PRR27	1030
ALDH9A1_630	ALDH9A1	485
MLF1_11522	MLF1	624
MLPH_48890	MLPH	266
TCF19_18864	TCF19	602
MOXD1_34314	MOXD1	294
ZNF827_62666	ZNF827	1007
SRSF6_17211	SRSF6	529
PFKFB1_13737	PFKFB1	1400
XCL1_17054	XCL1	686
SARAF_39276	SARAF	548
CYP2A7_4349	CYP2A7	517
ADPRH_385	ADPRH	1773
FAM171B_63827	FAM171B	926
FAM170A_69088	FAM170A	2315
RAB33A_24605	RAB33A	2209
RGL3_45097	RGL3	2038
Non-Targeting Control_77069	Non-Targeting Control	5170
MRPS33_39226	MRPS33	2236
IFT88_21294	IFT88	560
OR4C12_67193	OR4C12	2551
NDN_12257	NDN	1188
DMRTC1B_74757	DMRTC1B	1766
LOC101927572_76345	LOC101927572	1313
TUBB_65031	TUBB	855
IFIT1B_72830	IFIT1B	571
NPY5R_12827	NPY5R	954
ZNF28_20535	ZNF28	3051
Non-Targeting Control_76577	Non-Targeting Control	5079
DPH3P1_75452	DPH3P1	249
DACT3_61886	DACT3	1502
Non-Targeting Control_76925	Non-Targeting Control	3180
WSCD1_32386	WSCD1	672
COMP_3666	COMP	1355
FCAMR_52718	FCAMR	1786
TAS2R9_37382	TAS2R9	291
KRT71_56858	KRT71	683
Non-Targeting Control_76545	Non-Targeting Control	5108
GATAD2B_45504	GATAD2B	178
ATOX1_1325	ATOX1	655
BIK_1732	BIK	1067
LOC389895_71528	LOC389895	721
SOCS1_22571	SOCS1	787
SLC12A5_45541	SLC12A5	758
CPVL_40095	CPVL	1092
C16orf47_70968	C16orf47	1987
AKAP3_28515	AKAP3	831
IZUMO2_59042	IZUMO2	813
CHMP1A_13446	CHMP1A	879
MB21D1_57399	MB21D1	1520
FUBP1_23282	FUBP1	1726
CD164L2_71117	CD164L2	706
ENGASE_48012	ENGASE	212
DMRTC2_47203	DMRTC2	836
FUT2_6648	FUT2	1407
SGTB_40244	SGTB	1645
PROSC_30475	PROSC	466
BOLA2B_74447	BOLA2B	933
C9orf129_73320	C9orf129	768
PHF5A_54277	PHF5A	1
UBAC1_28032	UBAC1	532
TEX9_70301	TEX9	3158
SIX1_17389	SIX1	851
APEX2_35981	APEX2	3767
CA4_2106	CA4	540
Non-Targeting Control_77338	Non-Targeting Control	4578
RNMTL1_41826	RNMTL1	1185
KALRN_23567	KALRN	972
FIZ1_54490	FIZ1	2850
SPIN2A_39993	SPIN2A	387
TRAPPC9_52379	TRAPPC9	574
PATE1_63306	PATE1	2441
C15orf40_58599	C15orf40	437
MTCH1_33584	MTCH1	688
ESD_5800	ESD	2916
Non-Targeting Control_77337	Non-Targeting Control	2478
ABHD14B_54262	ABHD14B	1308
GBX2_6960	GBX2	2170
COLGALT2_31806	COLGALT2	2973
DCP2_63948	DCP2	476
APOL2_33574	APOL2	456
ZNF16_20494	ZNF16	1817
GLRX_7259	GLRX	2778
TRIM64_58231	TRIM64	2617
LRGUK_60438	LRGUK	1029
ECHDC2_42138	ECHDC2	870
PLXNB1_14234	PLXNB1	238
IMPA1_9564	IMPA1	824
OR6B3_62376	OR6B3	1559
Non-Targeting Control_76602	Non-Targeting Control	4631
SLITRK1_57226	SLITRK1	1852
GPR161_32799	GPR161	879
SEMA3A_27878	SEMA3A	1514
ZNF549_66699	ZNF549	606
TMEM150C_73048	TMEM150C	1630
HNRNPUL2_65693	HNRNPUL2	275
ZNF208_20823	ZNF208	2369
SAMD13_62026	SAMD13	830
SIRPB2_67988	SIRPB2	1140
PDF_47468	PDF	215
KRTAP19-5_68657	KRTAP19-5	911
PLVAP_52185	PLVAP	663
FAM109B_62326	FAM109B	1328
ADAM15_22886	ADAM15	2890
TANK_26722	TANK	221
LRP4_10799	LRP4	606
DIXDC1_54983	DIXDC1	1374
PROKR2_59594	PROKR2	377
RNF157_57248	RNF157	380
OR51G1_49159	OR51G1	608
STAG1_27596	STAG1	452
ADARB1_272	ADARB1	1319
CYP11A1_4423	CYP11A1	83
C22orf34_69959	C22orf34	742
MOAP1_47405	MOAP1	196
DAO_4507	DAO	1518
MS4A3_2613	MS4A3	2183
ID1_9118	ID1	1239
THAP4_37719	THAP4	760
ARID3B_28693	ARID3B	1764
EDEM3_51028	EDEM3	796
SMARCC2_17764	SMARCC2	699
BOD1_55777	BOD1	1012
MMP13_11623	MMP13	1026
NEUROD2_12473	NEUROD2	1479
MC1R_11193	MC1R	1641
TACO1_38131	TACO1	1727
TSPO2_66032	TSPO2	706
OR4C3_66716	OR4C3	1757
LAGE3_21492	LAGE3	618
HIST1H4H_21758	HIST1H4H	662
Non-Targeting Control_76748	Non-Targeting Control	3077
PRDM6_56462	PRDM6	912
CEP57_25672	CEP57	3432
NFKBIZ_47643	NFKBIZ	848
CREG1_23036	CREG1	1122
SIGLEC14_75118	SIGLEC14	223
SLC37A3_53236	SLC37A3	672
KIF17_45902	KIF17	806
TMEM223_48833	TMEM223	2546
GORAB_56218	GORAB	573
SNURF_23417	SNURF	690
DMD_4849	DMD	1273
TLCD2_74517	TLCD2	402
OLIG3_63973	OLIG3	566
CCR1_3443	CCR1	639
USP12_65210	USP12	58
KRTAP19-2_68645	KRTAP19-2	1512
TRIM26_20748	TRIM26	297
ZC2HC1C_49663	ZC2HC1C	1111
VSIG1_69211	VSIG1	2023
CD74_2749	CD74	596
Non-Targeting Control_76686	Non-Targeting Control	3775
UAP1L1_55819	UAP1L1	315
CDKN2A_2937	CDKN2A	1918
EMILIN1_30166	EMILIN1	1225
NPBWR1_7516	NPBWR1	728
PPP4R1_26660	PPP4R1	1997
CTDSPL_27394	CTDSPL	532
ZBTB14_20425	ZBTB14	216
SHISA4_62151	SHISA4	148
TPGS1_56082	TPGS1	1060
CRH_3883	CRH	979
ASB14_61116	ASB14	350
STK36_35687	STK36	3762
RDX_15976	RDX	1676
DPPA4_41946	DPPA4	532
IGF2BP3_28777	IGF2BP3	845
GNAQ_7327	GNAQ	1418
EPS15L1_46649	EPS15L1	774
GLYAT_27514	GLYAT	524
AIPL1_33517	AIPL1	1166
RASSF6_63919	RASSF6	590
OR1M1_58980	OR1M1	71
OR2A2_73264	OR2A2	238
PLEC_14147	PLEC	729
PLEKHG4B_62786	PLEKHG4B	186
FNDC9_72726	FNDC9	671
CCDC30_74741	CCDC30	717
CFAP221_64708	CFAP221	507
ZNF43_20574	ZNF43	953
SUMO3_17807	SUMO3	1189
C5orf15_44689	C5orf15	1203
ANAPC15_34048	ANAPC15	1043
DRD2_5033	DRD2	2063
CDC42BPG_42668	CDC42BPG	1171
PTPRH_15491	PTPRH	982
MSH3_11758	MSH3	1809
TMCC2_26401	TMCC2	455
SMURF2_47944	SMURF2	649
GBP7_71131	GBP7	1107
REPS1_54742	REPS1	1508
OR2H1_35275	OR2H1	827
CES4A_67512	CES4A	714
CDC16_23287	CDC16	432
AP1S3_59795	AP1S3	771
INPP5J_35623	INPP5J	452
LCE1D_70067	LCE1D	2044
KCNA5_9960	KCNA5	607
OR3A3_21816	OR3A3	934
KRT6A_10327	KRT6A	548
EEPD1_51389	EEPD1	504
LRP10_34363	LRP10	360
ZMYM2_20803	ZMYM2	841
TMEM9B_44371	TMEM9B	1349
IZUMO1R_71717	IZUMO1R	1523
PLAC8_38479	PLAC8	1673
TNPO3_33086	TNPO3	320
FAHD2A_37523	FAHD2A	733
MAPK8_14901	MAPK8	812
ANKRD13D_68783	ANKRD13D	907
RAB3C_57584	RAB3C	1759
FAM32A_34351	FAM32A	1057
SFTPD_17236	SFTPD	1101
NEB_12298	NEB	501
PATE4_72166	PATE4	1130
Non-Targeting Control_76719	Non-Targeting Control	4575
LPAR4_7566	LPAR4	711
Non-Targeting Control_76995	Non-Targeting Control	2475
PRR12_45583	PRR12	1576
OR2AP1_58324	OR2AP1	727
SUMO3_17808	SUMO3	1984
ZNF705A_72866	ZNF705A	708
KERA_30064	KERA	2149
Non-Targeting Control_76507	Non-Targeting Control	4420
LAMP1_10495	LAMP1	1226
MMP11_11615	MMP11	780
TMEM117_53123	TMEM117	429
OPRM1_13065	OPRM1	338
ME1_11297	ME1	456
OR4F3_35249	OR4F3	242
HACL1_34492	HACL1	2034
PCM1_13427	PCM1	494
ZNF81_69803	ZNF81	406
KLHL35_67258	KLHL35	2160
FSIP2_72327	FSIP2	777
SYNE1_32521	SYNE1	945
CDX1_2982	CDX1	787
FAM160A1_74986	FAM160A1	1487
PPAPDC2_72635	PPAPDC2	705
KLHDC9_59240	KLHDC9	245
ARHGEF6_24900	ARHGEF6	1218
TMCC3_45499	TMCC3	377
MNDA_11657	MNDA	1026
NAA60_50319	NAA60	162
Non-Targeting Control_77059	Non-Targeting Control	4232
MYZAP_76223	MYZAP	824
KRT40_58914	KRT40	350
GPX6_66886	GPX6	751
TMIE_66953	TMIE	358
PDCL_13350	PDCL	611
KCTD11_61730	KCTD11	1210
CENPJ_43530	CENPJ	846
TMEM8C_71504	TMEM8C	596
Non-Targeting Control_76729	Non-Targeting Control	2669
Non-Targeting Control_76753	Non-Targeting Control	4263
IL17A_9540	IL17A	1230
CSDE1_20950	CSDE1	927
MCL1_11231	MCL1	463
CREB3L2_47988	CREB3L2	511
ERO1LB_44288	ERO1LB	1730
EPAS1_5619	EPAS1	1142
PLG_14151	PLG	2150
CALB1_2202	CALB1	1811
ADGRG5_65723	ADGRG5	291
LYAR_42904	LYAR	1168
NUDT10_64205	NUDT10	4268
SGK223_62997	SGK223	867
IL12RB2_9506	IL12RB2	716
PMM2_14263	PMM2	1308
ISCA2_58561	ISCA2	585
CD320_38389	CD320	1477
CDK19_31726	CDK19	1483
TRAPPC6B_58481	TRAPPC6B	907
7-Mar_48154	7-Mar	1612
SERPINB6_13901	SERPINB6	522
SIK2_32175	SIK2	564
SYT14_66683	SYT14	756
PSD4_33135	PSD4	560
SHH_17314	SHH	959
AFP_487	AFP	307
KRTAP20-1_68669	KRTAP20-1	1921
ELMO3_49886	ELMO3	1487
RASGEF1B_62737	RASGEF1B	859
BSPRY_40717	BSPRY	2193
SYPL1_18577	SYPL1	1411
KIAA0226L_50860	KIAA0226L	2038
TM7SF3_39471	TM7SF3	261
GSDMA_67645	GSDMA	719
GHR_7116	GHR	987
ARHGAP8_33568	ARHGAP8	237
Non-Targeting Control_76758	Non-Targeting Control	3758
ZFYVE19_54538	ZFYVE19	687
TBX15_18778	TBX15	681
MAGEA10-MAGEA5_76189	MAGEA10-MAGEA5	1540
C20orf141_59589	C20orf141	921
Non-Targeting Control_77188	Non-Targeting Control	3250
ZGRF1_42404	ZGRF1	438
ITPKB_9872	ITPKB	425
ATP5I_1443	ATP5I	1040
Non-Targeting Control_77259	Non-Targeting Control	1906
FAM107B_52312	FAM107B	1201
TMEM44_56446	TMEM44	963
SNPH_25850	SNPH	1381
CDK11A_74752	CDK11A	2958
CCSAP_59213	CCSAP	1707
PCNT_13437	PCNT	1031
PCDHGB6_43890	PCDHGB6	2842
DPCD_34062	DPCD	1242
HNRNPAB_8584	HNRNPAB	566
BTN1A1_1931	BTN1A1	882
OOSP2_65516	OOSP2	631
HHLA1_26959	HHLA1	884
HOXB5_8694	HOXB5	1067
GRM2_7791	GRM2	1056
C3orf56_68097	C3orf56	1027
ATXN7_16851	ATXN7	704
LYPD5_67768	LYPD5	727
PMM1_14258	PMM1	3354
CAPN3_2296	CAPN3	1344
FSD2_58643	FSD2	452
Non-Targeting Control_77160	Non-Targeting Control	1919
CYSLTR2_44993	CYSLTR2	1666
PRSS56_74154	PRSS56	487
CGB7_56643	CGB7	1940
TM9SF4_25937	TM9SF4	945
SCFD1_32254	SCFD1	1692
CCDC169_74731	CCDC169	1516
Non-Targeting Control_77389	Non-Targeting Control	3216
CLCN1_3343	CLCN1	738
ZNF519_63555	ZNF519	389
RBM25_46662	RBM25	179
TLR5_19292	TLR5	253
TCF3_18830	TCF3	1038
FABP12_74098	FABP12	1238
BRE_25267	BRE	1695
OR11G2_71789	OR11G2	473
PROB1_71356	PROB1	871
SBK3_75316	SBK3	1128
GPR21_7558	GPR21	1289
OPN1LW_15959	OPN1LW	3613
FAM161A_52982	FAM161A	1289
ANKRD33_69323	ANKRD33	459
BCAS2_27637	BCAS2	938
ARL6_52900	ARL6	1007
PPARG_14499	PPARG	1137
TYW1_42094	TYW1	1706
PPP1R11_18921	PPP1R11	136
APBA3_25173	APBA3	237
FAM198A_74829	FAM198A	2550
AKAP14_63223	AKAP14	2516
LRRFIP1_24183	LRRFIP1	1158
IGDCC3_25165	IGDCC3	5107
EPB41L4A_47362	EPB41L4A	1036
CALY_37292	CALY	2452
UQCR11_29731	UQCR11	1657
