sgRNA	Gene	Clip2_5_DE_GFP_low_BC17_IGO_09496_9_S9
PPRC1_31675	PPRC1	43
FAM19A1_72707	FAM19A1	132
AVPR1A_1528	AVPR1A	204
HIST1H2AD_8111	HIST1H2AD	66
FA2H_49017	FA2H	50
IL18BP_26900	IL18BP	36
Non-Targeting Control_76646	Non-Targeting Control	224
PYROXD2_54191	PYROXD2	160
CD3E_2557	CD3E	73
PCED1B_55869	PCED1B	159
B3GAT2_60335	B3GAT2	130
MPP6_39287	MPP6	182
OR8K5_65263	OR8K5	80
CYLC1_4321	CYLC1	230
CHRNA3_3227	CHRNA3	25
ABI1_26707	ABI1	62
COPZ2_38178	COPZ2	114
OR52N1_49256	OR52N1	79
LTBR_10856	LTBR	64
MKKS_21389	MKKS	100
MRPL48_39199	MRPL48	140
OR2T4_59300	OR2T4	70
MOSPD1_44107	MOSPD1	115
NARS2_49780	NARS2	66
SLC26A11_67662	SLC26A11	59
EDNRA_5291	EDNRA	187
RAB26_33863	RAB26	108
ZBTB21_37172	ZBTB21	168
PTPN4_15425	PTPN4	119
DEFB126_51823	DEFB126	60
LYZ_10911	LYZ	38
BEND6_65757	BEND6	62
RALY_31209	RALY	31
TEKT2_35919	TEKT2	176
ERF_5773	ERF	26
FAM131B_25712	FAM131B	250
Non-Targeting Control_77434	Non-Targeting Control	270
UBL4A_21483	UBL4A	81
SHCBP1_49984	SHCBP1	105
Non-Targeting Control_77059	Non-Targeting Control	325
HNRNPH3_8605	HNRNPH3	109
BTBD3_31176	BTBD3	113
Non-Targeting Control_76930	Non-Targeting Control	521
FAM110D_50381	FAM110D	63
NLRC5_53034	NLRC5	72
FGF5_6252	FGF5	154
LALBA_10459	LALBA	73
Non-Targeting Control_76793	Non-Targeting Control	274
RASA3_30904	RASA3	150
SGPP1_51633	SGPP1	45
CADPS_22453	CADPS	15
MBIP_39039	MBIP	28
Non-Targeting Control_77360	Non-Targeting Control	190
TAS2R19_67008	TAS2R19	89
ZNF182_20513	ZNF182	248
KCNRG_67403	KCNRG	123
OSTC_46619	OSTC	54
PUS10_62424	PUS10	29
CDY1B_66284	CDY1B	134
IGF2BP1_28771	IGF2BP1	88
KCNE4_33476	KCNE4	127
PRMT3_27310	PRMT3	99
SMIM6_75330	SMIM6	59
RHEB_16137	RHEB	196
EPHB1_5670	EPHB1	113
PTX3_15536	PTX3	338
CSNK1G3_4084	CSNK1G3	105
SPATA31C2_74058	SPATA31C2	54
CXCL13_28501	CXCL13	29
NKAIN3_68382	NKAIN3	50
CNGA2_3496	CNGA2	125
NLRP7_64568	NLRP7	12
TRIM49B_67208	TRIM49B	89
GLMN_30265	GLMN	50
NOV_12741	NOV	59
KRTAP24-1_73840	KRTAP24-1	70
ARR3_1184	ARR3	140
MARVELD2_62794	MARVELD2	61
FAM120A_32039	FAM120A	228
KRTAP9-2_52655	KRTAP9-2	189
MFRP_52236	MFRP	28
LEUTX_69442	LEUTX	47
UGGT2_43272	UGGT2	112
GPR21_7560	GPR21	47
SI_17334	SI	11
COX16_38221	COX16	54
Non-Targeting Control_76518	Non-Targeting Control	285
SCML1_16872	SCML1	95
SNX22_50163	SNX22	45
FBXW4_17309	FBXW4	65
ATP6V1F_24428	ATP6V1F	105
BAG1_1566	BAG1	31
FGF11_6274	FGF11	85
SENP1_36660	SENP1	123
SERGEF_34975	SERGEF	75
TNNI1_19393	TNNI1	346
MLN_11537	MLN	81
CYP11B2_4432	CYP11B2	23
SEL1L3_32159	SEL1L3	12
MAP9_50251	MAP9	74
MAML3_42627	MAML3	105
CYP7A1_4416	CYP7A1	150
C18orf54_63557	C18orf54	47
SLIT3_17723	SLIT3	59
ATP1A1_1332	ATP1A1	39
Non-Targeting Control_77437	Non-Targeting Control	500
C2orf76_59799	C2orf76	146
CAV1_2385	CAV1	109
SCARA3_38756	SCARA3	104
ADAD1_60069	ADAD1	141
ANKRD42_68785	ANKRD42	71
DNAH7_44099	DNAH7	159
LOC100130705_75305	LOC100130705	244
MFSD2A_54351	MFSD2A	354
SCN2A_16884	SCN2A	87
CSAG3_71529	CSAG3	130
C10orf99_70806	C10orf99	24
TMEM82_71112	TMEM82	49
APOC3_973	APOC3	239
GATAD2B_45503	GATAD2B	57
LMO2_10717	LMO2	266
OR4S2_65238	OR4S2	51
PTPRB_15462	PTPRB	172
NXPH4_30584	NXPH4	26
EFCAB6_48101	EFCAB6	35
Non-Targeting Control_77124	Non-Targeting Control	296
ARMC12_65821	ARMC12	85
GMDS_7279	GMDS	65
FBXL8_42371	FBXL8	98
CSN3_4063	CSN3	53
SCAMP1_25094	SCAMP1	89
SLC16A12_70809	SLC16A12	122
CX3CL1_17060	CX3CL1	196
CRYGD_3981	CRYGD	76
ADGRG7_54332	ADGRG7	129
OR7G3_71867	OR7G3	48
Non-Targeting Control_77125	Non-Targeting Control	176
NDUFA4_12278	NDUFA4	91
DSG1_5087	DSG1	62
SLC35B4_54455	SLC35B4	128
NAT2_14	NAT2	96
MAP7_23710	MAP7	87
FAM8A1_38765	FAM8A1	35
RARRES2_15851	RARRES2	239
HS3ST2_26558	HS3ST2	84
NUP62CL_40700	NUP62CL	223
ICA1L_59764	ICA1L	127
ZNF709_63618	ZNF709	42
SAP30L_49631	SAP30L	327
HOXB3_8685	HOXB3	184
CYB5R2_39323	CYB5R2	49
OR13D1_68442	OR13D1	227
NDUFA12_43794	NDUFA12	65
CCNL1_44851	CCNL1	56
PRKRA_22374	PRKRA	33
DNALI1_20931	DNALI1	218
JPH2_45161	JPH2	158
CD151_2771	CD151	79
LANCL3_69811	LANCL3	25
NBPF12_62105	NBPF12	204
TBX22_37471	TBX22	185
MIA_21377	MIA	24
TXNRD1_19780	TXNRD1	2
CD48_2714	CD48	372
NXPE3_56001	NXPE3	121
ALDH3A2_636	ALDH3A2	356
HCCS_8228	HCCS	403
HIST1H2BB_8126	HIST1H2BB	63
NTF4_12884	NTF4	139
PRKACA_14778	PRKACA	33
EI24_25149	EI24	60
BST1_1895	BST1	48
GRIP2_51435	GRIP2	29
FAM47E-STBD1_76204	FAM47E-STBD1	102
SBNO1_41924	SBNO1	34
PRR11_43326	PRR11	63
LAT_35464	LAT	52
CCDC160_69830	CCDC160	158
CFAP221_64707	CFAP221	47
MAF1_53177	MAF1	16
MINK1_37207	MINK1	85
Non-Targeting Control_76476	Non-Targeting Control	460
GLDC_7208	GLDC	101
OR4M2_71807	OR4M2	57
TXNRD3NB_74044	TXNRD3NB	210
ZNF558_61964	ZNF558	39
EGFL8_51455	EGFL8	89
TSPAN4_19316	TSPAN4	159
PPP3CA_14661	PPP3CA	167
TTLL9_63775	TTLL9	178
SLC39A12_65680	SLC39A12	310
PXDN_20972	PXDN	250
SLITRK2_53888	SLITRK2	122
P2RX6_23947	P2RX6	153
PER3_23229	PER3	47
AVIL_28894	AVIL	75
CDKN1B_2931	CDKN1B	50
FAM90A1_41684	FAM90A1	155
MYBPC3_11987	MYBPC3	34
COG1_24680	COG1	110
CYSLTR2_44993	CYSLTR2	113
FAM69C_58945	FAM69C	58
KLHL32_57211	KLHL32	86
TP53BP1_19457	TP53BP1	31
LYPLA2_30723	LYPLA2	28
PLIN3_27428	PLIN3	73
NUAK1_26328	NUAK1	136
MDFIC_36942	MDFIC	133
PLEKHG7_72881	PLEKHG7	32
DXO_4973	DXO	70
ERBB2_5729	ERBB2	186
CCL13_16990	CCL13	115
DISP1_54663	DISP1	50
CCDC85A_57234	CCDC85A	54
TEX15_44055	TEX15	126
OR13H1_69827	OR13H1	86
ACTC1_191	ACTC1	110
PTH2R_15378	PTH2R	124
SLC35A5_41377	SLC35A5	106
SRSF9_22676	SRSF9	64
PSPH_15296	PSPH	182
MEF2A_11313	MEF2A	95
GEMIN8_41142	GEMIN8	49
SLC25A53_72493	SLC25A53	335
Non-Targeting Control_76570	Non-Targeting Control	449
SMARCA4_17752	SMARCA4	166
TMCO3_41282	TMCO3	34
PF4_13704	PF4	72
SLC25A12_22416	SLC25A12	76
TMEM56_62041	TMEM56	110
GPR173_39841	GPR173	62
FOXF2_6379	FOXF2	126
DCT_4586	DCT	72
ZNF354B_57993	ZNF354B	63
ZNF232_20878	ZNF232	50
FAM9C_64298	FAM9C	158
FGG_6309	FGG	57
PIK3C2G_13962	PIK3C2G	199
TSGA10IP_66426	TSGA10IP	160
OR2AK2_71953	OR2AK2	29
KCNK2_10088	KCNK2	127
TMEM56_62043	TMEM56	222
HELT_71998	HELT	60
Non-Targeting Control_77315	Non-Targeting Control	343
TRIM49D1_72145	TRIM49D1	12
CD163_24515	CD163	25
FOXE1_6414	FOXE1	37
TAAR1_60316	TAAR1	114
PGP_67527	PGP	209
L3MBTL3_53648	L3MBTL3	16
MAPK1_14884	MAPK1	43
PHKA2_13865	PHKA2	56
ETV2_5849	ETV2	84
CREM_3879	CREM	58
KLRC4-KLRK1_76089	KLRC4-KLRK1	191
MVB12A_56493	MVB12A	183
UBE3A_19887	UBE3A	22
CD8A_2591	CD8A	144
DOK2_23684	DOK2	119
ZNRF1_54542	ZNRF1	52
CALN1_52387	CALN1	116
TMEM60_54744	TMEM60	136
LYRM5_61316	LYRM5	139
CCDC169-SOHLH2_76024	CCDC169-SOHLH2	144
LOXL2_10760	LOXL2	240
Non-Targeting Control_77243	Non-Targeting Control	246
EID1_33503	EID1	131
TMEM139_60385	TMEM139	48
ZBTB44_36378	ZBTB44	138
C6orf99_75339	C6orf99	42
ITPRIPL1_62404	ITPRIPL1	237
L3MBTL2_52468	L3MBTL2	37
GOLT1A_59439	GOLT1A	36
LRP12_36931	LRP12	62
PEAK1_50091	PEAK1	275
OR10J1_35039	OR10J1	31
PRAMEF2_48440	PRAMEF2	36
RFTN1_31989	RFTN1	106
ANKRD30B_70333	ANKRD30B	58
HIGD1C_73629	HIGD1C	98
FIZ1_54488	FIZ1	199
ZNF330_36002	ZNF330	79
TMEM156_50586	TMEM156	46
ADGRL4_47434	ADGRL4	92
NME4_12670	NME4	24
TSGA10IP_66425	TSGA10IP	62
PLP2_14202	PLP2	166
Non-Targeting Control_76817	Non-Targeting Control	266
RNF11_35366	RNF11	132
CXCL8_9454	CXCL8	58
HLA-DMA_8389	HLA-DMA	66
ZNF451_34407	ZNF451	72
SLC39A10_45219	SLC39A10	38
TNFRSF1B_19385	TNFRSF1B	62
RECK_21913	RECK	71
SUCNR1_44359	SUCNR1	54
AKR7A2_22371	AKR7A2	40
APOH_990	APOH	136
CD38_2675	CD38	120
CCR7_3463	CCR7	58
BRD8_29490	BRD8	31
CCDC160_69829	CCDC160	110
LAMA3_10467	LAMA3	113
NLGN4X_45653	NLGN4X	109
FGF11_6273	FGF11	65
ACKR4_39016	ACKR4	93
Non-Targeting Control_76888	Non-Targeting Control	198
METTL18_56215	METTL18	77
GIF_7130	GIF	48
KRTAP6-1_68634	KRTAP6-1	140
MYD88_12007	MYD88	92
DACT3_61886	DACT3	168
Non-Targeting Control_76769	Non-Targeting Control	432
KCTD10_52632	KCTD10	78
PTRF_67658	PTRF	100
TNIP3_50393	TNIP3	151
SRSF4_17202	SRSF4	121
SLC24A2_33665	SLC24A2	89
TTC22_41275	TTC22	149
MYOM3_59333	MYOM3	427
CIB4_59773	CIB4	44
ZNF230_20876	ZNF230	72
Non-Targeting Control_76944	Non-Targeting Control	270
MESP1_43679	MESP1	60
ADAL_63466	ADAL	114
ZNF483_63159	ZNF483	30
ZNF385B_62442	ZNF385B	105
DECR2_34496	DECR2	33
ENTPD1_2677	ENTPD1	31
DOK6_65583	DOK6	105
ITCH_52445	ITCH	39
6-Mar_27685	6-Mar	120
REEP1_48365	REEP1	90
COL23A1_55867	COL23A1	15
CHMP2B_34247	CHMP2B	38
PTPN7_15434	PTPN7	32
C15orf59_70940	C15orf59	83
SLC13A1_17630	SLC13A1	70
OR5I1_29198	OR5I1	43
Non-Targeting Control_76557	Non-Targeting Control	410
HERC5_38088	HERC5	40
PTGER2_15329	PTGER2	80
Non-Targeting Control_77244	Non-Targeting Control	267
GPER1_7587	GPER1	45
ZNF250_46610	ZNF250	20
OGFOD2_49604	OGFOD2	146
PI4KB_14004	PI4KB	60
ARRDC3_45847	ARRDC3	225
TFAP2A_19006	TFAP2A	92
RNF141_37441	RNF141	139
SERGEF_34976	SERGEF	111
FAM46C_40782	FAM46C	37
CLIC1_3384	CLIC1	83
ALOX5AP_669	ALOX5AP	91
ENOX1_41468	ENOX1	39
CCDC154_74033	CCDC154	78
Non-Targeting Control_76559	Non-Targeting Control	625
DYNC1LI2_4931	DYNC1LI2	100
ADH1A_336	ADH1A	49
IGFL2_61893	IGFL2	93
CD300LG_61704	CD300LG	50
URAD_74111	URAD	60
C21orf58_39742	C21orf58	20
ZNF189_20785	ZNF189	76
GPR143_12955	GPR143	80
NXPH2_30592	NXPH2	28
ARID1B_45620	ARID1B	46
PPAPDC1A_64369	PPAPDC1A	173
TSC2_19633	TSC2	79
WFDC8_55344	WFDC8	80
KLK3_1003	KLK3	223
PIN4_14009	PIN4	14
SNAP29_24543	SNAP29	25
Non-Targeting Control_76568	Non-Targeting Control	510
MMP3_11596	MMP3	204
PMAIP1_14243	PMAIP1	258
Non-Targeting Control_76523	Non-Targeting Control	408
KLHL23_62462	KLHL23	45
ADAMTS2_25046	ADAMTS2	100
KCNC2_9981	KCNC2	104
LEP_10574	LEP	28
PRKCB_14821	PRKCB	48
Non-Targeting Control_77435	Non-Targeting Control	218
TBKBP1_25865	TBKBP1	141
MEOX2_11372	MEOX2	20
GLRA2_7246	GLRA2	82
MACROD2_60952	MACROD2	237
DHX57_55688	DHX57	58
RAB36_25351	RAB36	34
KRTAP12-2_70148	KRTAP12-2	56
APOL1_22262	APOL1	159
GFI1_7067	GFI1	76
PRND_33357	PRND	60
DCAF8_37324	DCAF8	168
ELANE_5479	ELANE	125
PROM2_62383	PROM2	202
OR9Q1_65458	OR9Q1	18
RASA3_30906	RASA3	90
ADAMTS15_64211	ADAMTS15	136
NXF5_43832	NXF5	340
XCL1_17056	XCL1	124
ITM2B_24849	ITM2B	34
BRMS1L_53444	BRMS1L	50
LAT2_20233	LAT2	43
CLEC12B_70869	CLEC12B	108
DCAF4L1_68153	DCAF4L1	138
KCNC3_9988	KCNC3	118
STYX_18467	STYX	12
STK17A_24347	STK17A	34
OCSTAMP_59568	OCSTAMP	138
LXN_44602	LXN	83
RAB9B_38153	RAB9B	78
AXIN2_21566	AXIN2	87
SND1_35477	SND1	174
HOXC11_8740	HOXC11	65
ANKRD13C_51728	ANKRD13C	292
CSN3_4064	CSN3	34
Non-Targeting Control_77431	Non-Targeting Control	288
GJD4_65372	GJD4	133
ORAI3_56452	ORAI3	124
KLK12_37168	KLK12	33
PHACTR3_57671	PHACTR3	47
KCTD17_49787	KCTD17	80
OR10H2_35160	OR10H2	63
ZNF684_59352	ZNF684	80
MOS_11684	MOS	46
HACL1_34494	HACL1	32
CCDC8_52739	CCDC8	95
HOXB8_8708	HOXB8	28
KIF26A_34678	KIF26A	48
MFNG_11420	MFNG	67
USP17L19_75626	USP17L19	251
HMBOX1_49404	HMBOX1	200
ZDHHC7_42840	ZDHHC7	65
MSANTD4_53593	MSANTD4	72
NUDT11_41864	NUDT11	158
ZBTB16_20706	ZBTB16	108
PGAP3_56477	PGAP3	289
CHAC2_73427	CHAC2	82
TBRG4_24270	TBRG4	82
TMEM65_63008	TMEM65	88
AHSP_38515	AHSP	344
IRX5_27562	IRX5	121
PRADC1_53323	PRADC1	20
CTXN2_72120	CTXN2	175
FUT1_6644	FUT1	94
LCN15_71490	LCN15	187
ZNF597_61591	ZNF597	44
SLC26A1_29348	SLC26A1	47
NEK11_50167	NEK11	139
GMPR_7289	GMPR	35
SAMD3_62862	SAMD3	180
PI15_37626	PI15	83
TMEM110-MUSTN1_76032	TMEM110-MUSTN1	15
RANBP6_35323	RANBP6	133
SOCS5_25505	SOCS5	90
SIRT1_32735	SIRT1	60
LRRN1_46079	LRRN1	86
SNX10_36699	SNX10	94
NUDCD1_54606	NUDCD1	40
OR8H1_65270	OR8H1	93
GTF3C3_24508	GTF3C3	17
ST3GAL6_27969	ST3GAL6	50
ADAM21_22873	ADAM21	314
TECTA_18963	TECTA	56
HLA-DRB5_8441	HLA-DRB5	192
ANKRD28_32205	ANKRD28	12
PHYHIP_26006	PHYHIP	169
HMGN5_49187	HMGN5	110
HUWE1_26918	HUWE1	59
DKK1_31305	DKK1	110
Non-Targeting Control_76736	Non-Targeting Control	369
BRI3_33738	BRI3	86
SLC22A6_24587	SLC22A6	133
PGPEP1_40791	PGPEP1	209
RALGAPB_45125	RALGAPB	153
ELF4_5514	ELF4	31
KLK8_30469	KLK8	70
MYO1C_12096	MYO1C	37
THEMIS2_24943	THEMIS2	66
CD55_4483	CD55	224
SERPINA5_13416	SERPINA5	140
DACH2_57897	DACH2	188
RTN4RL2_70021	RTN4RL2	153
KIF1C_29064	KIF1C	165
ZXDB_63203	ZXDB	226
C8orf86_71434	C8orf86	43
FCER1G_6139	FCER1G	154
OR2A5_72074	OR2A5	44
CNTN6_35900	CNTN6	137
COBL_32201	COBL	33
VRK2_20194	VRK2	39
IRF2BPL_47517	IRF2BPL	79
TGOLN2_28691	TGOLN2	93
TIA1_19188	TIA1	104
DLGAP5_25973	DLGAP5	80
RHPN2_54902	RHPN2	75
CPEB3_30991	CPEB3	57
RBM15_48050	RBM15	35
TLX3_37050	TLX3	138
CFHR4_29402	CFHR4	185
TPTE_19533	TPTE	143
DISP2_54974	DISP2	100
SERINC3_29663	SERINC3	46
SLITRK4_60645	SLITRK4	193
MTMR3_23343	MTMR3	40
MLLT11_29690	MLLT11	77
TRMT44_62733	TRMT44	142
EEF1A2_5310	EEF1A2	43
IFRD1_9284	IFRD1	74
GLUD2_7268	GLUD2	178
ACSM1_57718	ACSM1	40
LILRB3_29892	LILRB3	147
GZF1_47742	GZF1	51
ACSL5_39336	ACSL5	47
HDHD2_52815	HDHD2	143
ZDHHC8_36642	ZDHHC8	50
OR2A12_69745	OR2A12	86
C15orf61_61487	C15orf61	166
IL25_48117	IL25	76
RDH16_22425	RDH16	33
CELA2A_47039	CELA2A	127
BTG4_40533	BTG4	161
ARPIN_69919	ARPIN	169
SH3TC2_49438	SH3TC2	88
PLOD2_14196	PLOD2	91
ALKBH8_56011	ALKBH8	72
SPOCK1_18085	SPOCK1	25
ACP1_158	ACP1	88
ATP7B_1500	ATP7B	8
CCL2_16964	CCL2	87
AKAP6_24940	AKAP6	63
LCE6A_73337	LCE6A	286
LAMB4_30861	LAMB4	148
INSL3_9649	INSL3	47
PLG_14151	PLG	136
TMEM198_59852	TMEM198	184
KRTAP2-4_54781	KRTAP2-4	45
ZNF215_20833	ZNF215	350
ABHD12_34539	ABHD12	48
PCDH17_35892	PCDH17	65
TIRAP_57142	TIRAP	102
ARSH_69846	ARSH	135
MYO7B_12123	MYO7B	44
LRRC74B_72299	LRRC74B	49
MAGED1_25021	MAGED1	89
Non-Targeting Control_76967	Non-Targeting Control	406
S100A10_16749	S100A10	36
COL21A1_51744	COL21A1	55
SFRP2_17177	SFRP2	134
PRMT3_27311	PRMT3	56
PTPRJ_15496	PTPRJ	77
ASB5_60800	ASB5	120
UMOD_19978	UMOD	148
BZW1_25624	BZW1	46
SRPK3_35180	SRPK3	116
KMT2B_25870	KMT2B	11
NGFRAP1_35407	NGFRAP1	151
TMPRSS7_69633	TMPRSS7	178
FAM229B_73637	FAM229B	183
TRIM32_31329	TRIM32	82
TAS2R30_67001	TAS2R30	68
Non-Targeting Control_77054	Non-Targeting Control	383
TRIT1_40607	TRIT1	39
C2orf83_44578	C2orf83	94
LIX1_63956	LIX1	35
KRTAP8-1_68611	KRTAP8-1	41
LCE5A_66526	LCE5A	319
FOXF2_6377	FOXF2	114
FAM156A_36358	FAM156A	134
FAM64A_40036	FAM64A	30
RARS2_44879	RARS2	44
TMEM99_61754	TMEM99	95
PRR36_50821	PRR36	94
SHARPIN_51987	SHARPIN	162
CERS2_36901	CERS2	12
IDH3A_9146	IDH3A	48
WNT9B_20311	WNT9B	48
MN1_11649	MN1	14
TNFRSF1B_19388	TNFRSF1B	54
WBSCR27_62982	WBSCR27	201
TENM1_27261	TENM1	200
MBD1_11179	MBD1	36
SNX4_22791	SNX4	49
Non-Targeting Control_77200	Non-Targeting Control	283
SMARCAL1_37195	SMARCAL1	78
SYTL5_56713	SYTL5	278
WASL_23518	WASL	32
SH2D4B_70803	SH2D4B	126
CDH22_47720	CDH22	183
HIST1H2AK_21622	HIST1H2AK	63
EBP_28905	EBP	117
KCNA7_9968	KCNA7	225
HIST1H4D_21740	HIST1H4D	237
SAMD3_62861	SAMD3	136
APCS_904	APCS	96
PBX3_13366	PBX3	53
CTRB2_72925	CTRB2	163
TNRC6C_46227	TNRC6C	142
AMER3_65157	AMER3	46
FRG2C_75703	FRG2C	22
OR2M4_34826	OR2M4	101
MSH4_11763	MSH4	115
TBPL1_25083	TBPL1	64
KIR3DL1_10196	KIR3DL1	48
SLFN12_41580	SLFN12	33
HOXD1_8750	HOXD1	37
RIBC2_34667	RIBC2	72
AHCYL2_32642	AHCYL2	102
VRK2_20195	VRK2	60
WNT9A_20307	WNT9A	273
HYKK_58636	HYKK	193
MVB12B_55167	MVB12B	36
TUB_19712	TUB	62
C5orf47_60164	C5orf47	182
PAX6_13344	PAX6	39
PDE8B_22467	PDE8B	202
OR2J2_35272	OR2J2	121
SLMO1_28797	SLMO1	103
CMTR2_43361	CMTR2	241
Non-Targeting Control_76563	Non-Targeting Control	465
OR51M1_71563	OR51M1	109
FAM192A_50593	FAM192A	106
RPL14_23678	RPL14	52
FAM46B_57513	FAM46B	153
RAP1GAP2_31754	RAP1GAP2	70
CCDC93_40140	CCDC93	21
NAPG_22935	NAPG	15
RMND5A_48089	RMND5A	38
LDHAL6A_63314	LDHAL6A	22
C9orf40_41481	C9orf40	137
Non-Targeting Control_77396	Non-Targeting Control	496
BANF1_23072	BANF1	185
IFNL1_67130	IFNL1	47
Non-Targeting Control_76833	Non-Targeting Control	313
RORC_16256	RORC	146
SMIM11_39749	SMIM11	32
FBRS_47615	FBRS	178
PLXNC1_27183	PLXNC1	150
ZNF430_51025	ZNF430	47
GUCY2F_8020	GUCY2F	65
DENND1A_46283	DENND1A	108
DYX1C1_63445	DYX1C1	479
THY1_19180	THY1	123
NUP210L_55763	NUP210L	63
CCNT2_2521	CCNT2	32
BCL7B_24374	BCL7B	42
LHFPL5_66048	LHFPL5	62
TMED4_65945	TMED4	29
ADARB1_269	ADARB1	31
LRRC58_57620	LRRC58	60
DNAJA3_23840	DNAJA3	18
RARA_15831	RARA	75
TNNT1_19407	TNNT1	103
TRAPPC6A_48917	TRAPPC6A	37
SEPN1_45254	SEPN1	49
SLC30A5_48256	SLC30A5	15
INVS_35644	INVS	21
THRA_19167	THRA	53
ADGRA3_63895	ADGRA3	51
CYTH3_24350	CYTH3	27
FAM229B_73634	FAM229B	107
HCAR2_68737	HCAR2	110
Non-Targeting Control_77282	Non-Targeting Control	439
CASP5_2347	CASP5	24
Non-Targeting Control_76737	Non-Targeting Control	211
CWH43_50813	CWH43	92
DNAH3_42678	DNAH3	26
ZNF727_73257	ZNF727	159
FABP6_6019	FABP6	175
SIK1_62257	SIK1	200
ABCA8_27833	ABCA8	43
NANP_61017	NANP	10
ODF2_13008	ODF2	27
HBP1_35332	HBP1	127
ZNF398_45783	ZNF398	46
RASL11A_70766	RASL11A	20
PNCK_60741	PNCK	267
KPNA3_10277	KPNA3	41
FAM3A_46842	FAM3A	126
WFDC12_59559	WFDC12	58
FKBP1B_6349	FKBP1B	181
MAMLD1_26820	MAMLD1	57
VSX1_37074	VSX1	65
PPP1R16B_34458	PPP1R16B	127
OR51E1_61198	OR51E1	59
ZNF536_25827	ZNF536	60
NUMBL_24313	NUMBL	175
STK39_36095	STK39	135
CASP1_2332	CASP1	74
LGI3_65057	LGI3	16
DDX4_40126	DDX4	83
IFT172_34695	IFT172	112
CCDC30_74740	CCDC30	89
Non-Targeting Control_76842	Non-Targeting Control	290
PSG2_15105	PSG2	193
OR5K3_72615	OR5K3	12
RAB6A_15671	RAB6A	112
KLHL29_57260	KLHL29	14
COLEC11_48633	COLEC11	238
MACROD2_60949	MACROD2	120
THAP3_55408	THAP3	225
A3GALT2_59380	A3GALT2	227
ASPA_1274	ASPA	172
RAB11FIP1_50957	RAB11FIP1	162
KRTAP19-2_68647	KRTAP19-2	128
HIST1H1D_8091	HIST1H1D	167
SHROOM1_60287	SHROOM1	16
ZC3H12B_69216	ZC3H12B	61
COX7B2_64228	COX7B2	235
CPXM2_58154	CPXM2	62
SLC26A5_70522	SLC26A5	11
DIAPH3_51828	DIAPH3	30
ST7_21147	ST7	41
ACSS1_53763	ACSS1	11
EVA1A_52984	EVA1A	34
ZNF816_58953	ZNF816	218
DISP2_54973	DISP2	171
MS4A15_65517	MS4A15	24
DRICH1_38201	DRICH1	170
HHEX_8330	HHEX	83
SDCCAG3_29227	SDCCAG3	25
RLN1_16145	RLN1	71
FGF14_6286	FGF14	139
H2AFV_56741	H2AFV	160
CYP11B2_4429	CYP11B2	137
TM6SF1_39558	TM6SF1	68
IER5L_71483	IER5L	211
C1orf167_67904	C1orf167	69
AOAH_860	AOAH	131
SLFN11_55903	SLFN11	12
RTKN_16656	RTKN	48
SPON2_28011	SPON2	38
HSFY1_55060	HSFY1	70
OCA2_12985	OCA2	154
IL22RA1_46706	IL22RA1	25
USP20_29368	USP20	76
CXCL6_17041	CXCL6	216
LIN28B_71391	LIN28B	127
EVI2A_5877	EVI2A	223
TREX2_30504	TREX2	215
MFSD6_40736	MFSD6	91
CILP2_61955	CILP2	75
PDIA5_29661	PDIA5	37
DMD_4849	DMD	89
SLC12A6_26664	SLC12A6	62
MAPK1_14881	MAPK1	154
IRX5_27564	IRX5	73
CCKBR_2470	CCKBR	52
C1orf177_63715	C1orf177	45
PLCG1_14130	PLCG1	102
TBC1D12_32165	TBC1D12	73
ZNF552_50040	ZNF552	101
AP1S2_23361	AP1S2	147
HMBOX1_49403	HMBOX1	45
EPPIN-WFDC6_76036	EPPIN-WFDC6	87
PHKG2_13878	PHKG2	51
NTNG1_31008	NTNG1	180
AVEN_44971	AVEN	137
EMC7_44440	EMC7	19
LOX_10749	LOX	128
ADCY9_306	ADCY9	99
KLHL14_45862	KLHL14	33
GSTO2_58125	GSTO2	118
ZBTB38_66302	ZBTB38	23
DHODH_4749	DHODH	62
OR6B3_62376	OR6B3	163
TSPAN8_19304	TSPAN8	146
HOXB1_8679	HOXB1	27
TIMP2_19206	TIMP2	61
SEMA4G_46313	SEMA4G	147
NTRK1_12889	NTRK1	125
TCF3_18830	TCF3	119
TREML1_69120	TREML1	83
ANKRD33_69324	ANKRD33	54
DYNC2H1_49545	DYNC2H1	214
Non-Targeting Control_76579	Non-Targeting Control	708
C20orf141_59592	C20orf141	95
GPR45_30598	GPR45	85
KCNE3_26713	KCNE3	144
IGSF10_68103	IGSF10	57
GSTA2_7880	GSTA2	171
CYB5RL_73609	CYB5RL	50
TRIM67_73002	TRIM67	99
OXGR1_35792	OXGR1	70
TCF3_18831	TCF3	16
SMIM21_67714	SMIM21	96
RTN4RL2_70024	RTN4RL2	134
C4orf26_62714	C4orf26	75
DDR2_12914	DDR2	52
BMPER_64033	BMPER	70
VAX1_29886	VAX1	89
MAL2_57136	MAL2	155
TIPARP_34239	TIPARP	48
HAVCR2_54314	HAVCR2	166
UBQLN4_44486	UBQLN4	182
Non-Targeting Control_77229	Non-Targeting Control	358
KRTAP12-3_70695	KRTAP12-3	230
SERPINI2_13932	SERPINI2	147
TRIB3_46372	TRIB3	123
MTX3_69709	MTX3	60
NEDD8-MDP1_76097	NEDD8-MDP1	105
TIFAB_73456	TIFAB	214
