sgRNA	Gene	Clip2_5_DE_GFP_low_BC18_IGO_09496_10_S10
TXNDC9_27293	TXNDC9	17
GPR173_39840	GPR173	166
ZNF749_71088	ZNF749	27
OLFM1_28085	OLFM1	42
SND1_35475	SND1	63
PPP1R9A_42771	PPP1R9A	101
SPACA3_58845	SPACA3	66
SAT1_16823	SAT1	62
SYAP1_56666	SYAP1	160
DSG2_5090	DSG2	135
Non-Targeting Control_76987	Non-Targeting Control	143
STAT6_18367	STAT6	39
PRAMEF1_48436	PRAMEF1	243
CALCR_2223	CALCR	58
SPEM1_70323	SPEM1	130
BATF2_57628	BATF2	170
MTCP1_11851	MTCP1	71
PROSER1_50916	PROSER1	27
HGF_8317	HGF	90
TMEM192_64953	TMEM192	109
LRRC6_33386	LRRC6	71
LTF_10861	LTF	18
CA3_2102	CA3	128
ASNS_1269	ASNS	79
ARL9_60109	ARL9	23
ZNF135_20675	ZNF135	146
GFRA2_7080	GFRA2	54
TK2_19231	TK2	197
CKMT1A_73528	CKMT1A	79
ISOC1_37540	ISOC1	127
OR51E1_61200	OR51E1	147
ANPEP_807	ANPEP	39
MLPH_48890	MLPH	25
GDF15_25080	GDF15	55
PGP_67525	PGP	150
C1orf111_67963	C1orf111	21
CRBN_38072	CRBN	180
SPEN_31456	SPEN	136
WNT2_20263	WNT2	46
ZNF350_46806	ZNF350	58
COMMD1_62378	COMMD1	46
SETD9_60147	SETD9	96
MRPS36_56166	MRPS36	108
LZTS3_25892	LZTS3	25
BIN1_753	BIN1	63
SERPINE2_13906	SERPINE2	18
PADI6_70128	PADI6	33
GRPEL2_60239	GRPEL2	73
RCOR1_32004	RCOR1	93
FEV_40465	FEV	42
PRB4_14714	PRB4	74
AP5S1_42299	AP5S1	15
SPATA5_63884	SPATA5	15
GZF1_47742	GZF1	39
MXD1_10946	MXD1	128
LILRB3_29893	LILRB3	63
ST3GAL6_27971	ST3GAL6	101
RAB40AL_67147	RAB40AL	152
IQCF6_73036	IQCF6	35
OR52E8_71604	OR52E8	32
Non-Targeting Control_76607	Non-Targeting Control	231
CHIT1_3165	CHIT1	86
HMGB2_8483	HMGB2	25
MLXIPL_37746	MLXIPL	74
CCM2L_60924	CCM2L	19
PIFO_59506	PIFO	51
FLNA_6453	FLNA	72
KIAA1210_45593	KIAA1210	48
LCE3B_70093	LCE3B	170
SMIM10_73934	SMIM10	176
GAL3ST2_47338	GAL3ST2	57
ZNF627_64553	ZNF627	69
PRRT1_51454	PRRT1	31
DDIT4L_57444	DDIT4L	46
DCHS2_40594	DCHS2	89
MRC2_26366	MRC2	89
ARSK_62811	ARSK	28
KRTAP29-1_76161	KRTAP29-1	88
ZNF229_20871	ZNF229	42
SPRN_73470	SPRN	234
DEFB114_66145	DEFB114	61
CCDC107_65083	CCDC107	62
DIRAS1_61990	DIRAS1	158
IER5L_71481	IER5L	166
NCK1_12249	NCK1	150
FAM65C_61042	FAM65C	186
IFIT1_9194	IFIT1	142
PDE8B_22467	PDE8B	191
OR5M8_65290	OR5M8	73
TRIM33_39094	TRIM33	206
SLC35E3_42573	SLC35E3	128
DACH1_4473	DACH1	99
RGS1_16092	RGS1	83
TSPYL5_54967	TSPYL5	95
C17orf105_67612	C17orf105	103
TAC3_18605	TAC3	47
MPV17L2_54167	MPV17L2	35
FAM127A_23442	FAM127A	183
CSNK2A3_67197	CSNK2A3	49
WAS_20216	WAS	61
LILRA2_29898	LILRA2	74
TMEM163_51792	TMEM163	59
ASB2_39284	ASB2	61
GOT1_7432	GOT1	54
RAPSN_15825	RAPSN	73
CLIC3_23609	CLIC3	57
SYT13_45935	SYT13	56
Non-Targeting Control_76880	Non-Targeting Control	384
CTRB1_4230	CTRB1	80
CD27_2621	CD27	63
Non-Targeting Control_76916	Non-Targeting Control	315
MYL2_12066	MYL2	75
PRICKLE2_63875	PRICKLE2	13
KRTAP10-5_70681	KRTAP10-5	88
GCA_33747	GCA	46
MAP2K7_14943	MAP2K7	13
MKRN1_33306	MKRN1	148
C11orf24_39662	C11orf24	219
DOC2A_21961	DOC2A	137
AGPAT9_54202	AGPAT9	57
C5orf30_55434	C5orf30	40
ASB14_61113	ASB14	30
NPIPA8_76301	NPIPA8	61
PPP1R3E_55594	PPP1R3E	195
SEMA3C_28328	SEMA3C	11
APBB2_894	APBB2	49
C9orf152_72471	C9orf152	307
CXCL16_46512	CXCL16	102
GIT2_26063	GIT2	121
SPATA33_58689	SPATA33	76
C10orf67_66816	C10orf67	55
DTX1_5131	DTX1	27
HRH3_30618	HRH3	129
HBB_8197	HBB	30
Non-Targeting Control_76925	Non-Targeting Control	317
SLC1A5_17445	SLC1A5	160
KCNJ2_10031	KCNJ2	113
DMP1_4859	DMP1	28
Non-Targeting Control_76663	Non-Targeting Control	239
UBAC1_28032	UBAC1	24
DRGX_73916	DRGX	189
RBM12B_71452	RBM12B	53
RNF125_41076	RNF125	105
ACSL6_32397	ACSL6	134
TPPP2_58501	TPPP2	34
MEIS3_44571	MEIS3	96
Non-Targeting Control_76787	Non-Targeting Control	295
FAM229A_75150	FAM229A	74
SLC26A4_13634	SLC26A4	41
ERVV-1_61809	ERVV-1	222
STK40_52681	STK40	46
IFT52_37794	IFT52	141
KRTAP4-3_54767	KRTAP4-3	236
OR2F1_34758	OR2F1	232
CRIP1_3899	CRIP1	18
FMO4_6497	FMO4	77
CD7_2587	CD7	18
NDUFB7_12340	NDUFB7	25
KRTAP27-1_73842	KRTAP27-1	26
CD320_38390	CD320	202
FABP4_5997	FABP4	26
DEFB114_66148	DEFB114	69
Non-Targeting Control_76982	Non-Targeting Control	207
ANKUB1_71313	ANKUB1	72
C1orf168_64609	C1orf168	46
INPP5K_39459	INPP5K	70
RALYL_60543	RALYL	43
Non-Targeting Control_77141	Non-Targeting Control	229
EVPL_5886	EVPL	21
SLIT2_24576	SLIT2	150
SLC25A45_67215	SLC25A45	39
ZFP92_60747	ZFP92	192
SPATS2L_34331	SPATS2L	165
DEFB104B_73479	DEFB104B	57
LGALS13_36557	LGALS13	129
RSPO1_67950	RSPO1	112
THY1_19180	THY1	129
CORT_3694	CORT	85
Non-Targeting Control_77352	Non-Targeting Control	236
FBXO34_41367	FBXO34	128
TMEM255A_41356	TMEM255A	39
RBP1_15933	RBP1	68
MYLK4_69107	MYLK4	203
RGS7_16108	RGS7	268
ESRP1_40745	ESRP1	76
NAT14_44998	NAT14	173
Non-Targeting Control_76499	Non-Targeting Control	379
SPATA31A6_71461	SPATA31A6	103
PFN3_69684	PFN3	79
DDX25_36538	DDX25	61
ACAP1_25821	ACAP1	38
2-Mar_38268	2-Mar	43
SCN9A_16913	SCN9A	33
SPACA5_71511	SPACA5	134
PLAC8_38480	PLAC8	122
ASPHD1_66381	ASPHD1	69
MMD2_65928	MMD2	50
CD99L2_52363	CD99L2	133
NFASC_31773	NFASC	110
APOL1_22261	APOL1	18
PPP1R14C_51888	PPP1R14C	72
MAGEB17_74051	MAGEB17	134
CBFB_2417	CBFB	27
PDLIM2_47582	PDLIM2	31
SLC6A5_24037	SLC6A5	62
LHX6_35020	LHX6	60
CSTF2T_32332	CSTF2T	109
BLZF1_22287	BLZF1	43
SMS_17804	SMS	162
TMEM202_68839	TMEM202	74
TBXA2R_18781	TBXA2R	133
ZNF655_48751	ZNF655	132
SALL1_16806	SALL1	27
NHLH1_12594	NHLH1	73
KRTAP10-3_70692	KRTAP10-3	160
RIBC1_63217	RIBC1	75
LDLRAD1_71126	LDLRAD1	72
DBF4B_50839	DBF4B	45
PDE6C_13536	PDE6C	139
GLOD5_72045	GLOD5	132
SLC4A4_22634	SLC4A4	96
EIF5AL1_61156	EIF5AL1	87
ARHGAP4_1132	ARHGAP4	64
KIF25_10260	KIF25	118
Non-Targeting Control_76488	Non-Targeting Control	136
PDE6A_13531	PDE6A	38
KIF13B_32388	KIF13B	120
PATE3_75529	PATE3	195
SERP2_70909	SERP2	19
KLF7_22430	KLF7	106
Non-Targeting Control_77049	Non-Targeting Control	283
MAP2K6_14937	MAP2K6	135
GLRA2_7245	GLRA2	92
SLC6A16_36246	SLC6A16	73
HOXB1_8678	HOXB1	106
AOC2_863	AOC2	88
AKR1D1_18175	AKR1D1	37
FBXO24_34871	FBXO24	35
LMTK2_31005	LMTK2	156
UBQLN4_44486	UBQLN4	182
ABTB2_33875	ABTB2	35
NAP1L2_12194	NAP1L2	73
CST11_61045	CST11	59
AP2M1_3318	AP2M1	172
C18orf21_52290	C18orf21	108
UBE2Q1_42717	UBE2Q1	35
GRAMD1C_40517	GRAMD1C	61
ARHGAP11A_26095	ARHGAP11A	70
SH2B1_34220	SH2B1	103
NCAN_4103	NCAN	112
C9orf40_41479	C9orf40	281
PQLC2L_62609	PQLC2L	222
SLC35A1_28487	SLC35A1	54
CD8A_2590	CD8A	32
EPN1_36796	EPN1	50
WARS2_27838	WARS2	44
ASIP_1253	ASIP	42
RAB3IP_57923	RAB3IP	133
KLRC2_10229	KLRC2	142
MS4A15_65518	MS4A15	85
TSPAN7_19300	TSPAN7	116
GLIPR2_62597	GLIPR2	23
MTRNR2L3_75784	MTRNR2L3	65
ZMIZ1_45208	ZMIZ1	134
HIP1_8342	HIP1	105
DNAJC1_47531	DNAJC1	63
C2CD4D_75553	C2CD4D	50
MSS51_58046	MSS51	18
SIT1_35845	SIT1	88
LY96_33397	LY96	46
ZNF678_68975	ZNF678	212
CNPY3_28940	CNPY3	37
CFAP53_65574	CFAP53	44
ZNF555_61996	ZNF555	141
PRAP1_58036	PRAP1	23
ASB15_61112	ASB15	68
Non-Targeting Control_76733	Non-Targeting Control	252
MAP4K4_24863	MAP4K4	213
PDP1_40415	PDP1	36
ASGR1_1245	ASGR1	86
NFKBID_54210	NFKBID	44
NKX2-4_73932	NKX2-4	57
ZNF229_20870	ZNF229	89
S1PR1_5265	S1PR1	91
ZFP92_60745	ZFP92	151
SIGIRR_46759	SIGIRR	41
KIAA1715_51448	KIAA1715	151
GPATCH4_40816	GPATCH4	27
OR5B3_73178	OR5B3	69
ZBED2_49216	ZBED2	77
Non-Targeting Control_76827	Non-Targeting Control	178
PAGE4_25033	PAGE4	257
DISP2_54973	DISP2	153
Non-Targeting Control_77375	Non-Targeting Control	178
SUMO4_70719	SUMO4	230
TCF4_18814	TCF4	25
PAK7_45113	PAK7	120
SLC6A14_30611	SLC6A14	31
DTWD1_44779	DTWD1	46
PPAPDC1B_53703	PPAPDC1B	69
NTM_37444	NTM	36
FOXO1_6429	FOXO1	372
Non-Targeting Control_77144	Non-Targeting Control	158
GPLD1_7477	GPLD1	63
ZBTB7C_64898	ZBTB7C	109
LONRF3_50098	LONRF3	42
ZNF665_49944	ZNF665	195
PCDHGB6_43890	PCDHGB6	244
FN3K_47429	FN3K	71
PSKH1_15138	PSKH1	34
SCN3A_16891	SCN3A	116
C1D_28083	C1D	57
ACADL_99	ACADL	26
KRT85_10421	KRT85	52
FBXL2_33829	FBXL2	39
C14orf132_44731	C14orf132	61
KIAA0319_26202	KIAA0319	40
STRADA_56206	STRADA	32
KDM4E_71724	KDM4E	37
PCDHGB1_43904	PCDHGB1	101
HS3ST3B1_26550	HS3ST3B1	40
PAK1_13280	PAK1	167
GFAP_7059	GFAP	151
CD72_2747	CD72	139
WIF1_30449	WIF1	129
CNTNAP2_34441	CNTNAP2	54
EPS8L2_48065	EPS8L2	42
CCDC13_62646	CCDC13	48
TMEM41A_55454	TMEM41A	83
OLFM3_58012	OLFM3	19
MEIS2_11338	MEIS2	46
TNPO2_37023	TNPO2	91
NFE2L2_12518	NFE2L2	24
ALX4_46947	ALX4	33
TERF2IP_39881	TERF2IP	113
SLC29A4_66077	SLC29A4	64
DEFB136_73616	DEFB136	102
Non-Targeting Control_76510	Non-Targeting Control	362
KIF21A_42767	KIF21A	116
FOXR1_67224	FOXR1	114
IFNA7_9224	IFNA7	253
FAM83F_57062	FAM83F	51
PSMA1_15143	PSMA1	253
ATP1A1_1329	ATP1A1	95
OR6K2_51572	OR6K2	100
MGAT2_11429	MGAT2	102
CAMK2D_2262	CAMK2D	35
SHMT2_17323	SHMT2	124
ANO10_41655	ANO10	18
ZNF124_20649	ZNF124	246
RAB20_42908	RAB20	124
CFAP99_72552	CFAP99	128
TARSL2_58613	TARSL2	57
HEATR5B_40076	HEATR5B	52
MRAP2_56819	MRAP2	58
EGF_5366	EGF	71
GRB7_7692	GRB7	121
NAT8_23629	NAT8	79
ELF1_5501	ELF1	328
HPGD_8800	HPGD	55
ADAM32_65052	ADAM32	17
DSEL_56119	DSEL	63
VRK3_38194	VRK3	78
CBFB_2418	CBFB	40
GJB1_7161	GJB1	167
NUP155_25420	NUP155	25
CLK3_3400	CLK3	204
LGSN_39025	LGSN	60
ZNF529_46305	ZNF529	21
CDC25C_2815	CDC25C	15
RP2_16272	RP2	38
ECM2_5140	ECM2	34
C5orf51_68236	C5orf51	59
GAGE2B_73978	GAGE2B	45
FYN_6687	FYN	20
ITGA3_9754	ITGA3	153
OLFM1_28087	OLFM1	33
ZSCAN5A_49013	ZSCAN5A	14
DMBT1_4846	DMBT1	26
SNX14_45331	SNX14	22
BTNL3_29540	BTNL3	42
CCSAP_59214	CCSAP	252
Non-Targeting Control_77313	Non-Targeting Control	496
CCDC102B_50109	CCDC102B	84
CD164_22907	CD164	128
GK5_66753	GK5	62
DLK2_48561	DLK2	26
TRIM45_51020	TRIM45	22
SPATA45_62212	SPATA45	117
HSPA1L_8931	HSPA1L	18
FXYD6_39625	FXYD6	63
CFD_4710	CFD	75
PPP1R13L_29317	PPP1R13L	86
CCNY_65376	CCNY	42
MBP_11190	MBP	67
SLC30A8_64045	SLC30A8	61
Non-Targeting Control_76986	Non-Targeting Control	234
VWCE_65524	VWCE	35
Non-Targeting Control_76581	Non-Targeting Control	365
AVIL_28893	AVIL	44
PRR7_51311	PRR7	51
FRA10AC1_58093	FRA10AC1	100
TIMM17B_27500	TIMM17B	99
PTF1A_66737	PTF1A	47
FBXO17_57453	FBXO17	125
GSTP1_7912	GSTP1	45
BTN3A2_30167	BTN3A2	96
Non-Targeting Control_77223	Non-Targeting Control	188
OR6K3_71938	OR6K3	22
BLVRA_1753	BLVRA	32
RFX4_16076	RFX4	164
FPGT_22982	FPGT	63
TRIP12_24475	TRIP12	275
PANO1_76340	PANO1	128
MAGEE2_60725	MAGEE2	229
LRRN1_46080	LRRN1	80
OR1E1_21801	OR1E1	113
SUMF1_68130	SUMF1	52
SLC9A6_28226	SLC9A6	38
ARMT1_49422	ARMT1	132
TAOK1_45812	TAOK1	141
PMS2_14288	PMS2	345
MRGPRX3_57933	MRGPRX3	61
SMIM18_75958	SMIM18	17
ARID1A_21515	ARID1A	58
LRP8_20940	LRP8	57
WDR6_30393	WDR6	21
Non-Targeting Control_76656	Non-Targeting Control	476
ST7_21146	ST7	86
C7orf66_62945	C7orf66	196
Non-Targeting Control_76583	Non-Targeting Control	329
B3GNT7_56412	B3GNT7	209
FOXN2_9002	FOXN2	44
Non-Targeting Control_76497	Non-Targeting Control	508
Non-Targeting Control_76619	Non-Targeting Control	283
LOC102724279_76417	LOC102724279	88
PIWIL3_73013	PIWIL3	98
OR5L2_34997	OR5L2	170
Non-Targeting Control_76841	Non-Targeting Control	299
ZNF732_74429	ZNF732	141
NBPF6_74255	NBPF6	7
TMEM237_48384	TMEM237	107
OPN1MW2_74704	OPN1MW2	262
Non-Targeting Control_76943	Non-Targeting Control	301
GHDC_53707	GHDC	32
SLC22A6_24587	SLC22A6	127
LRRC24_73109	LRRC24	53
SIPA1_17385	SIPA1	41
ZNF133_20666	ZNF133	112
XPO4_47640	XPO4	66
Non-Targeting Control_76529	Non-Targeting Control	414
ITGB8_9832	ITGB8	277
SNPH_25850	SNPH	99
ASB4_39263	ASB4	62
GPR135_47840	GPR135	99
RP2_16270	RP2	58
FLT3LG_6480	FLT3LG	28
SYTL5_56713	SYTL5	232
CYB5D1_58795	CYB5D1	59
ABCB6_26866	ABCB6	63
IFNA14_9237	IFNA14	63
PFN4_70442	PFN4	105
Non-Targeting Control_77097	Non-Targeting Control	127
LRRC17_27453	LRRC17	31
SPACA7_58457	SPACA7	24
DNM1_4864	DNM1	71
Non-Targeting Control_76634	Non-Targeting Control	333
BRI3_33738	BRI3	58
CXorf58_66415	CXorf58	118
NFE2L2_12517	NFE2L2	69
URAD_74113	URAD	112
MRGPRX3_57935	MRGPRX3	68
Non-Targeting Control_76979	Non-Targeting Control	314
PGBD2_67095	PGBD2	54
SPHK2_44427	SPHK2	32
BPIFB2_51178	BPIFB2	28
LOC100505478_75824	LOC100505478	70
DCAKD_50236	DCAKD	45
ZNF512B_45562	ZNF512B	34
Non-Targeting Control_76871	Non-Targeting Control	350
SOX12_18006	SOX12	91
TNFSF11_22397	TNFSF11	115
ZNF131_20659	ZNF131	22
ZPBP_29967	ZPBP	68
TMEM184B_33837	TMEM184B	69
ZNF174_20749	ZNF174	42
KCNJ11_10058	KCNJ11	72
KLRC2_10230	KLRC2	233
KIAA0513_25895	KIAA0513	34
DRG1_12403	DRG1	117
CCDC70_52110	CCDC70	47
GATA5_60867	GATA5	58
CEP131_31406	CEP131	112
SERPINB5_13899	SERPINB5	192
CD34_2655	CD34	72
Non-Targeting Control_76575	Non-Targeting Control	298
RNASE3_16181	RNASE3	116
SLC12A4_17627	SLC12A4	134
OR10H5_67865	OR10H5	43
LONRF1_55961	LONRF1	25
RPS10-NUDT3_76115	RPS10-NUDT3	51
HPSE2_46923	HPSE2	90
GTF2F2_7947	GTF2F2	110
CACUL1_61170	CACUL1	156
TPSAB1_19526	TPSAB1	146
C14orf2_25207	C14orf2	22
IFNA21_9249	IFNA21	134
BCS1L_1682	BCS1L	14
ETV5_5864	ETV5	56
RADIL_43069	RADIL	54
CFAP52_61671	CFAP52	25
NINL_31359	NINL	6
LPAR4_7568	LPAR4	104
TM6SF2_39552	TM6SF2	93
MYO18B_54078	MYO18B	35
Non-Targeting Control_77295	Non-Targeting Control	229
ZAP70_20409	ZAP70	47
CCDC22_36195	CCDC22	121
KPNA5_10286	KPNA5	74
ZNF645_63186	ZNF645	96
DUT_5178	DUT	87
LAIR2_10454	LAIR2	46
CT55_41166	CT55	94
IL17RB_42638	IL17RB	174
ATXN7_16851	ATXN7	94
S100PBP_47993	S100PBP	51
TCTE1_65002	TCTE1	136
STEAP2_67051	STEAP2	62
SPR_18093	SPR	97
PLAGL1_14089	PLAGL1	49
ZNF484_52464	ZNF484	122
TMEM223_48832	TMEM223	141
HCCS_8228	HCCS	356
PSTPIP1_23701	PSTPIP1	225
CHMP4B_59635	CHMP4B	49
BPIFB3_70194	BPIFB3	37
ESAM_55680	ESAM	92
IP6K2_38785	IP6K2	124
HSPE1-MOB4_76123	HSPE1-MOB4	106
Non-Targeting Control_76646	Non-Targeting Control	182
SRI_18172	SRI	36
KBTBD3_61236	KBTBD3	110
HIST1H4D_21740	HIST1H4D	189
SLC37A2_65400	SLC37A2	93
ZNF490_45565	ZNF490	64
C18orf42_73696	C18orf42	71
NCOR2_25364	NCOR2	38
SIGLEC6_2651	SIGLEC6	52
CENPV_64825	CENPV	67
PDGFC_43857	PDGFC	46
ADCY5_290	ADCY5	51
TUBB2B_69869	TUBB2B	88
CHMP2B_34249	CHMP2B	79
LOX_10749	LOX	123
PRRC2B_54116	PRRC2B	138
PRSS16_27609	PRSS16	146
DEFB4B_75719	DEFB4B	10
LPPR1_40896	LPPR1	124
TBC1D22B_42873	TBC1D22B	154
CDH3_2838	CDH3	33
AKR1B15_73096	AKR1B15	65
RAD54L2_31819	RAD54L2	65
NAAA_35726	NAAA	60
HAT1_22181	HAT1	135
IKZF2_30885	IKZF2	59
ZXDA_20916	ZXDA	185
C1orf228_68988	C1orf228	27
WDR17_57852	WDR17	46
GPR137C_67412	GPR137C	54
TEFM_49796	TEFM	28
WASF3_29239	WASF3	109
PLXNB3_14240	PLXNB3	78
CHRAC1_39789	CHRAC1	10
ACTR8_56605	ACTR8	13
CHST11_37245	CHST11	54
Non-Targeting Control_76610	Non-Targeting Control	367
BARX1_43852	BARX1	146
IL1RL1_24091	IL1RL1	52
GAR1_39908	GAR1	59
OR2F1_34755	OR2F1	166
CFAP44_43347	CFAP44	98
CHRFAM7A_55143	CHRFAM7A	31
VTCN1_49613	VTCN1	97
RLBP1_16161	RLBP1	138
SH3BGRL_17274	SH3BGRL	93
MKKS_21390	MKKS	37
NIM1K_63952	NIM1K	50
PITPNM1_25326	PITPNM1	48
FAM3B_39766	FAM3B	70
ARSD_1205	ARSD	97
HIST1H4F_21741	HIST1H4F	49
ZBED2_49217	ZBED2	32
P2RX4_13181	P2RX4	91
IL17RC_54235	IL17RC	73
GRIN2D_7770	GRIN2D	10
Non-Targeting Control_76869	Non-Targeting Control	167
TLR5_19289	TLR5	17
GRXCR2_73756	GRXCR2	132
PYCR1_15600	PYCR1	86
Non-Targeting Control_76638	Non-Targeting Control	470
RGS7BP_72377	RGS7BP	41
SUB1_29559	SUB1	123
BLOC1S2_67176	BLOC1S2	11
LYRM1_45130	LYRM1	169
BTN3A3_27908	BTN3A3	120
ZNF681_61978	ZNF681	64
SMC1A_21472	SMC1A	39
APOBEC3F_64697	APOBEC3F	193
PRDM2_20926	PRDM2	37
OXA1L_13158	OXA1L	18
TMEM55A_42613	TMEM55A	61
LRRC70_75310	LRRC70	79
KCNMB4_36089	KCNMB4	57
ZSCAN31_47610	ZSCAN31	28
SOX12_18008	SOX12	82
FKTN_6173	FKTN	51
LFNG_10586	LFNG	125
Non-Targeting Control_76653	Non-Targeting Control	365
CHMP1A_13448	CHMP1A	56
COMMD4_41069	COMMD4	284
THPO_19164	THPO	18
AP1B1_457	AP1B1	21
CCR10_7495	CCR10	52
PTPRG_15488	PTPRG	38
ANKRD27_52875	ANKRD27	90
APOM_43765	APOM	128
PTGS2_15365	PTGS2	60
Non-Targeting Control_77003	Non-Targeting Control	172
PTGDR2_30601	PTGDR2	49
TAF12_18674	TAF12	5
HRAS_8823	HRAS	130
C6orf52_69892	C6orf52	100
FJX1_33629	FJX1	35
CYP2R1_58240	CYP2R1	98
MFI2_11413	MFI2	140
ZMAT2_62792	ZMAT2	120
Non-Targeting Control_77431	Non-Targeting Control	252
RGS7_16106	RGS7	223
SYNRG_30677	SYNRG	9
NEURL1B_40061	NEURL1B	36
F2R_5941	F2R	29
KDM2B_54010	KDM2B	21
AK3_37345	AK3	25
PDE4B_13520	PDE4B	157
SLC26A7_57420	SLC26A7	73
PRAC2_70223	PRAC2	32
ZAR1_68570	ZAR1	43
CLDN2_23779	CLDN2	87
ZNF705A_72866	ZNF705A	107
FAM169A_34447	FAM169A	80
SPEN_31455	SPEN	66
CEP295NL_76221	CEP295NL	49
F12_5984	F12	93
TFEC_30857	TFEC	71
PARPBP_41314	PARPBP	49
LY6K_40477	LY6K	136
RTFDC1_38905	RTFDC1	32
ACSM2A_58668	ACSM2A	70
OXNAD1_56116	OXNAD1	88
GDPD1_67670	GDPD1	85
UBL3_14315	UBL3	188
C1orf177_63716	C1orf177	147
C6orf229_76379	C6orf229	60
SLC33A1_24155	SLC33A1	41
HAGHL_53270	HAGHL	89
BBX_44786	BBX	75
PLP1_14197	PLP1	231
KMT2D_21265	KMT2D	19
KRTAP10-7_70662	KRTAP10-7	88
QTRT1_52030	QTRT1	26
IQCF1_60023	IQCF1	53
PEAK1_50091	PEAK1	223
STAU1_18374	STAU1	214
C14orf132_44734	C14orf132	70
LOC653602_74364	LOC653602	28
CYS1_64340	CYS1	123
Non-Targeting Control_76448	Non-Targeting Control	277
LDOC1L_53209	LDOC1L	152
ADCYAP1_309	ADCYAP1	49
TAS2R16_37372	TAS2R16	28
MAGED2_29537	MAGED2	131
PCDHGB6_43889	PCDHGB6	100
ZNF273_29182	ZNF273	99
PRPH2_15969	PRPH2	19
PALM2-AKAP2_73327	PALM2-AKAP2	43
DR1_5023	DR1	21
UBE2G1_19858	UBE2G1	47
HDAC1_8263	HDAC1	12
SELM_60851	SELM	17
KAZN_32246	KAZN	145
ACOXL_42217	ACOXL	52
MLX_18879	MLX	12
POLE2_14352	POLE2	61
USP20_29370	USP20	44
KCTD2_32994	KCTD2	104
SCN4A_16894	SCN4A	90
PRPS1_15009	PRPS1	173
PTGER1_15326	PTGER1	115
CLEC4F_63838	CLEC4F	17
TCF15_18856	TCF15	68
STARD8_25863	STARD8	56
MUC7_11927	MUC7	106
ACPP_170	ACPP	143
P4HA2_23511	P4HA2	99
MURC_69797	MURC	67
Non-Targeting Control_76565	Non-Targeting Control	285
RCOR3_43278	RCOR3	53
OR10H2_35161	OR10H2	118
Non-Targeting Control_76524	Non-Targeting Control	402
PDE4B_13517	PDE4B	231
PSME4_32049	PSME4	57
ZNF814_75033	ZNF814	130
SCRG1_30819	SCRG1	44
Non-Targeting Control_76749	Non-Targeting Control	206
BCAM_10871	BCAM	34
SATL1_69219	SATL1	103
LILRB4_29820	LILRB4	50
KCNV2_64073	KCNV2	172
Non-Targeting Control_76643	Non-Targeting Control	428
PLA1A_38606	PLA1A	73
MARCKS_10941	MARCKS	31
RUNX2_2400	RUNX2	88
CLDN12_23760	CLDN12	69
PLEKHJ1_41600	PLEKHJ1	117
MAPK6_14895	MAPK6	136
UPK1B_19911	UPK1B	28
TMX3_40068	TMX3	65
MUTYH_11941	MUTYH	45
BPY2C_73292	BPY2C	51
SORBS2_22032	SORBS2	35
PCDHAC1_44003	PCDHAC1	100
PRR5_42803	PRR5	86
Non-Targeting Control_76487	Non-Targeting Control	313
SHC1_17308	SHC1	54
FXYD5_39628	FXYD5	28
HKR1_67887	HKR1	23
SPIN3_64106	SPIN3	61
TRMT10B_63135	TRMT10B	107
IMPG2_37457	IMPG2	55
MYCBPAP_52851	MYCBPAP	43
TMEM70_41167	TMEM70	25
Non-Targeting Control_76468	Non-Targeting Control	297
Non-Targeting Control_76912	Non-Targeting Control	356
ADGRB1_1572	ADGRB1	75
ARHGDIG_1151	ARHGDIG	48
NECAB1_47487	NECAB1	113
GPRC5A_23705	GPRC5A	21
TNFSF10_22861	TNFSF10	111
WDR83OS_38692	WDR83OS	42
OR5K4_72617	OR5K4	19
BEX4_44204	BEX4	51
BFSP1_1702	BFSP1	68
SCGB3A1_56194	SCGB3A1	49
TRADD_22769	TRADD	159
CCL2_16962	CCL2	31
HNF1B_18825	HNF1B	12
MAGEA4_11012	MAGEA4	148
STX1A_18439	STX1A	102
GJD2_45386	GJD2	82
ZNF716_73080	ZNF716	84
XKRY_23802	XKRY	112
BPHL_1853	BPHL	119
SEPHS2_31260	SEPHS2	89
GATM_6925	GATM	91
POU4F1_14461	POU4F1	156
NUP62CL_40700	NUP62CL	249
AKAP11_30488	AKAP11	22
Non-Targeting Control_76658	Non-Targeting Control	353
MGAT4C_33858	MGAT4C	55
IL1RAPL2_34937	IL1RAPL2	78
TGM5_24519	TGM5	28
SLC35E1_50416	SLC35E1	91
NEK5_69348	NEK5	113
MSX2_11802	MSX2	56
RSAD2_55877	RSAD2	57
CAGE1_68282	CAGE1	118
CPTP_51340	CPTP	92
DCUN1D5_53250	DCUN1D5	80
BNIPL_62167	BNIPL	23
MIXL1_52596	MIXL1	173
NPNT_66650	NPNT	94
HTR1E_9026	HTR1E	46
HEXDC_67586	HEXDC	111
TAF9_18664	TAF9	14
PMAIP1_14244	PMAIP1	139
PRCC_14717	PRCC	23
KIAA2026_63153	KIAA2026	59
ZNF468_55415	ZNF468	57
TMEM130_66067	TMEM130	108
RIPK1_22840	RIPK1	96
THRB_19170	THRB	137
SERPINB12_55098	SERPINB12	84
PLAG1_14087	PLAG1	49
MAGEA1_10997	MAGEA1	79
RINL_59162	RINL	163
ATP11AUN_72184	ATP11AUN	112
RAPH1_48378	RAPH1	27
NKAPL_66057	NKAPL	55
